Data / Date;1 DEM;1 USD;1 GBP;1 CHF;1 FRF;1 XEU;1 XDR;1 AUD;1 ATS;100 BEF;1 DKK;1 FIM;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;1 LUF;100 NOK;100 PTE;1 SEK;100 ITL; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1994.xls, 2020.02.22)
3.01.1994;12345;21412;31656;14482;3632;23908;29571;14534;1755;59400;3165;3705;15021;11033;30209;19178;16119;59400;2849;12135;2571;1251
4.01.1994;12348;21433;31748;14482;3630;23929;29600;14539;1757;59200;3161;3693;15003;11036;30243;19113;16178;59200;2850;12126;2563;1253
5.01.1994;12339;21478;31824;14442;3629;23939;29418;14701;1756;59200;3161;3702;14931;11031;30392;18983;16326;59200;2850;12117;2575;1260
6.01.1994;12366;21452;31880;14500;3644;24006;29354;14704;1760;59500;3177;3726;14930;11057;30782;19026;16317;59500;2865;12181;2610;1269
7.01.1994;12345;21502;31917;14578;3638;23996;29492;14724;1756;59500;3178;3752;14791;11038;30405;19106;16276;59500;2867;12150;2625;1273
10.01.1994;12368;21516;31923;14532;3635;23992;29478;14761;1759;59600;3180;3726;14817;11060;30585;19158;16319;59600;2867;12158;2620;1266
11.01.1994;12411;21462;32028;14632;3642;24025;29432;14723;1766;59600;3192;3736;14885;11091;30929;19143;16301;59600;2872;12181;2647;1265
12.01.1994;12376;21541;32089;14596;3640;23948;29622;14977;1761;59400;3191;3736;14928;11052;30941;19122;16325;59400;2865;12164;2628;1264
13.01.1994;12382;21535;32242;14672;3645;24021;29512;14860;1762;59500;3193;3760;14955;11058;31012;19112;16332;59500;2868;12215;2627;1268
14.01.1994;12380;21557;32309;14733;3643;24019;29570;14890;1761;59300;3195;3767;14992;11058;30963;19210;16311;59300;2867;12272;2649;1272
17.01.1994;12362;21639;32297;14593;3643;23953;29687;14910;1759;59300;3192;3796;14998;11042;30900;19501;16421;59300;2868;12271;2648;1267
18.01.1994;12356;21667;32353;14651;3642;23991;29737;15036;1758;59300;3193;3812;15047;11036;30939;19487;16422;59300;2870;12278;2650;1271
19.01.1994;12361;21672;32414;14735;3646;24024;29745;15113;1759;59500;3190;3810;15151;11043;30978;19562;16496;59500;2879;12305;2672;1274
20.01.1994;12399;21655;32307;14818;3650;24072;29742;15142;1764;59600;3194;3820;15235;11069;30971;19630;16522;59600;2884;12312;2676;1273
21.01.1994;12395;21691;32394;14782;3649;24109;29828;15304;1764;59500;3191;3809;15150;11065;31080;19393;16582;59500;2883;12259;2662;1272
24.01.1994;12451;21628;32440;14864;3659;24135;29741;15175;1772;59700;3201;3826;15179;11109;31070;19673;16481;59700;2890;12314;2692;1275
25.01.1994;12401;21738;32474;14800;3654;24095;29980;15300;1764;59500;3194;3830;15174;11067;31055;19361;16575;59500;2885;12312;2693;1273
26.01.1994;12412;21761;32478;14765;3660;24162;29813;15430;1766;60000;3201;3866;15298;11083;31091;19566;16595;60000;2891;12362;2708;1277
27.01.1994;12440;21746;32534;14787;3664;24216;29830;15439;1770;60200;3201;3875;15356;11107;31240;19693;16549;60200;2896;12391;2729;1279
28.01.1994;12466;21747;32493;14785;3672;24237;29910;15476;1773;60200;3207;3871;15401;11128;31278;19840;16575;60200;2898;12404;2726;1278
31.01.1994;12523;21692;32536;14815;3682;24286;29895;15375;1781;60600;3223;3898;15469;11174;31324;19793;16443;60600;2911;12433;2731;1282
1.02.1994;12493;21755;32592;14860;3679;24269;30069;15426;1777;60600;3219;3907;15476;11151;31271;19955;16454;60600;2906;12399;2742;1282
2.02.1994;12526;21717;32667;14942;3689;24396;29984;15533;1782;60800;3228;3942;15511;11181;31401;20096;16332;60800;2916;12461;2751;1286
3.02.1994;12554;21719;32543;14996;3696;24354;30086;15496;1786;60700;3233;3941;15446;11205;31282;20127;16330;60700;2920;12467;2747;1287
4.02.1994;12538;21777;32610;14947;3693;24351;30187;15567;1784;60700;3229;3942;15418;11191;31311;20123;16456;60700;2917;12444;2760;1289
7.02.1994;12523;21836;32514;15008;3691;24384;30219;15621;1781;60800;3225;3935;15464;11176;31221;20137;16429;60800;2916;12446;2771;1293
8.02.1994;12472;21954;32539;14937;3679;24299;30336;15718;1774;60500;3213;3901;15433;11133;31207;20158;16380;60500;2907;12435;2754;1293
9.02.1994;12488;21982;32436;14920;3683;24222;30245;15788;1776;60500;3217;3901;15454;11148;31123;20229;16382;60500;2910;12441;2750;1295
10.02.1994;12512;22018;32180;14902;3688;24316;30290;15762;1780;60700;3214;3883;15444;11170;30924;20431;16418;60700;2909;12460;2730;1303
11.02.1994;12522;22048;32178;14862;3687;24328;30361;15911;1781;60700;3214;3882;15440;11177;30958;20340;16440;60700;2905;12454;2730;1304
14.02.1994;12559;22024;32194;14884;3695;24366;30286;15777;1786;60900;3214;3873;15431;11203;30911;20385;16402;60900;2905;12462;2718;1299
15.02.1994;12596;21980;32272;14977;3703;24371;30226;15633;1792;61104;3226;3909;15457;11235;30924;21111;16337;61104;2916;12489;2733;1304
16.02.1994;12649;21922;32310;15043;3717;24533;30444;15523;1799;61409;3231;3911;15503;11273;30912;21224;16209;61409;2924;12545;2724;1304
17.02.1994;12684;21901;32330;15072;3722;24555;30587;15565;1804;61582;3235;3908;15472;11309;30937;21100;16217;61582;2931;12533;2720;1302
18.02.1994;12691;21917;32383;15058;3733;24570;30618;15641;1805;61619;3250;3940;15537;11315;31118;21102;16323;61619;2935;12553;2729;1304
