data;1 THB;1 USD;1 AUD;1 HKD;1 CAD;1 NZD;1 SGD;1 EUR;100 HUF;1 CHF;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;100 ISK;1 NOK;1 SEK;1 HRK;1 RON;1 BGN;1 TRY;1 LTL;1 LVL;1 PHP;1 MXN;1 ZAR;1 BRL;1 MYR;1 RUB;10000 IDR;100 KRW;1 CNY;1 XDR;;Nr tabeli; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_2010.xls, 2020.02.22)
12.04.2010;0,0878;2,8373;2,6383;0,3658;2,8231;2,0303;2,0408;3,8673;1,4580;2,6780;4,3859;0,3583;3,0383;0,1533;0,5196;0,2472;2,2497;0,4830;0,3967;0,5318;0,9366;1,9773;1,9093;1,1200;5,4743;0,0634;0,2328;0,3918;1,6080;0,8848;0,0980;3,1830;0,2547;0,4158;4,3822;;70;/A/NBP/2010
13.04.2010;0,0884;2,8596;2,6463;0,3684;2,8446;2,0390;2,0520;3,8834;1,4668;2,7011;4,3995;0,3610;3,0723;0,1544;0,5217;0,2482;2,2671;0,4847;0,3971;0,5340;0,9386;1,9856;1,9162;1,1247;5,4971;0,0640;0,2342;0,3923;1,6298;0,8870;0,0984;3,1675;0,2544;0,4189;4,3600;;71;/A/NBP/2010
14.04.2010;0,0878;2,8325;2,6418;0,3651;2,8366;2,0180;2,0567;3,8659;1,4677;2,6898;4,3680;0,3579;3,0293;0,1540;0,5194;0,2471;2,2573;0,4829;0,3961;0,5325;0,9349;1,9766;1,9148;1,1196;5,4696;0,0636;0,2329;0,3900;1,6191;0,8850;0,0977;3,1507;0,2547;0,4150;4,3437;;72;/A/NBP/2010
15.04.2010;0,0883;2,8491;2,6595;0,3669;2,8507;2,0339;2,0722;3,8641;1,4670;2,6962;4,4050;0,3585;3,0622;0,1542;0,5191;0,2470;2,2616;0,4843;0,3981;0,5324;0,9333;1,9757;1,9251;1,1191;5,4578;0,0642;0,2331;0,3877;1,6321;0,8915;0,0981;3,1377;0,2571;0,4172;4,3306;;73;/A/NBP/2010
16.04.2010;0,0886;2,8573;2,6646;0,3679;2,8529;2,0408;2,0787;3,8725;1,4715;2,7017;4,4154;0,3608;3,0807;0,1538;0,5203;0,2475;2,2659;0,4878;0,4000;0,5332;0,9343;1,9800;1,9365;1,1216;5,4696;0,0643;0,2341;0,3884;1,6323;0,8950;0,0985;3,1677;0,2572;0,4183;4,3567;;74;/A/NBP/2010
19.04.2010;0,0898;2,9009;2,6610;0,3737;2,8522;2,0528;2,1035;3,9010;1,4707;2,7198;4,4201;0,3663;3,1593;0,1548;0,5241;0,2493;2,2837;0,4880;0,4013;0,5373;0,9378;1,9946;1,9452;1,1298;5,5114;0,0650;0,2355;0,3891;1,6484;0,9018;0,0993;3,2054;0,2594;0,4250;4,3936;;75;/A/NBP/2010
20.04.2010;0,0896;2,8868;2,6844;0,3716;2,8515;2,0537;2,0956;3,8958;1,4696;2,7170;4,4397;0,3648;3,1078;0,1539;0,5235;0,2490;2,2784;0,4893;0,4036;0,5357;0,9386;1,9919;1,9377;1,1283;5,5041;0,0647;0,2359;0,3890;1,6434;0,9002;0,0992;3,2012;0,2580;0,4225;4,4097;;76;/A/NBP/2010
21.04.2010;0,0895;2,8790;2,6836;0,3708;2,8956;2,0494;2,0986;3,8662;1,4660;2,6979;4,4386;0,3632;3,0864;0,1530;0,5195;0,2471;2,2658;0,4880;0,4019;0,5328;0,9354;1,9768;1,9424;1,1197;5,4627;0,0649;0,2360;0,3902;1,6429;0,9003;0,0990;3,1886;0,2599;0,4217;4,3662;;77;/A/NBP/2010
22.04.2010;0,0895;2,8822;2,6811;0,3715;2,8908;2,0571;2,1036;3,8653;1,4670;2,6974;4,4544;0,3636;3,0901;0,1529;0,5194;0,2470;2,2591;0,4888;0,4019;0,5328;0,9340;1,9763;1,9495;1,1195;5,4641;0,0650;0,2366;0,3876;1,6444;0,9021;0,0990;3,1879;0,2600;0,4222;4,3860;;78;/A/NBP/2010
23.04.2010;0,0904;2,9148;2,6847;0,3751;2,9179;2,0736;2,1222;3,8804;1,4626;2,7064;4,4705;0,3681;3,1169;0,1529;0,5214;0,2480;2,2676;0,4923;0,4040;0,5345;0,9390;1,9840;1,9604;1,1238;5,4839;0,0657;0,2386;0,3900;1,6507;0,9122;0,0998;3,2003;0,2626;0,4265;4,4091;;79;/A/NBP/2010
26.04.2010;0,0902;2,9068;2,6999;0,3747;2,9098;2,0913;2,1261;3,8766;1,4746;2,7025;4,4998;0,3668;3,0932;0,1527;0,5209;0,2478;2,2644;0,4934;0,4044;0,5341;0,9410;1,9821;1,9695;1,1227;5,4801;0,0658;0,2388;0,3945;1,6567;0,9139;0,1000;3,2144;0,2634;0,4260;4,4060;;80;/A/NBP/2010
27.04.2010;0,0904;2,9158;2,6968;0,3758;2,9134;2,1051;2,1311;3,8965;1,4698;2,7127;4,4860;0,3682;3,1096;0,1532;0,5236;0,2490;2,2760;0,4966;0,4067;0,5368;0,9452;1,9922;1,9734;1,1285;5,5051;0,0657;0,2399;0,3962;1,6706;0,9152;0,1003;3,2417;0,2628;0,4274;4,4255;;81;/A/NBP/2010
28.04.2010;0,0930;3,0038;2,7552;0,3870;2,9492;2,1379;2,1789;3,9514;1,4503;2,7583;4,5576;0,3786;3,2137;0,1539;0,5309;0,2525;2,3077;0,5025;0,4093;0,5449;0,9526;2,0203;1,9861;1,1444;5,5815;0,0671;0,2429;0,4004;1,6971;0,9340;0,1022;3,2963;0,2686;0,4404;4,4972;;82;/A/NBP/2010
29.04.2010;0,0917;2,9591;2,7412;0,3809;2,9402;2,1351;2,1590;3,9175;1,4594;2,7305;4,4990;0,3744;3,1453;0,1533;0,5264;0,2504;2,2977;0,4981;0,4064;0,5405;0,9476;2,0029;1,9866;1,1346;5,5363;0,0663;0,2402;0,4008;1,6880;0,9250;0,1011;3,2844;0,2653;0,4333;4,4558;;83;/A/NBP/2010
30.04.2010;0,0906;2,9305;2,7293;0,3775;2,9214;2,1337;2,1454;3,9020;1,4657;2,7200;4,5042;0,3705;3,1036;0,1529;0,5243;0,2494;2,2884;0,4973;0,4057;0,5380;0,9454;1,9951;1,9822;1,1301;5,5156;0,0659;0,2402;0,4004;1,6950;0,9205;0,1007;3,2653;0,2644;0,4294;4,4399;;84;/A/NBP/2010
4.05.2010;0,0926;2,9928;2,7523;0,3855;2,9506;2,1819;2,1781;3,9310;1,4520;2,7442;4,5461;0,3732;3,1624;0,1536;0,5282;0,2512;2,3180;0,5021;0,4097;0,5408;0,9510;2,0099;2,0041;1,1385;5,5597;0,0671;0,2435;0,4011;1,7329;0,9317;0,1019;3,2978;0,2684;0,4385;4,4674;;85;/A/NBP/2010
5.05.2010;0,0958;3,1014;2,8212;0,3992;3,0233;2,2298;2,2401;4,0215;1,4534;2,8076;4,6983;0,3922;3,2758;0,1557;0,5403;0,2570;2,3965;0,5124;0,4174;0,5543;0,9687;2,0561;2,0487;1,1647;5,6889;0,0689;0,2472;0,4093;1,7581;0,9591;0,1044;3,4167;0,2779;0,4542;4,6131;;86;/A/NBP/2010
6.05.2010;0,0983;3,1802;2,8832;0,4093;3,0751;2,3124;2,2882;4,0773;1,4691;2,8458;4,7872;0,4018;3,3884;0,1572;0,5478;0,2606;2,4665;0,5237;0,4206;0,5619;0,9755;2,0847;2,0781;1,1809;5,7654;0,0701;0,2506;0,4182;1,7720;0,9766;0,1054;3,4879;0,2786;0,4659;4,7121;;87;/A/NBP/2010
7.05.2010;0,1015;3,2808;2,9155;0,4219;3,1170;2,3284;2,3441;4,1770;1,4807;2,9463;4,8070;0,4139;3,5626;0,1607;0,5611;0,2670;2,5315;0,5270;0,4261;0,5750;0,9977;2,1357;2,0904;1,2097;5,9056;0,0721;0,2528;0,4230;1,7692;1,0024;0,1071;3,5648;0,2840;0,4807;4,8848;;88;/A/NBP/2010
10.05.2010;0,0950;3,0667;2,7735;0,3942;2,9921;2,2305;2,2248;3,9998;1,4612;2,7969;4,5861;0,3963;3,2838;0,1559;0,5374;0,2556;2,4315;0,5076;0,4129;0,5507;0,9611;2,0451;2,0188;1,1584;5,6566;0,0682;0,2440;0,4109;1,6693;0,9587;0,1026;3,3983;0,2709;0,4492;4,6706;;89;/A/NBP/2010
11.05.2010;0,0985;3,1888;2,8605;0,4097;3,1140;2,2933;2,3020;4,0441;1,4704;2,8702;4,7330;0,4018;3,4469;0,1581;0,5434;0,2585;2,4689;0,5148;0,4194;0,5566;0,9691;2,0677;2,0759;1,1712;5,7173;0,0708;0,2537;0,4215;1,7995;0,9929;0,1052;3,4359;0,2806;0,4668;4,6698;;90;/A/NBP/2010
12.05.2010;0,0972;3,1356;2,8096;0,4039;3,0860;2,2515;2,2712;3,9900;1,4589;2,8291;4,7160;0,3981;3,3858;0,1572;0,5362;0,2550;2,4403;0,5115;0,4156;0,5494;0,9565;2,0401;2,0535;1,1556;5,6368;0,0696;0,2518;0,4195;1,7528;0,9788;0,1045;3,4360;0,2741;0,4593;4,6638;;91;/A/NBP/2010
13.05.2010;0,0973;3,1473;2,8264;0,4044;3,1055;2,2551;2,2782;3,9591;1,4514;2,8248;4,6493;0,3952;3,3726;0,1557;0,5322;0,2530;2,4141;0,5111;0,4151;0,5457;0,9476;2,0243;2,0691;1,1466;5,5923;0,0702;0,2547;0,4200;1,7757;0,9841;0,1050;3,4457;0,2788;0,4608;4,6306;;92;/A/NBP/2010
14.05.2010;0,0987;3,1860;2,8524;0,4099;3,1131;2,2757;2,3081;3,9852;1,4488;2,8428;4,6448;0,4016;3,4465;0,1569;0,5357;0,2547;2,4345;0,5141;0,4171;0,5484;0,9533;2,0376;2,0887;1,1542;5,6288;0,0713;0,2566;0,4239;1,7987;0,9996;0,1056;3,4881;0,2821;0,4673;4,6848;;93;/A/NBP/2010
17.05.2010;0,1009;3,2770;2,8690;0,4201;3,1585;2,2947;2,3475;4,0244;1,4437;2,8735;4,7232;0,4134;3,5562;0,1574;0,5409;0,2572;2,4630;0,5230;0,4194;0,5547;0,9606;2,0577;2,1154;1,1655;5,6894;0,0725;0,2571;0,4319;1,8208;1,0149;0,1069;3,5733;0,2840;0,4798;4,7465;;94;/A/NBP/2010
18.05.2010;0,1000;3,2284;2,8279;0,4147;3,1340;2,2601;2,3273;4,0038;1,4424;2,8549;4,6640;0,4086;3,4814;0,1571;0,5381;0,2559;2,4703;0,5181;0,4179;0,5512;0,9548;2,0471;2,1000;1,1596;5,6591;0,0715;0,2565;0,4295;1,7956;1,0062;0,1065;3,5550;0,2819;0,4735;4,7532;;95;/A/NBP/2010
19.05.2010;0,1038;3,3595;2,8474;0,4304;3,2121;2,2856;2,3963;4,0898;1,4548;2,9203;4,7946;0,4238;3,6660;0,1592;0,5497;0,2614;2,5260;0,5251;0,4250;0,5627;0,9732;2,0911;2,1320;1,1845;5,7823;0,0736;0,2622;0,4332;1,8448;1,0323;0,1090;3,6145;0,2883;0,4919;4,8350;;96;/A/NBP/2010
20.05.2010;0,1024;3,3171;2,7560;0,4253;3,1496;2,2423;2,3617;4,1157;1,4695;2,8880;4,7713;0,4194;3,6364;0,1599;0,5530;0,2630;2,5643;0,5153;0,4246;0,5662;0,9795;2,1044;2,1117;1,1920;5,8160;0,0721;0,2583;0,4239;1,8162;1,0137;0,1080;3,6374;0,2778;0,4860;4,9039;;97;/A/NBP/2010
21.05.2010;0,1022;3,3143;2,7385;0,4247;3,1096;2,2273;2,3507;4,1428;1,4818;2,8767;4,7761;0,4180;3,6807;0,1609;0,5565;0,2648;2,5812;0,5066;0,4189;0,5697;0,9869;2,1182;2,0955;1,1998;5,8572;0,0713;0,2536;0,4174;1,7609;0,9980;0,1065;3,6364;0,2775;0,4854;4,9335;;98;/A/NBP/2010
24.05.2010;0,1019;3,3047;2,7404;0,4232;3,1161;2,2247;2,3474;4,1067;1,4749;2,8545;4,7658;0,4144;3,6665;0,1602;0,5518;0,2625;2,5603;0,5082;0,4196;0,5649;0,9825;2,0998;2,1025;1,1894;5,8062;0,0709;0,2529;0,4198;1,7820;0,9946;0,1064;3,5266;0,2718;0,4835;4,8605;;99;/A/NBP/2010
25.05.2010;0,1050;3,4190;2,7712;0,4385;3,1659;2,2568;2,4076;4,1735;1,4842;2,9359;4,8773;0,4293;3,8121;0,1622;0,5609;0,2667;2,6019;0,5142;0,4234;0,5740;0,9969;2,1339;2,1411;1,2087;5,9027;0,0726;0,2598;0,4280;1,8285;1,0165;0,1082;3,6370;0,2732;0,5004;4,9758;;100;/A/NBP/2010
26.05.2010;0,1031;3,3520;2,7835;0,4301;3,1409;2,2494;2,3847;4,1366;1,4907;2,9032;4,8305;0,4250;3,7145;0,1617;0,5560;0,2644;2,5942;0,5161;0,4260;0,5688;0,9914;2,1150;2,1208;1,1980;5,8422;0,0718;0,2569;0,4291;1,8187;1,0093;0,1075;3,6065;0,2677;0,4910;4,9655;;101;/A/NBP/2010
27.05.2010;0,1028;3,3440;2,7912;0,4295;3,1654;2,2430;2,3802;4,1004;1,4804;2,8960;4,8459;0,4214;3,7067;0,1598;0,5511;0,2620;2,5619;0,5121;0,4229;0,5647;0,9870;2,0965;2,1317;1,1875;5,7923;0,0720;0,2572;0,4352;1,7872;1,0152;0,1081;3,5890;0,2734;0,4898;4,9005;;102;/A/NBP/2010
28.05.2010;0,1001;3,2545;2,7792;0,4181;3,1103;2,2275;2,3259;4,0479;1,4814;2,8312;4,7427;0,4103;3,5707;0,1577;0,5441;0,2585;2,5282;0,5084;0,4185;0,5572;0,9736;2,0697;2,0909;1,1723;5,7182;0,0705;0,2557;0,4324;1,7947;0,9889;0,1070;3,5547;0,2725;0,4767;4,8598;;103;/A/NBP/2010
31.05.2010;0,1019;3,3132;2,8089;0,4254;3,1590;2,2644;2,3690;4,0770;1,4807;2,8661;4,8047;0,4181;3,6232;0,1602;0,5480;0,2606;2,5674;0,5128;0,4228;0,5611;0,9768;2,0846;2,1058;1,1808;5,7552;0,0716;0,2570;0,4339;1,8263;1,0162;0,1077;3,5707;0,2757;0,4854;4,8537;;104;/A/NBP/2010
1.06.2010;0,1042;3,3953;2,8148;0,4356;3,2215;2,2771;2,3966;4,1208;1,4889;2,9029;4,9107;0,4273;3,7394;0,1608;0,5539;0,2633;2,6164;0,5184;0,4281;0,5675;0,9824;2,1070;2,1368;1,1934;5,8113;0,0728;0,2596;0,4373;1,8647;1,0246;0,1084;3,6090;0,2790;0,4969;4,9059;;105;/A/NBP/2010
2.06.2010;0,1031;3,3601;2,7919;0,4311;3,1875;2,2642;2,3805;4,1056;1,4863;2,9064;4,9287;0,4232;3,6703;0,1595;0,5518;0,2623;2,6234;0,5182;0,4290;0,5657;0,9807;2,0992;2,1245;1,1890;5,7915;0,0719;0,2593;0,4353;1,8182;1,0179;0,1078;3,6269;0,2762;0,4919;4,9415;;106;/A/NBP/2010
4.06.2010;0,1030;3,3542;2,8403;0,4307;3,2344;2,3016;2,3943;4,0967;1,4565;2,9125;4,9239;0,4232;3,6166;0,1586;0,5506;0,2617;2,6127;0,5217;0,4303;0,5642;0,9761;2,0946;2,1254;1,1865;5,7834;0,0725;0,2637;0,4393;1,8447;1,0250;0,1083;3,6415;0,2793;0,4916;4,8930;;107;/A/NBP/2010
7.06.2010;0,1068;3,4916;2,8418;0,4472;3,2801;2,3132;2,4619;4,1688;1,4501;2,9980;5,0403;0,4406;3,8045;0,1614;0,5605;0,2661;2,6672;0,5245;0,4320;0,5738;0,9886;2,1315;2,1770;1,2073;5,8861;0,0745;0,2680;0,4472;1,8709;1,0468;0,1097;3,7489;0,2824;0,5107;5,0533;;108;/A/NBP/2010
8.06.2010;0,1066;3,4772;2,8342;0,4459;3,2883;2,2945;2,4571;4,1502;1,4546;3,0059;5,0269;0,4387;3,8087;0,1596;0,5580;0,2654;2,6554;0,5195;0,4297;0,5720;0,9829;2,1220;2,1627;1,2020;5,8639;0,0746;0,2681;0,4457;1,8510;1,0460;0,1094;3,7322;0,2819;0,5094;5,0466;;109;/A/NBP/2010
9.06.2010;0,1059;3,4513;2,8454;0,4424;3,2880;2,2928;2,4371;4,1230;1,4577;2,9960;4,9927;0,4358;3,7784;0,1588;0,5543;0,2633;2,6379;0,5168;0,4275;0,5693;0,9766;2,1081;2,1514;1,1941;5,8247;0,0741;0,2675;0,4462;1,8615;1,0399;0,1085;3,7312;0,2765;0,5054;5,0140;;110;/A/NBP/2010
10.06.2010;0,1055;3,4301;2,8813;0,4399;3,3032;2,3298;2,4289;4,1338;1,4643;2,9927;5,0085;0,4344;3,7563;0,1592;0,5557;0,2640;2,6330;0,5233;0,4312;0,5718;0,9792;2,1136;2,1456;1,1972;5,8383;0,0734;0,2683;0,4426;1,8531;1,0382;0,1083;3,7116;0,2741;0,5020;5,0081;;111;/A/NBP/2010
11.06.2010;0,1040;3,3761;2,8574;0,4333;3,2708;2,3090;2,4042;4,0909;1,4659;2,9566;4,9524;0,4268;3,6880;0,1589;0,5499;0,2615;2,6057;0,5200;0,4276;0,5655;0,9700;2,0917;2,1362;1,1848;5,7814;0,0724;0,2659;0,4379;1,8739;1,0284;0,1073;3,6731;0,2711;0,4944;4,9566;;112;/A/NBP/2010
14.06.2010;0,1031;3,3390;2,8642;0,4287;3,2430;2,3205;2,3925;4,0838;1,4574;2,9378;4,9108;0,4239;3,6341;0,1586;0,5491;0,2608;2,6009;0,5216;0,4268;0,5653;0,9668;2,0880;2,1336;1,1827;5,7722;0,0716;0,2664;0,4378;1,8466;1,0243;0,1069;3,6649;0,2735;0,4889;4,9243;;113;/A/NBP/2010
15.06.2010;0,1032;3,3397;2,8535;0,4283;3,2421;2,3125;2,3914;4,0765;1,4579;2,9171;4,9197;0,4217;3,6667;0,1590;0,5481;0,2604;2,5965;0,5175;0,4228;0,5651;0,9630;2,0843;2,1199;1,1806;5,7618;0,0722;0,2628;0,4348;1,8469;1,0206;0,1063;3,6219;0,2722;0,4895;4,8825;;114;/A/NBP/2010
16.06.2010;0,1020;3,3064;2,8543;0,4242;3,2155;2,3050;2,3708;4,0653;1,4563;2,9215;4,8871;0,4185;3,6040;0,1586;0,5466;0,2597;2,5892;0,5165;0,4238;0,5637;0,9620;2,0786;2,1107;1,1774;5,7444;0,0716;0,2625;0,4337;1,8514;1,0135;0,1060;3,6072;0,2727;0,4836;4,8714;;115;/A/NBP/2010
17.06.2010;0,1021;3,3095;2,8579;0,4251;3,2287;2,3134;2,3721;4,0811;1,4562;2,9634;4,8773;0,4189;3,6251;0,1583;0,5486;0,2608;2,5994;0,5181;0,4252;0,5659;0,9629;2,0867;2,1131;1,1820;5,7700;0,0717;0,2630;0,4353;1,8542;1,0137;0,1068;3,6148;0,2730;0,4847;4,8878;;116;/A/NBP/2010
18.06.2010;0,1014;3,2864;2,8584;0,4221;3,1962;2,3162;2,3708;4,0732;1,4564;2,9596;4,8880;0,4154;3,6230;0,1585;0,5475;0,2603;2,5944;0,5183;0,4265;0,5658;0,9608;2,0826;2,1115;1,1797;5,7572;0,0716;0,2614;0,4359;1,8452;1,0108;0,1064;3,5951;0,2723;0,4814;4,8588;;117;/A/NBP/2010
21.06.2010;0,1006;3,2463;2,8743;0,4180;3,1946;2,3190;2,3627;4,0300;1,4481;2,9357;4,8304;0,4105;3,5582;0,1567;0,5417;0,2575;2,5670;0,5134;0,4242;0,5598;0,9541;2,0605;2,0948;1,1671;5,6869;0,0715;0,2600;0,4365;1,8344;1,0202;0,1055;3,5822;0,2769;0,4781;4,8077;;118;/A/NBP/2010
22.06.2010;0,1018;3,2912;2,8935;0,4233;3,2227;2,3356;2,3855;4,0535;1,4501;2,9709;4,8478;0,4159;3,6288;0,1577;0,5447;0,2591;2,5851;0,5125;0,4251;0,5629;0,9593;2,0726;2,1135;1,1740;5,7229;0,0721;0,2624;0,4385;1,8592;1,0279;0,1066;3,6551;0,2783;0,4835;4,8274;;119;/A/NBP/2010
23.06.2010;0,1021;3,3054;2,8747;0,4250;3,2058;2,3356;2,3838;4,0587;1,4501;2,9844;4,9229;0,4173;3,6567;0,1577;0,5454;0,2594;2,5901;0,5110;0,4255;0,5638;0,9608;2,0752;2,1107;1,1754;5,7290;0,0718;0,2623;0,4367;1,8490;1,0228;0,1065;3,6664;0,2783;0,4855;4,8693;;120;/A/NBP/2010
24.06.2010;0,1027;3,3295;2,8963;0,4279;3,2035;2,3511;2,3922;4,0877;1,4525;3,0112;4,9801;0,4213;3,7183;0,1589;0,5492;0,2612;2,6070;0,5115;0,4274;0,5683;0,9660;2,0900;2,1109;1,1839;5,7699;0,0719;0,2621;0,4401;1,8630;1,0282;0,1070;3,6926;0,2800;0,4894;4,9105;;121;/A/NBP/2010
25.06.2010;0,1042;3,3643;2,9042;0,4334;3,2348;2,3705;2,4163;4,1405;1,4481;3,0552;5,0185;0,4254;3,7615;0,1599;0,5563;0,2646;2,6307;0,5166;0,4324;0,5755;0,9684;2,1170;2,1277;1,1992;5,8444;0,0726;0,2635;0,4403;1,8920;1,0368;0,1082;3,6969;0,2773;0,4967;4,9879;;122;/A/NBP/2010
28.06.2010;0,1027;3,3270;2,9090;0,4274;3,2207;2,3584;2,4025;4,1148;1,4530;3,0623;5,0083;0,4234;3,7246;0,1600;0,5528;0,2630;2,6159;0,5164;0,4310;0,5718;0,9575;2,1039;2,1194;1,1917;5,8053;0,0717;0,2628;0,4418;1,8715;1,0318;0,1073;3,6657;0,2766;0,4896;4,9385;;123;/A/NBP/2010
29.06.2010;0,1053;3,4157;2,9276;0,4387;3,2640;2,3846;2,4468;4,1649;1,4537;3,1337;5,1352;0,4323;3,8503;0,1617;0,5594;0,2662;2,6528;0,5248;0,4368;0,5793;0,9598;2,1295;2,1585;1,2062;5,8727;0,0737;0,2667;0,4475;1,9182;1,0515;0,1092;3,7420;0,2804;0,5024;4,9942;;124;/A/NBP/2010
30.06.2010;0,1047;3,3946;2,8934;0,4360;3,2321;2,3514;2,4276;4,1458;1,4473;3,1345;5,0947;0,4293;3,8297;0,1609;0,5565;0,2650;2,6457;0,5220;0,4359;0,5760;0,9518;2,1197;2,1453;1,2007;5,8470;0,0730;0,2642;0,4447;1,8745;1,0487;0,1086;3,7459;0,2776;0,5005;5,0136;;125;/A/NBP/2010
1.07.2010;0,1041;3,3773;2,8317;0,4334;3,1668;2,3081;2,4160;4,1529;1,4509;3,1501;5,0372;0,4271;3,8221;0,1614;0,5576;0,2654;2,6469;0,5191;0,4334;0,5774;0,9557;2,1234;2,1337;1,2027;5,8558;0,0726;0,2624;0,4381;1,8719;1,0446;0,1080;3,7414;0,2748;0,4980;5,0051;;126;/A/NBP/2010
2.07.2010;0,1023;3,3152;2,8079;0,4253;3,1289;2,2983;2,3794;4,1448;1,4543;3,1026;5,0390;0,4183;3,7697;0,1613;0,5564;0,2649;2,6417;0,5140;0,4320;0,5762;0,9628;2,1193;2,1034;1,2004;5,8419;0,0712;0,2546;0,4305;1,8519;1,0281;0,1065;3,6647;0,2697;0,4895;4,9809;;127;/A/NBP/2010
5.07.2010;0,1012;3,2824;2,7667;0,4217;3,0891;2,2658;2,3582;4,1170;1,4456;3,0883;4,9713;0,4149;3,7378;0,1607;0,5525;0,2630;2,6273;0,5099;0,4286;0,5721;0,9653;2,1050;2,0964;1,1923;5,8060;0,0706;0,2507;0,4245;1,8529;1,0230;0,1055;3,6114;0,2681;0,4845;4,8956;;128;/A/NBP/2010
6.07.2010;0,1007;3,2636;2,7685;0,4191;3,0779;2,2645;2,3498;4,1110;1,4410;3,0771;4,9515;0,4128;3,7146;0,1610;0,5517;0,2627;2,6182;0,5090;0,4269;0,5713;0,9696;2,1020;2,0958;1,1906;5,7983;0,0704;0,2511;0,4237;1,8392;1,0184;0,1050;3,6061;0,2670;0,4819;4,8884;;129;/A/NBP/2010
7.07.2010;0,1010;3,2851;2,7766;0,4211;3,0966;2,2639;2,3587;4,1268;1,4471;3,0965;4,9562;0,4151;3,7655;0,1615;0,5537;0,2637;2,6197;0,5098;0,4285;0,5738;0,9753;2,1100;2,1012;1,1952;5,8198;0,0705;0,2520;0,4263;1,8441;1,0188;0,1054;3,6010;0,2683;0,4841;4,9023;;130;/A/NBP/2010
8.07.2010;0,0995;3,2259;2,8153;0,4141;3,0831;2,2767;2,3312;4,0823;1,4462;3,0626;4,8916;0,4080;3,6622;0,1602;0,5477;0,2609;2,5881;0,5065;0,4271;0,5681;0,9654;2,0873;2,0746;1,1823;5,7550;0,0695;0,2516;0,4249;1,8269;1,0070;0,1042;3,5638;0,2668;0,4760;4,8591;;131;/A/NBP/2010
9.07.2010;0,0995;3,2124;2,8090;0,4129;3,0760;2,2763;2,3295;4,0733;1,4532;3,0408;4,8832;0,4060;3,6340;0,1604;0,5464;0,2603;2,5797;0,5050;0,4286;0,5668;0,9608;2,0827;2,0716;1,1797;5,7451;0,0696;0,2513;0,4241;1,8222;1,0048;0,1043;3,5457;0,2685;0,4745;4,8129;;132;/A/NBP/2010
12.07.2010;0,1005;3,2511;2,8350;0,4181;3,1480;2,3024;2,3508;4,0861;1,4583;3,0491;4,8615;0,4112;3,6635;0,1613;0,5481;0,2612;2,5927;0,5075;0,4311;0,5663;0,9619;2,0893;2,0858;1,1834;5,7640;0,0703;0,2533;0,4268;1,8489;1,0146;0,1054;3,5749;0,2702;0,4802;4,8373;;133;/A/NBP/2010
13.07.2010;0,1004;3,2499;2,8388;0,4179;3,1465;2,3108;2,3489;4,0775;1,4633;3,0576;4,9000;0,4116;3,6782;0,1608;0,5469;0,2606;2,5945;0,5111;0,4331;0,5650;0,9576;2,0849;2,0869;1,1809;5,7535;0,0700;0,2523;0,4278;1,8462;1,0137;0,1055;3,5674;0,2680;0,4799;4,8340;;134;/A/NBP/2010
14.07.2010;0,0988;3,1925;2,8191;0,4108;3,0938;2,2952;2,3213;4,0605;1,4654;3,0158;4,8702;0,4050;3,5919;0,1597;0,5449;0,2595;2,5736;0,5119;0,4314;0,5642;0,9532;2,0762;2,0706;1,1760;5,7287;0,0691;0,2517;0,4234;1,8183;0,9985;0,1045;3,5346;0,2655;0,4711;4,8193;;135;/A/NBP/2010
15.07.2010;0,0985;3,1750;2,7988;0,4085;3,0775;2,2954;2,3121;4,0600;1,4571;3,0264;4,8655;0,4016;3,6047;0,1594;0,5449;0,2594;2,5696;0,5117;0,4318;0,5626;0,9525;2,0759;2,0609;1,1758;5,7276;0,0686;0,2506;0,4211;1,8007;0,9924;0,1039;3,5304;0,2638;0,4685;4,7910;;136;/A/NBP/2010
16.07.2010;0,0980;3,1608;2,7679;0,4066;3,0258;2,2606;2,2978;4,0920;1,4557;3,0326;4,8735;0,4003;3,6315;0,1609;0,5492;0,2615;2,5817;0,5097;0,4321;0,5665;0,9593;2,0923;2,0599;1,1851;5,7772;0,0683;0,2475;0,4177;1,7927;0,9852;0,1038;3,5004;0,2626;0,4664;4,8004;;137;/A/NBP/2010
19.07.2010;0,0986;3,1825;2,7694;0,4094;3,0276;2,2575;2,3091;4,1272;1,4271;3,0346;4,8747;0,4029;3,6616;0,1620;0,5538;0,2637;2,5929;0,5074;0,4338;0,5713;0,9660;2,1103;2,0662;1,1953;5,8253;0,0686;0,2473;0,4174;1,7865;0,9870;0,1043;3,5155;0,2619;0,4696;4,8032;;138;/A/NBP/2010
20.07.2010;0,0984;3,1754;2,7928;0,4084;3,0194;2,2677;2,3133;4,1243;1,4225;3,0210;4,8362;0,4027;3,6561;0,1626;0,5534;0,2635;2,5955;0,5064;0,4336;0,5708;0,9668;2,1088;2,0698;1,1945;5,8158;0,0684;0,2471;0,4175;1,7714;0,9891;0,1044;3,5100;0,2630;0,4685;4,8141;;139;/A/NBP/2010
