data;1 THB;1 USD;1 AUD;1 HKD;1 CAD;1 NZD;1 SGD;1 EUR;100 HUF;1 CHF;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;100 ISK;1 NOK;1 SEK;1 HRK;1 RON;1 BGN;1 TRY;1 LTL;1 LVL;1 PHP;1 MXN;1 ZAR;1 BRL;1 MYR;1 RUB;10000 IDR;100 KRW;1 CNY;1 XDR;;Nr tabeli; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_2010.xls, 2020.02.22)
18.01.2010;0,0854;2,8042;2,5933;0,3613;2,7304;2,0673;2,0180;4,0312;1,5051;2,7327;4,5885;0,3477;3,0841;0,1557;0,5417;0,2576;2,2433;0,4947;0,3984;0,5526;0,9826;2,0612;1,9270;1,1675;5,6898;0,0611;0,2212;0,3788;1,5830;0,8393;0,0947;3,0482;0,2494;0,4108;4,4067;;11;/A/NBP/2010
19.01.2010;0,0852;2,7974;2,5824;0,3606;2,7221;2,0664;2,0147;4,0190;1,5013;2,7213;4,5971;0,3448;3,0912;0,1556;0,5400;0,2569;2,2362;0,4926;0,3965;0,5516;0,9779;2,0549;1,9248;1,1640;5,6741;0,0610;0,2208;0,3769;1,5911;0,8382;0,0946;3,0389;0,2483;0,4102;4,3933;;12;/A/NBP/2010
20.01.2010;0,0859;2,8296;2,5843;0,3643;2,7276;2,0470;2,0246;4,0143;1,4966;2,7213;4,6123;0,3486;3,1111;0,1551;0,5394;0,2566;2,2399;0,4935;0,3972;0,5502;0,9748;2,0525;1,9353;1,1626;5,6663;0,0617;0,2231;0,3774;1,5970;0,8409;0,0954;3,0354;0,2486;0,4143;4,4090;;13;/A/NBP/2010
21.01.2010;0,0876;2,8928;2,6319;0,3724;2,7543;2,0761;2,0607;4,0661;1,4964;2,7626;4,6713;0,3565;3,1530;0,1562;0,5463;0,2599;2,2652;0,4991;0,4008;0,5575;0,9819;2,0790;1,9567;1,1776;5,7374;0,0631;0,2265;0,3828;1,6166;0,8565;0,0970;3,1039;0,2544;0,4238;4,4926;;14;/A/NBP/2010
22.01.2010;0,0873;2,8785;2,6118;0,3703;2,7488;2,0540;2,0556;4,0742;1,5024;2,7720;4,6693;0,3547;3,1830;0,1563;0,5474;0,2604;2,2695;0,4982;0,4003;0,5557;0,9845;2,0831;1,9461;1,1800;5,7496;0,0628;0,2228;0,3819;1,5959;0,8470;0,0967;3,1061;0,2500;0,4216;4,5047;;15;/A/NBP/2010
25.01.2010;0,0870;2,8688;2,5992;0,3695;2,7158;2,0467;2,0502;4,0609;1,5013;2,7569;4,6365;0,3537;3,1803;0,1562;0,5454;0,2595;2,2588;0,4947;0,3981;0,5568;0,9827;2,0763;1,9311;1,1761;5,7333;0,0621;0,2223;0,3792;1,5808;0,8444;0,0956;3,0671;0,2496;0,4203;4,4845;;16;/A/NBP/2010
26.01.2010;0,0880;2,9068;2,6098;0,3738;2,7338;2,0580;2,0675;4,0969;1,4984;2,7850;4,6894;0,3596;3,2453;0,1572;0,5503;0,2618;2,2851;0,4967;0,3989;0,5618;0,9911;2,0949;1,9404;1,1865;5,7862;0,0622;0,2245;0,3813;1,5995;0,8490;0,0959;3,0932;0,2498;0,4256;4,5244;;17;/A/NBP/2010
27.01.2010;0,0880;2,9082;2,6103;0,3740;2,7287;2,0540;2,0698;4,0878;1,5016;2,7782;4,7070;0,3603;3,2537;0,1562;0,5491;0,2613;2,2799;0,4961;0,3992;0,5605;0,9928;2,0901;1,9475;1,1839;5,7721;0,0623;0,2257;0,3815;1,5840;0,8482;0,0959;3,0980;0,2507;0,4259;4,5276;;18;/A/NBP/2010
28.01.2010;0,0876;2,8957;2,6173;0,3729;2,7391;2,0641;2,0662;4,0630;1,4962;2,7576;4,7080;0,3610;3,2053;0,1552;0,5457;0,2597;2,2635;0,4965;0,3984;0,5550;0,9853;2,0774;1,9426;1,1767;5,7407;0,0621;0,2244;0,3832;1,5601;0,8507;0,0957;3,0792;0,2515;0,4242;4,5075;;19;/A/NBP/2010
29.01.2010;0,0878;2,9083;2,5971;0,3744;2,7326;2,0541;2,0710;4,0616;1,4994;2,7677;4,6971;0,3620;3,2269;0,1548;0,5456;0,2596;2,2778;0,4943;0,3962;0,5552;0,9857;2,0767;1,9503;1,1763;5,7319;0,0626;0,2236;0,3825;1,5555;0,8527;0,0957;3,1195;0,2504;0,4261;4,5162;;20;/A/NBP/2010
1.02.2010;0,0868;2,8787;2,5430;0,3705;2,6888;2,0214;2,0386;4,0035;1,4790;2,7194;4,5830;0,3584;3,1859;0,1535;0,5377;0,2559;2,2556;0,4883;0,3934;0,5469;0,9798;2,0470;1,9336;1,1595;5,6507;0,0616;0,2208;0,3797;1,5399;0,8427;0,0949;3,1035;0,2461;0,4216;4,4553;;21;/A/NBP/2010
2.02.2010;0,0863;2,8603;2,5175;0,3681;2,7018;2,0217;2,0271;3,9849;1,4795;2,7056;4,5542;0,3567;3,1527;0,1536;0,5352;0,2547;2,2442;0,4891;0,3947;0,5447;0,9754;2,0375;1,9260;1,1541;5,6212;0,0617;0,2220;0,3829;1,5394;0,8372;0,0948;3,0594;0,2465;0,4188;4,4370;;22;/A/NBP/2010
3.02.2010;0,0858;2,8321;2,5209;0,3648;2,6815;2,0225;2,0137;3,9690;1,4726;2,6944;4,5402;0,3509;3,1356;0,1531;0,5331;0,2537;2,2452;0,4868;0,3935;0,5425;0,9688;2,0293;1,9121;1,1495;5,5980;0,0618;0,2207;0,3811;1,5481;0,8332;0,0948;3,0466;0,2466;0,4149;4,4167;;23;/A/NBP/2010
4.02.2010;0,0878;2,9071;2,5576;0,3742;2,7331;2,0228;2,0557;4,0250;1,4764;2,7376;4,6066;0,3546;3,2002;0,1541;0,5407;0,2572;2,2766;0,4918;0,3970;0,5501;0,9769;2,0580;1,9415;1,1657;5,6766;0,0634;0,2241;0,3848;1,5711;0,8498;0,0966;3,0896;0,2526;0,4259;4,4723;;24;/A/NBP/2010
5.02.2010;0,0900;2,9915;2,5851;0,3850;2,7805;2,0566;2,1043;4,0921;1,4918;2,7837;4,7009;0,3723;3,3450;0,1561;0,5496;0,2615;2,3211;0,4987;0,4005;0,5589;0,9894;2,0923;1,9688;1,1851;5,7733;0,0643;0,2271;0,3884;1,5965;0,8687;0,0981;3,1673;0,2557;0,4384;4,5657;;25;/A/NBP/2010
8.02.2010;0,0901;2,9896;2,5950;0,3844;2,7969;2,0619;2,1012;4,0916;1,4982;2,7869;4,6546;0,3701;3,3413;0,1567;0,5496;0,2615;2,3222;0,5009;0,4027;0,5589;0,9898;2,0920;1,9633;1,1850;5,7726;0,0642;0,2273;0,3860;1,5876;0,8682;0,0980;3,1559;0,2550;0,4377;4,6067;;26;/A/NBP/2010
9.02.2010;0,0895;2,9673;2,5909;0,3822;2,7803;2,0522;2,0928;4,0779;1,4988;2,7789;4,6285;0,3681;3,3112;0,1559;0,5477;0,2606;2,3126;0,5006;0,4026;0,5568;0,9877;2,0850;1,9622;1,1810;5,7492;0,0640;0,2259;0,3864;1,5886;0,8636;0,0977;3,1453;0,2551;0,4350;4,5886;;27;/A/NBP/2010
10.02.2010;0,0888;2,9463;2,5816;0,3792;2,7619;2,0449;2,0797;4,0595;1,5006;2,7653;4,6341;0,3651;3,2853;0,1557;0,5453;0,2595;2,3032;0,5001;0,4030;0,5544;0,9859;2,0756;1,9522;1,1757;5,7249;0,0636;0,2261;0,3825;1,5950;0,8587;0,0974;3,1493;0,2541;0,4315;4,5437;;28;/A/NBP/2010
11.02.2010;0,0889;2,9503;2,6189;0,3795;2,7864;2,0632;2,0879;4,0548;1,4941;2,7643;4,5947;0,3647;3,2810;0,1557;0,5446;0,2592;2,2998;0,5000;0,4058;0,5536;0,9867;2,0732;1,9472;1,1743;5,7158;0,0638;0,2259;0,3843;1,5944;0,8604;0,0979;3,1629;0,2549;0,4315;4,5559;;29;/A/NBP/2010
12.02.2010;0,0889;2,9428;2,6133;0,3797;2,8004;2,0535;2,0886;4,0035;1,4735;2,7316;4,6192;0,3626;3,2794;0,1539;0,5378;0,2559;2,2810;0,4960;0,4049;0,5473;0,9718;2,0470;1,9431;1,1595;5,6459;0,0638;0,2269;0,3841;1,5914;0,8626;0,0976;3,1326;0,2560;0,4316;4,4996;;30;/A/NBP/2010
15.02.2010;0,0891;2,9548;2,6284;0,3804;2,8169;2,0631;2,0949;4,0227;1,4792;2,7441;4,6318;0,3646;3,2853;0,1547;0,5404;0,2571;2,2921;0,4987;0,4064;0,5495;0,9770;2,0568;1,9485;1,1650;5,6778;0,0638;0,2287;0,3829;1,5873;0,8628;0,0978;3,1613;0,2564;0,4325;4,5430;;31;/A/NBP/2010
16.02.2010;0,0887;2,9428;2,6316;0,3786;2,8111;2,0710;2,0907;4,0168;1,4783;2,7387;4,6149;0,3667;3,2685;0,1545;0,5397;0,2567;2,3019;0,4986;0,4067;0,5490;0,9760;2,0538;1,9475;1,1633;5,6662;0,0637;0,2280;0,3821;1,5870;0,8592;0,0976;3,1566;0,2556;0,4307;4,5364;;32;/A/NBP/2010
17.02.2010;0,0875;2,9007;2,6158;0,3734;2,7809;2,0481;2,0665;3,9878;1,4695;2,7147;4,5750;0,3640;3,2009;0,1537;0,5358;0,2549;2,2795;0,4959;0,4046;0,5467;0,9679;2,0390;1,9263;1,1549;5,6222;0,0631;0,2255;0,3776;1,5743;0,8567;0,0967;3,1155;0,2536;0,4245;4,4933;;33;/A/NBP/2010
18.02.2010;0,0884;2,9350;2,6297;0,3778;2,8063;2,0553;2,0840;3,9855;1,4685;2,7191;4,5760;0,3618;3,2335;0,1551;0,5354;0,2547;2,2861;0,4958;0,4076;0,5464;0,9650;2,0377;1,9327;1,1542;5,6233;0,0635;0,2281;0,3847;1,6050;0,8631;0,0974;3,1137;0,2555;0,4297;4,4727;;34;/A/NBP/2010
19.02.2010;0,0894;2,9658;2,6447;0,3819;2,8232;2,0651;2,0955;4,0031;1,4747;2,7324;4,5578;0,3708;3,2322;0,1559;0,5378;0,2558;2,2953;0,4942;0,4065;0,5488;0,9680;2,0468;1,9461;1,1594;5,6437;0,0641;0,2298;0,3848;1,6417;0,8691;0,0984;3,1608;0,2559;0,4344;4,5183;;35;/A/NBP/2010
22.02.2010;0,0881;2,9166;2,6240;0,3758;2,8083;2,0447;2,0705;3,9711;1,4693;2,7112;4,5134;0,3663;3,1907;0,1542;0,5335;0,2538;2,2772;0,4924;0,4038;0,5444;0,9629;2,0304;1,9265;1,1501;5,5998;0,0632;0,2284;0,3804;1,6102;0,8575;0,0970;3,1355;0,2543;0,4273;4,4785;;36;/A/NBP/2010
23.02.2010;0,0879;2,9040;2,6274;0,3745;2,7901;2,0446;2,0658;3,9630;1,4706;2,7030;4,4871;0,3639;3,1958;0,1539;0,5324;0,2533;2,2687;0,4941;0,4054;0,5436;0,9614;2,0262;1,9044;1,1477;5,5864;0,0630;0,2275;0,3791;1,6053;0,8568;0,0967;3,1365;0,2531;0,4258;4,4525;;37;/A/NBP/2010
24.02.2010;0,0894;2,9570;2,6238;0,3806;2,7964;2,0367;2,0954;4,0015;1,4790;2,7326;4,5643;0,3704;3,2767;0,1550;0,5376;0,2557;2,2956;0,4978;0,4082;0,5492;0,9694;2,0460;1,9150;1,1589;5,6439;0,0640;0,2291;0,3802;1,6187;0,8683;0,0984;3,1632;0,2563;0,4329;4,5076;;38;/A/NBP/2010
25.02.2010;0,0895;2,9601;2,6357;0,3813;2,8069;2,0458;2,0975;3,9933;1,4785;2,7292;4,5278;0,3711;3,3133;0,1541;0,5365;0,2552;2,2919;0,4965;0,4101;0,5492;0,9683;2,0417;1,9148;1,1565;5,6307;0,0640;0,2308;0,3797;1,6241;0,8693;0,0985;3,1568;0,2544;0,4336;4,5144;;39;/A/NBP/2010
26.02.2010;0,0885;2,9251;2,6054;0,3768;2,7639;2,0305;2,0789;3,9768;1,4716;2,7169;4,4615;0,3671;3,2769;0,1530;0,5343;0,2542;2,2744;0,4936;0,4090;0,5474;0,9688;2,0333;1,8964;1,1517;5,6059;0,0634;0,2283;0,3782;1,6033;0,8597;0,0975;3,1437;0,2522;0,4285;4,5089;;40;/A/NBP/2010
1.03.2010;0,0879;2,8891;2,5994;0,3722;2,7502;2,0196;2,0574;3,9403;1,4628;2,6921;4,3725;0,3618;3,2368;0,1520;0,5294;0,2518;2,2549;0,4887;0,4044;0,5426;0,9600;2,0147;1,8759;1,1412;5,5560;0,0626;0,2268;0,3774;1,5992;0,8535;0,0967;3,0916;0,2490;0,4232;4,4501;;41;/A/NBP/2010
2.03.2010;0,0890;2,9152;2,6225;0,3755;2,8075;2,0251;2,0741;3,9324;1,4676;2,6874;4,3553;0,3638;3,2763;0,1522;0,5284;0,2513;2,2548;0,4875;0,4042;0,5415;0,9571;2,0106;1,8924;1,1389;5,5456;0,0631;0,2290;0,3821;1,6236;0,8611;0,0971;3,1396;0,2530;0,4271;4,4418;;42;/A/NBP/2010
3.03.2010;0,0881;2,8782;2,5994;0,3710;2,7825;1,9970;2,0547;3,9270;1,4722;2,6839;4,3328;0,3615;3,2461;0,1523;0,5277;0,2510;2,2550;0,4857;0,3997;0,5407;0,9562;2,0079;1,8688;1,1373;5,5364;0,0626;0,2265;0,3794;1,6069;0,8540;0,0965;3,1291;0,2512;0,4219;4,4311;;43;/A/NBP/2010
4.03.2010;0,0878;2,8670;2,5810;0,3694;2,7816;1,9741;2,0482;3,9141;1,4679;2,6749;4,3178;0,3593;3,2412;0,1515;0,5259;0,2502;2,2472;0,4850;0,4009;0,5382;0,9556;2,0013;1,8548;1,1336;5,5198;0,0622;0,2256;0,3814;1,6021;0,8507;0,0961;3,0868;0,2505;0,4201;4,4037;;44;/A/NBP/2010
5.03.2010;0,0877;2,8568;2,5798;0,3682;2,7691;1,9707;2,0419;3,8848;1,4562;2,6556;4,2973;0,3583;3,2033;0,1505;0,5220;0,2483;2,2339;0,4824;0,3999;0,5348;0,9494;1,9863;1,8488;1,1251;5,4816;0,0621;0,2248;0,3827;1,5986;0,8497;0,0958;3,0637;0,2507;0,4187;4,3689;;45;/A/NBP/2010
8.03.2010;0,0868;2,8372;2,5874;0,3658;2,7640;1,9885;2,0292;3,8774;1,4565;2,6503;4,3037;0,3576;3,1461;0,1511;0,5210;0,2478;2,2278;0,4830;0,4004;0,5341;0,9478;1,9825;1,8519;1,1230;5,4727;0,0620;0,2249;0,3837;1,5966;0,8492;0,0955;3,0908;0,2506;0,4158;4,3701;;46;/A/NBP/2010
9.03.2010;0,0873;2,8577;2,5952;0,3681;2,7772;1,9933;2,0405;3,8837;1,4538;2,6552;4,2744;0,3581;3,1836;0,1514;0,5219;0,2482;2,2338;0,4820;0,3996;0,5346;0,9480;1,9857;1,8578;1,1248;5,4820;0,0624;0,2254;0,3846;1,5982;0,8549;0,0960;3,1039;0,2518;0,4185;4,3538;;47;/A/NBP/2010
10.03.2010;0,0874;2,8531;2,6130;0,3677;2,7762;2,0135;2,0402;3,8750;1,4505;2,6509;4,2503;0,3574;3,1593;0,1511;0,5207;0,2477;2,2296;0,4830;0,3993;0,5333;0,9458;1,9813;1,8558;1,1223;5,4732;0,0625;0,2259;0,3843;1,6075;0,8592;0,0959;3,0969;0,2523;0,4180;4,3674;;48;/A/NBP/2010
11.03.2010;0,0874;2,8561;2,6176;0,3681;2,7831;2,0006;2,0424;3,9006;1,4619;2,6697;4,2852;0,3583;3,1553;0,1524;0,5242;0,2493;2,2433;0,4866;0,4011;0,5369;0,9516;1,9944;1,8596;1,1297;5,5089;0,0625;0,2265;0,3844;1,6150;0,8606;0,0969;3,1174;0,2520;0,4184;4,3811;;49;/A/NBP/2010
12.03.2010;0,0869;2,8312;2,5988;0,3647;2,7651;1,9856;2,0299;3,8923;1,4633;2,6674;4,2853;0,3558;3,1328;0,1529;0,5231;0,2488;2,2448;0,4858;0,4014;0,5358;0,9509;1,9901;1,8526;1,1273;5,4976;0,0620;0,2250;0,3823;1,6038;0,8556;0,0965;3,1051;0,2508;0,4145;4,3618;;50;/A/NBP/2010
15.03.2010;0,0874;2,8449;2,5973;0,3668;2,7913;1,9954;2,0367;3,9010;1,4678;2,6830;4,2793;0,3561;3,1372;0,1528;0,5242;0,2493;2,2564;0,4863;0,4013;0,5370;0,9541;1,9945;1,8603;1,1298;5,5122;0,0623;0,2266;0,3828;1,6136;0,8568;0,0969;3,0960;0,2508;0,4169;4,3566;;51;/A/NBP/2010
16.03.2010;0,0875;2,8393;2,5998;0,3657;2,7894;1,9981;2,0317;3,8870;1,4711;2,6778;4,2853;0,3567;3,1329;0,1526;0,5224;0,2484;2,2559;0,4844;0,4000;0,5350;0,9502;1,9873;1,8576;1,1257;5,4897;0,0621;0,2263;0,3832;1,6094;0,8549;0,0966;3,0849;0,2504;0,4158;4,3485;;52;/A/NBP/2010
17.03.2010;0,0868;2,8083;2,5899;0,3616;2,7753;2,0018;2,0163;3,8684;1,4721;2,6657;4,3119;0,3515;3,0965;0,1520;0,5199;0,2472;2,2426;0,4826;0,3972;0,5330;0,9472;1,9779;1,8498;1,1203;5,4635;0,0616;0,2245;0,3833;1,5887;0,8510;0,0963;3,0677;0,2488;0,4112;4,3240;;53;/A/NBP/2010
18.03.2010;0,0876;2,8285;2,6080;0,3645;2,7987;2,0236;2,0298;3,8723;1,4802;2,6751;4,3290;0,3548;3,1381;0,1527;0,5204;0,2475;2,2521;0,4849;0,3986;0,5335;0,9493;1,9799;1,8594;1,1215;5,4724;0,0619;0,2271;0,3875;1,5995;0,8556;0,0968;3,0954;0,2495;0,4144;4,3304;;54;/A/NBP/2010
19.03.2010;0,0888;2,8673;2,6376;0,3696;2,8156;2,0394;2,0547;3,8909;1,4837;2,7140;4,3437;0,3600;3,1709;0,1535;0,5229;0,2487;2,2674;0,4881;0,4018;0,5357;0,9532;1,9894;1,8747;1,1269;5,4995;0,0630;0,2288;0,3913;1,6018;0,8680;0,0979;3,1315;0,2532;0,4201;4,3705;;55;/A/NBP/2010
22.03.2010;0,0895;2,8953;2,6376;0,3730;2,8452;2,0405;2,0657;3,9136;1,4782;2,7316;4,3350;0,3633;3,1991;0,1539;0,5260;0,2501;2,2784;0,4872;0,4020;0,5392;0,9572;2,0010;1,8767;1,1334;5,5281;0,0634;0,2295;0,3933;1,6079;0,8722;0,0987;3,1798;0,2550;0,4242;4,4149;;56;/A/NBP/2010
23.03.2010;0,0891;2,8804;2,6388;0,3712;2,8290;2,0349;2,0558;3,8963;1,4757;2,7179;4,3237;0,3629;3,1892;0,1534;0,5237;0,2490;2,2617;0,4840;0,4001;0,5367;0,9573;1,9922;1,8678;1,1284;5,5040;0,0632;0,2297;0,3932;1,6121;0,8678;0,0979;3,1485;0,2534;0,4220;4,4088;;57;/A/NBP/2010
24.03.2010;0,0896;2,8975;2,6470;0,3734;2,8426;2,0369;2,0645;3,8766;1,4697;2,7130;4,3423;0,3657;3,1751;0,1527;0,5210;0,2478;2,2477;0,4842;0,4000;0,5340;0,9529;1,9821;1,8808;1,1227;5,4785;0,0636;0,2320;0,3948;1,6315;0,8734;0,0978;3,1389;0,2547;0,4246;4,3697;;58;/A/NBP/2010
25.03.2010;0,0900;2,9163;2,6623;0,3758;2,8577;2,0604;2,0748;3,8902;1,4736;2,7243;4,3615;0,3676;3,1719;0,1533;0,5228;0,2486;2,2495;0,4816;0,4022;0,5358;0,9565;1,9891;1,8894;1,1267;5,4985;0,0640;0,2323;0,3953;1,6200;0,8792;0,0984;3,1992;0,2553;0,4272;4,4209;;59;/A/NBP/2010
26.03.2010;0,0896;2,9062;2,6328;0,3742;2,8329;2,0501;2,0682;3,8856;1,4669;2,7164;4,3159;0,3664;3,1420;0,1529;0,5221;0,2483;2,2459;0,4806;0,4007;0,5350;0,9549;1,9867;1,8945;1,1253;5,4877;0,0638;0,2319;0,3904;1,5955;0,8785;0,0982;3,1954;0,2551;0,4255;4,4059;;60;/A/NBP/2010
29.03.2010;0,0893;2,8864;2,6384;0,3722;2,8259;2,0510;2,0651;3,8929;1,4654;2,7204;4,3293;0,3643;3,1218;0,1531;0,5231;0,2488;2,2520;0,4813;0,3982;0,5361;0,9568;1,9904;1,8864;1,1274;5,4992;0,0638;0,2323;0,3901;1,5900;0,8834;0,0977;3,1831;0,2546;0,4235;4,4133;;61;/A/NBP/2010
30.03.2010;0,0889;2,8748;2,6440;0,3703;2,8221;2,0453;2,0550;3,8765;1,4609;2,7089;4,3315;0,3629;3,1072;0,1525;0,5208;0,2478;2,2435;0,4816;0,3970;0,5338;0,9522;1,9821;1,8786;1,1227;5,4730;0,0634;0,2314;0,3885;1,6008;0,8791;0,0977;3,1684;0,2542;0,4209;4,3705;;62;/A/NBP/2010
31.03.2010;0,0887;2,8720;2,6311;0,3698;2,8267;2,0369;2,0500;3,8622;1,4497;2,7000;4,3491;0,3630;3,0746;0,1517;0,5187;0,2468;2,2390;0,4816;0,3977;0,5316;0,9443;1,9747;1,8854;1,1186;5,4482;0,0635;0,2325;0,3918;1,6048;0,8800;0,0973;3,1683;0,2537;0,4206;4,3530;;63;/A/NBP/2010
1.04.2010;0,0882;2,8506;2,6167;0,3670;2,8152;2,0106;2,0379;3,8467;1,4523;2,7080;4,3382;0,3597;3,0502;0,1516;0,5167;0,2459;2,2365;0,4807;0,3962;0,5290;0,9374;1,9668;1,8773;1,1141;5,4286;0,0631;0,2309;0,3930;1,6012;0,8750;0,0969;3,1261;0,2531;0,4176;4,3328;;64;/A/NBP/2010
2.04.2010;0,0879;2,8426;2,6125;0,3659;2,8084;2,0088;2,0345;3,8515;1,4526;2,6886;4,3363;0,3587;3,0270;0,1520;0,5173;0,2462;2,2392;0,4790;0,3962;0,5296;0,9386;1,9692;1,8719;1,1155;5,4357;0,0632;0,2309;0,3904;1,6105;0,8750;0,0972;3,1319;0,2524;0,4164;4,3461;;65;/A/NBP/2010
6.04.2010;0,0884;2,8618;2,6434;0,3684;2,8592;2,0009;2,0476;3,8356;1,4447;2,6782;4,3343;0,3612;3,0488;0,1514;0,5152;0,2451;2,2299;0,4792;0,3976;0,5274;0,9360;1,9611;1,8927;1,1109;5,4183;0,0637;0,2333;0,3927;1,6246;0,8901;0,0977;3,1388;0,2547;0,4192;4,3340;;66;/A/NBP/2010
7.04.2010;0,0887;2,8675;2,6547;0,3693;2,8683;2,0207;2,0535;3,8378;1,4464;2,6797;4,3713;0,3624;3,0504;0,1521;0,5156;0,2453;2,2361;0,4812;0,3974;0,5277;0,9381;1,9623;1,9103;1,1115;5,4306;0,0640;0,2345;0,3955;1,6339;0,8923;0,0978;3,1665;0,2558;0,4200;4,3397;;67;/A/NBP/2010
8.04.2010;0,0896;2,8975;2,6773;0,3733;2,8744;2,0331;2,0729;3,8526;1,4365;2,6891;4,4035;0,3660;3,1125;0,1527;0,5175;0,2462;2,2469;0,4831;0,3971;0,5297;0,9369;1,9698;1,9231;1,1158;5,4504;0,0644;0,2354;0,3945;1,6274;0,9034;0,0984;3,1853;0,2580;0,4245;4,3670;;68;/A/NBP/2010
9.04.2010;0,0888;2,8634;2,6656;0,3691;2,8633;2,0396;2,0564;3,8405;1,4409;2,6783;4,4027;0,3614;3,0553;0,1526;0,5160;0,2455;2,2415;0,4833;0,3967;0,5288;0,9311;1,9636;1,9225;1,1123;5,4352;0,0639;0,2348;0,3959;1,6087;0,8977;0,0978;3,1713;0,2561;0,4196;4,3715;;69;/A/NBP/2010
