data;1 THB;1 USD;1 AUD;1 HKD;1 CAD;1 NZD;1 SGD;1 EUR;100 HUF;1 CHF;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;100 ISK;1 NOK;1 SEK;1 HRK;1 RON;1 BGN;1 TRY;1 LTL;1 LVL;1 PHP;1 MXN;1 ZAR;1 BRL;1 MYR;1 RUB;10000 IDR;100 KRW;1 CNY;1 XDR;;Nr tabeli; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_2009.xls, 2020.02.22)
7.12.2009;0,0829;2,7479;2,4969;0,3543;2,5918;1,9526;1,9742;4,0660;1,5088;2,6900;4,4916;0,3388;3,0512;0,1582;0,5464;0,2599;2,2158;0,4802;0,3899;0,5589;0,9645;2,0789;1,8381;1,1776;5,7486;0,0596;0,2167;0,3680;1,5858;0,8084;0,0925;2,9022;0,2381;0,4022;4,3397;;238;/A/NBP/2009
8.12.2009;0,0827;2,7435;2,5065;0,3536;2,6112;1,9634;1,9707;4,0725;1,5102;2,6955;4,4817;0,3437;3,0867;0,1590;0,5473;0,2603;2,2191;0,4799;0,3893;0,5601;0,9636;2,0823;1,8362;1,1795;5,7570;0,0595;0,2161;0,3689;1,5820;0,8080;0,0910;2,9069;0,2372;0,4014;4,3466;;239;/A/NBP/2009
9.12.2009;0,0843;2,7966;2,5389;0,3609;2,6313;1,9890;2,0106;4,1266;1,5068;2,7317;4,5525;0,3490;3,1884;0,1603;0,5545;0,2637;2,2525;0,4857;0,3933;0,5681;0,9737;2,1099;1,8572;1,1951;5,8359;0,0603;0,2166;0,3696;1,5869;0,8231;0,0914;2,9613;0,2407;0,4097;4,4500;;240;/A/NBP/2009
10.12.2009;0,0850;2,8168;2,5800;0,3634;2,6705;2,0513;2,0266;4,1437;1,5102;2,7420;4,5837;0,3527;3,1929;0,1609;0,5568;0,2648;2,2618;0,4905;0,3973;0,5704;0,9784;2,1187;1,8716;1,2001;5,8589;0,0610;0,2187;0,3731;1,5982;0,8290;0,0920;2,9661;0,2416;0,4125;4,4698;;241;/A/NBP/2009
11.12.2009;0,0847;2,8050;2,5684;0,3619;2,6711;2,0380;2,0190;4,1390;1,5168;2,7366;4,5783;0,3514;3,1524;0,1605;0,5562;0,2645;2,2593;0,4893;0,3967;0,5684;0,9757;2,1163;1,8779;1,1987;5,8560;0,0608;0,2176;0,3725;1,5986;0,8252;0,0935;2,9820;0,2410;0,4109;4,4726;;242;/A/NBP/2009
14.12.2009;0,0852;2,8248;2,5720;0,3642;2,6576;2,0490;2,0286;4,1410;1,5204;2,7388;4,5863;0,3533;3,1926;0,1608;0,5564;0,2647;2,2505;0,4887;0,3970;0,5686;0,9745;2,1172;1,8797;1,1993;5,8547;0,0613;0,2197;0,3770;1,6049;0,8281;0,0940;2,9986;0,2440;0,4135;4,4659;;243;/A/NBP/2009
15.12.2009;0,0865;2,8635;2,5996;0,3697;2,6986;2,0678;2,0568;4,1667;1,5104;2,7549;4,6600;0,3583;3,2117;0,1598;0,5599;0,2663;2,2651;0,4909;0,3992;0,5727;0,9804;2,1304;1,8996;1,2067;5,8952;0,0620;0,2242;0,3837;1,6461;0,8397;0,0948;3,0128;0,2468;0,4197;4,5125;;244;/A/NBP/2009
16.12.2009;0,0870;2,8891;2,5910;0,3723;2,7260;2,0705;2,0670;4,2028;1,5152;2,7773;4,7043;0,3620;3,2152;0,1608;0,5648;0,2686;2,2905;0,4986;0,4030;0,5786;0,9898;2,1489;1,9117;1,2172;5,9513;0,0624;0,2274;0,3887;1,6464;0,8431;0,0952;3,0389;0,2477;0,4228;4,5690;;245;/A/NBP/2009
17.12.2009;0,0876;2,9105;2,5895;0,3752;2,7185;2,0710;2,0744;4,1818;1,5023;2,7758;4,6939;0,3652;3,2373;0,1591;0,5619;0,2673;2,2802;0,4985;0,4014;0,5756;0,9891;2,1382;1,9172;1,2111;5,9123;0,0627;0,2278;0,3890;1,6588;0,8467;0,0945;3,0194;0,2471;0,4261;4,5452;;246;/A/NBP/2009
18.12.2009;0,0875;2,9038;2,5818;0,3743;2,7212;2,0666;2,0729;4,1806;1,5115;2,7877;4,7097;0,3648;3,2177;0,1590;0,5618;0,2672;2,2820;0,4973;0,4001;0,5737;0,9946;2,1375;1,9133;1,2108;5,9194;0,0623;0,2260;0,3861;1,6292;0,8446;0,0948;3,0549;0,2468;0,4252;4,5786;;247;/A/NBP/2009
21.12.2009;0,0879;2,9268;2,5859;0,3769;2,7439;2,0718;2,0799;4,1862;1,5162;2,7989;4,7155;0,3653;3,2330;0,1589;0,5626;0,2675;2,2824;0,4992;0,4007;0,5746;0,9932;2,1404;1,9184;1,2124;5,9253;0,0626;0,2271;0,3821;1,6414;0,8508;0,0955;3,0590;0,2469;0,4280;4,5879;;248;/A/NBP/2009
22.12.2009;0,0879;2,9232;2,5756;0,3770;2,7655;2,0643;2,0814;4,1857;1,5308;2,7943;4,6883;0,3669;3,2044;0,1591;0,5625;0,2675;2,2810;0,4997;0,4021;0,5730;0,9902;2,1401;1,9182;1,2122;5,9112;0,0629;0,2264;0,3799;1,6388;0,8515;0,0959;3,0857;0,2478;0,4282;4,5704;;249;/A/NBP/2009
23.12.2009;0,0878;2,9293;2,5619;0,3778;2,7740;2,0490;2,0751;4,1729;1,5230;2,7942;4,6703;0,3677;3,1904;0,1583;0,5607;0,2667;2,2864;0,4975;0,3987;0,5724;0,9918;2,1336;1,9186;1,2085;5,8943;0,0630;0,2274;0,3785;1,6470;0,8521;0,0960;3,0762;0,2475;0,4289;4,5692;;250;/A/NBP/2009
24.12.2009;0,0868;2,8955;2,5634;0,3734;2,7661;2,0486;2,0598;4,1654;1,5231;2,7966;4,6357;0,3636;3,1775;0,1578;0,5596;0,2662;2,2912;0,4996;0,4009;0,5702;0,9935;2,1298;1,9116;1,2064;5,8775;0,0623;0,2246;0,3873;1,6437;0,8443;0,0967;3,0650;0,2464;0,4241;4,5538;;251;/A/NBP/2009
28.12.2009;0,0866;2,8910;2,5684;0,3728;2,7575;2,0492;2,0564;4,1606;1,5227;2,7931;4,6206;0,3626;3,1599;0,1576;0,5590;0,2659;2,2920;0,4984;0,3991;0,5693;0,9907;2,1273;1,9094;1,2050;5,8724;0,0624;0,2249;0,3843;1,6405;0,8427;0,0974;3,0615;0,2471;0,4233;4,5329;;252;/A/NBP/2009
29.12.2009;0,0864;2,8791;2,5786;0,3713;2,7676;2,0575;2,0519;4,1550;1,5248;2,7959;4,6146;0,3608;3,1423;0,1574;0,5583;0,2656;2,2981;0,4994;0,4015;0,5681;0,9872;2,1245;1,9090;1,2033;5,8612;0,0623;0,2222;0,3871;1,6546;0,8390;0,0963;3,0574;0,2459;0,4217;4,5211;;253;/A/NBP/2009
30.12.2009;0,0862;2,8725;2,5668;0,3706;2,7438;2,0643;2,0470;4,1244;1,5174;2,7717;4,5634;0,3577;3,1186;0,1568;0,5542;0,2636;2,2860;0,4947;0,3994;0,5643;0,9748;2,1088;1,9011;1,1945;5,8147;0,0619;0,2208;0,3883;1,6500;0,8389;0,0950;3,0608;0,2466;0,4210;4,4845;;254;/A/NBP/2009
31.12.2009;0,0857;2,8503;2,5642;0,3679;2,7163;2,0733;2,0363;4,1082;1,5168;2,7661;4,5986;0,3558;3,0890;0,1554;0,5520;0,2626;2,2839;0,4946;0,4000;0,5632;0,9698;2,1005;1,9121;1,1898;5,7919;0,0617;0,2182;0,3867;1,6396;0,8332;0,0950;3,0375;0,2447;0,4179;4,4755;;255;/A/NBP/2009
