data;1 USD;1 AUD;1 HKD;1 CAD;1 EUR;100 HUF;1 CHF;1 CYP;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;1 NOK;1 SKK;1 SEK;1 BGN;1 MTL;1 LTL;1 LVL;1 RON;1 ZAR;1 RUB;1 XDR;;Nr tabeli;;;;;;;;;;;;;; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_2007.xls, 2020.02.22)
7.11.2007;2,4672;2,3101;0,3176;2,7163;3,6238;1,4337;2,1823;6,2014;5,1887;0,4887;2,1772;0,1346;0,4861;0,2316;0,4670;0,1094;0,3928;1,8528;8,4422;1,0495;5,1599;1,0683;0,3811;0,1009;3,9290;;216;/A/NBP/2007;;;;;;;;;;;;;
8.11.2007;2,4829;2,3019;0,3196;2,6792;3,6419;1,4351;2,1942;6,2335;5,2195;0,4933;2,1986;0,1354;0,4885;0,2328;0,4691;0,1099;0,3931;1,8621;8,4843;1,0548;5,1879;1,0689;0,3813;0,1014;3,9238;;217;/A/NBP/2007;;;;;;;;;;;;;
9.11.2007;2,4620;2,2725;0,3166;2,6481;3,6235;1,4333;2,1957;6,2020;5,1995;0,4888;2,2026;0,1353;0,4860;0,2316;0,4660;0,1095;0,3913;1,8526;8,4395;1,0494;5,1624;1,0654;0,3802;0,1008;3,9182;;218;/A/NBP/2007;;;;;;;;;;;;;
12.11.2007;2,4935;2,2283;0,3201;2,6225;3,6390;1,4317;2,2134;6,2280;5,1904;0,4955;2,2598;0,1367;0,4882;0,2326;0,4647;0,1105;0,3907;1,8606;8,4756;1,0539;5,1808;1,0602;0,3722;0,1016;3,9385;;219;/A/NBP/2007;;;;;;;;;;;;;
13.11.2007;2,5006;2,2242;0,3212;2,5987;3,6469;1,4357;2,2196;6,2431;5,1681;0,4969;2,2764;0,1369;0,4894;0,2331;0,4613;0,1109;0,3924;1,8646;8,4940;1,0562;5,1924;1,0588;0,3685;0,1019;3,9625;;220;/A/NBP/2007;;;;;;;;;;;;;
14.11.2007;2,4750;2,2392;0,3178;2,5969;3,6345;1,4344;2,2076;6,2203;5,1564;0,4933;2,2220;0,1363;0,4878;0,2323;0,4609;0,1104;0,3938;1,8583;8,4661;1,0526;5,1788;1,0533;0,3712;0,1012;3,9420;;221;/A/NBP/2007;;;;;;;;;;;;;
15.11.2007;2,5028;2,2376;0,3214;2,5936;3,6648;1,4401;2,2287;6,2732;5,1199;0,4982;2,2594;0,1378;0,4917;0,2342;0,4618;0,1107;0,3969;1,8738;8,5377;1,0614;5,2336;1,0611;0,3759;0,1022;3,9552;;222;/A/NBP/2007;;;;;;;;;;;;;
16.11.2007;2,5130;2,2332;0,3228;2,5582;3,6720;1,4461;2,2385;6,2785;5,1339;0,5008;2,2816;0,1380;0,4927;0,2347;0,4576;0,1111;0,3952;1,8774;8,5535;1,0635;5,2510;1,0574;0,3738;0,1025;3,9694;;223;/A/NBP/2007;;;;;;;;;;;;;
19.11.2007;2,5057;2,2314;0,3220;2,5720;3,6670;1,4435;2,2390;6,2770;5,1315;0,4985;2,2700;0,1377;0,4921;0,2344;0,4553;0,1108;0,3955;1,8749;8,5408;1,0620;5,2446;1,0531;0,3728;0,1023;3,9574;;224;/A/NBP/2007;;;;;;;;;;;;;
20.11.2007;2,4933;2,2220;0,3204;2,5550;3,6848;1,4444;2,2498;6,3069;5,1471;0,4972;2,2616;0,1380;0,4944;0,2355;0,4601;0,1109;0,3969;1,8840;8,5843;1,0672;5,2678;1,0542;0,3708;0,1023;3,9846;;225;/A/NBP/2007;;;;;;;;;;;;;
21.11.2007;2,4902;2,1867;0,3201;2,5330;3,6860;1,4395;2,2527;6,3095;5,1212;0,4960;2,2909;0,1377;0,4945;0,2356;0,4597;0,1109;0,3948;1,8846;8,5861;1,0675;5,2710;1,0452;0,3670;0,1023;3,9660;;226;/A/NBP/2007;;;;;;;;;;;;;
22.11.2007;2,4855;2,1717;0,3195;2,5287;3,6855;1,4368;2,2554;6,3097;5,1287;0,4951;2,2864;0,1376;0,4944;0,2355;0,4592;0,1102;0,3947;1,8843;8,5849;1,0674;5,2718;1,0267;0,3661;0,1021;3,9646;;227;/A/NBP/2007;;;;;;;;;;;;;
23.11.2007;2,4857;2,1701;0,3197;2,5226;3,6855;1,4346;2,2567;6,3086;5,1248;0,4925;2,2957;0,1379;0,4943;0,2355;0,4577;0,1098;0,3951;1,8843;8,5859;1,0674;5,2722;1,0215;0,3649;0,1022;3,9646;;228;/A/NBP/2007;;;;;;;;;;;;;
26.11.2007;2,4725;2,1917;0,3178;2,5213;3,6754;1,4327;2,2458;6,2924;5,1197;0,4921;2,2812;0,1374;0,4930;0,2349;0,4590;0,1100;0,3959;1,8792;8,5604;1,0645;5,2592;1,0205;0,3646;0,1018;3,9538;;229;/A/NBP/2007;;;;;;;;;;;;;
27.11.2007;2,4876;2,1801;0,3194;2,5045;3,6912;1,4307;2,2603;6,3184;5,1452;0,4928;2,2994;0,1379;0,4951;0,2359;0,4585;0,1101;0,3967;1,8873;8,5982;1,0690;5,2837;1,0283;0,3557;0,1023;3,9708;;230;/A/NBP/2007;;;;;;;;;;;;;
28.11.2007;2,4851;2,1722;0,3191;2,4897;3,6649;1,4312;2,2293;6,2734;5,1257;0,4915;2,2814;0,1380;0,4915;0,2342;0,4525;0,1100;0,3918;1,8738;8,5359;1,0614;5,2513;1,0267;0,3550;0,1018;3,9378;;231;/A/NBP/2007;;;;;;;;;;;;;
29.11.2007;2,4720;2,1842;0,3172;2,5025;3,6445;1,4335;2,2114;6,2379;5,0983;0,4895;2,2439;0,1377;0,4887;0,2329;0,4509;0,1094;0,3887;1,8634;8,4894;1,0555;5,2154;1,0391;0,3592;0,1012;3,9296;;232;/A/NBP/2007;;;;;;;;;;;;;
30.11.2007;2,4589;2,1833;0,3156;2,4684;3,6267;1,4309;2,1943;6,2090;5,0815;0,4852;2,2272;0,1381;0,4863;0,2318;0,4469;0,1091;0,3864;1,8543;8,4489;1,0503;5,1899;1,0377;0,3635;0,1008;3,9120;;233;/A/NBP/2007;;;;;;;;;;;;;
3.12.2007;2,4730;2,1806;0,3173;2,4634;3,6195;1,4279;2,1903;6,1951;5,0893;0,4885;2,2363;0,1379;0,4853;0,2313;0,4461;0,1088;0,3870;1,8506;8,4302;1,0483;5,1655;1,0299;0,3606;0,1009;3,8992;;234;/A/NBP/2007;;;;;;;;;;;;;
4.12.2007;2,4675;2,1569;0,3167;2,4582;3,6169;1,4292;2,1908;6,1912;5,0863;0,4879;2,2426;0,1376;0,4850;0,2312;0,4458;0,1087;0,3836;1,8493;8,4251;1,0475;5,1611;1,0268;0,3622;0,1008;3,9104;;235;/A/NBP/2007;;;;;;;;;;;;;
5.12.2007;2,4499;2,1289;0,3145;2,4192;3,6075;1,4272;2,1888;6,1756;4,9938;0,4840;2,2229;0,1372;0,4838;0,2306;0,4463;0,1084;0,3840;1,8445;8,4032;1,0448;5,1632;1,0175;0,3596;0,1004;3,8917;;236;/A/NBP/2007;;;;;;;;;;;;;
6.12.2007;2,4585;2,1405;0,3154;2,4256;3,5818;1,4200;2,1749;6,1316;4,9865;0,4859;2,2207;0,1371;0,4802;0,2289;0,4456;0,1080;0,3811;1,8313;8,3433;1,0374;5,1264;1,0166;0,3624;0,1001;3,8605;;237;/A/NBP/2007;;;;;;;;;;;;;
7.12.2007;2,4525;2,1465;0,3146;2,4199;3,5865;1,4226;2,1688;6,1376;4,9740;0,4849;2,2010;0,1371;0,4808;0,2292;0,4469;0,1080;0,3816;1,8337;8,3553;1,0388;5,1383;1,0198;0,3639;0,1000;3,8869;;238;/A/NBP/2007;;;;;;;;;;;;;
10.12.2007;2,4378;2,1436;0,3124;2,4266;3,5739;1,4203;2,1616;6,1045;4,9724;0,4815;2,1839;0,1376;0,4791;0,2284;0,4468;0,1081;0,3792;1,8273;8,3230;1,0351;5,1231;1,0180;0,3638;0,0996;3,8572;;239;/A/NBP/2007;;;;;;;;;;;;;
11.12.2007;2,4260;2,1506;0,3112;2,4113;3,5699;1,4180;2,1474;6,1097;4,9772;0,4797;2,1657;0,1372;0,4785;0,2282;0,4460;0,1080;0,3798;1,8252;8,3166;1,0339;5,1159;1,0150;0,3631;0,0993;3,8397;;240;/A/NBP/2007;;;;;;;;;;;;;
12.12.2007;2,4359;2,1454;0,3124;2,4116;3,5773;1,4185;2,1525;6,1150;4,9754;0,4816;2,1916;0,1376;0,4795;0,2286;0,4481;0,1080;0,3788;1,8290;8,3348;1,0360;5,1295;1,0146;0,3609;0,0996;3,8596;;241;/A/NBP/2007;;;;;;;;;;;;;
13.12.2007;2,4373;2,1480;0,3126;2,4056;3,5820;1,4195;2,1459;6,1178;4,9778;0,4813;2,1809;0,1365;0,4801;0,2289;0,4511;0,1079;0,3793;1,8314;8,3467;1,0374;5,1370;1,0169;0,3619;0,0997;3,8668;;242;/A/NBP/2007;;;;;;;;;;;;;
14.12.2007;2,4747;2,1631;0,3175;2,4318;3,6017;1,4233;2,1586;6,1589;5,0324;0,4887;2,1993;0,1367;0,4827;0,2302;0,4527;0,1079;0,3822;1,8415;8,3917;1,0432;5,1726;1,0196;0,3637;0,1007;3,8842;;243;/A/NBP/2007;;;;;;;;;;;;;
17.12.2007;2,5237;2,1612;0,3238;2,4734;3,6235;1,4215;2,1837;6,1908;5,0831;0,4985;2,2290;0,1375;0,4856;0,2316;0,4547;0,1079;0,3847;1,8526;8,4425;1,0494;5,2024;1,0179;0,3642;0,1020;3,9269;;244;/A/NBP/2007;;;;;;;;;;;;;
18.12.2007;2,5133;2,1609;0,3222;2,4937;3,6162;1,4211;2,1801;6,1784;5,0608;0,4971;2,2165;0,1371;0,4846;0,2311;0,4515;0,1075;0,3830;1,8489;8,4254;1,0473;5,1920;1,0187;0,3629;0,1016;3,9342;;245;/A/NBP/2007;;;;;;;;;;;;;
19.12.2007;2,5115;2,1653;0,3220;2,4906;3,6159;1,4227;2,1790;6,1784;5,0410;0,4965;2,2265;0,1382;0,4846;0,2311;0,4497;0,1076;0,3816;1,8488;8,4257;1,0473;5,1893;1,0207;0,3633;0,1016;3,9288;;246;/A/NBP/2007;;;;;;;;;;;;;
20.12.2007;2,5242;2,1715;0,3235;2,5154;3,6230;1,4251;2,1840;6,1895;5,0298;0,4990;2,2344;0,1375;0,4855;0,2316;0,4512;0,1073;0,3836;1,8524;8,4403;1,0493;5,1965;1,0269;0,3622;0,1019;3,9432;;247;/A/NBP/2007;;;;;;;;;;;;;
21.12.2007;2,5168;2,1827;0,3230;2,5263;3,6180;1,4248;2,1784;6,1809;4,9972;0,4975;2,2224;0,1369;0,4848;0,2312;0,4510;0,1076;0,3832;1,8498;8,4287;1,0478;5,1916;1,0319;0,3591;0,1018;3,9359;;248;/A/NBP/2007;;;;;;;;;;;;;
24.12.2007;2,5100;2,1856;0,3215;2,5318;3,6115;1,4200;2,1708;6,1724;4,9718;0,4956;2,1999;0,1361;0,4839;0,2308;0,4505;0,1077;0,3814;1,8465;8,4125;1,0459;5,1837;1,0432;0,3603;0,1015;3,9250;;249;/A/NBP/2007;;;;;;;;;;;;;
27.12.2007;2,4949;2,1776;0,3199;2,5366;3,6168;1,4230;2,1681;6,1820;4,9685;0,4933;2,1837;0,1361;0,4850;0,2312;0,4516;0,1076;0,3826;1,8492;8,4259;1,0475;5,1913;1,0293;0,3606;0,1012;3,9307;;250;/A/NBP/2007;;;;;;;;;;;;;
28.12.2007;2,4566;2,1492;0,3150;2,5050;3,6062;1,4235;2,1694;6,1602;4,9087;0,4865;2,1695;0,1355;0,4836;0,2305;0,4515;0,1073;0,3809;1,8438;8,4012;1,0444;5,1761;1,0012;0,3594;0,1001;3,8936;;251;/A/NBP/2007;;;;;;;;;;;;;
31.12.2007;2,4350;2,1390;0,3123;2,4854;3,5820;1,4188;2,1614;6,1205;4,8688;0,4814;2,1728;0,1348;0,4803;0,2289;0,4497;0,1066;0,3805;1,8314;8,3458;1,0374;5,1399;0,9979;0,3578;0,0995;3,8484;;252;/A/NBP/2007;;;;;;;;;;;;;
