data;1 USD;1 AUD;1 HKD;1 CAD;1 EUR;100 HUF;1 CHF;1 CYP;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;1 NOK;1 SKK;1 SEK;1 BGN;1 MTL;1 LTL;1 LVL;1 RON;1 ZAR;1 RUB;1 XDR;;Nr tabeli;;;;;;;;;;;;;; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_2007.xls, 2020.02.22)
29.12.2006;2,9105;2,2970;0,3742;2,5077;3,8312;1,5186;2,3842;6,6284;5,7063;0,5760;2,4463;0,1393;0,5139;0,2449;0,4635;0,1109;0,4234;;8,9253;1,1096;5,4955;;0,4167;0,1105;4,3717;;252;/A/NBP/2006;;;;;;;;;;;;;1,5987
2.01.2007;2,8830;2,2903;0,3706;2,4757;3,8279;1,5236;2,3764;6,6204;5,6836;0,5741;2,4276;0,1391;0,5133;0,2446;0,4673;0,1112;0,4247;;8,9156;1,1086;5,4821;;0,4155;0,1104;4,3726;;1;/A/NBP/2007;;;;;;;;;;;;;end
3.01.2007;2,8870;2,2978;0,3708;2,4720;3,8270;1,5238;2,3716;6,6205;5,6886;0,5715;2,4241;0,1394;0,5132;0,2446;0,4653;0,1114;0,4248;;8,9156;1,1084;5,4808;;0,4188;0,1103;4,3715;;2;/A/NBP/2007;;;;;;;;;;;;;
4.01.2007;2,9325;2,3010;0,3764;2,4997;3,8455;1,5257;2,3820;6,6520;5,6975;0,5834;2,4565;0,1394;0,5159;0,2458;0,4655;0,1118;0,4250;;8,9576;1,1137;5,5113;;0,4166;0,1109;4,3748;;3;/A/NBP/2007;;;;;;;;;;;;;
5.01.2007;2,9733;2,3314;0,3817;2,5256;3,8935;1,5278;2,4201;6,7350;5,7711;0,5878;2,5147;0,1408;0,5223;0,2488;0,4696;0,1127;0,4280;;9,0694;1,1276;5,5785;;0,4152;0,1127;4,4533;;4;/A/NBP/2007;;;;;;;;;;;;;
8.01.2007;2,9788;2,3210;0,3822;2,5384;3,8754;1,5248;2,4096;6,7043;5,7567;0,5893;2,5165;0,1402;0,5199;0,2477;0,4685;0,1124;0,4273;;9,0273;1,1224;5,5533;;0,4100;0,1129;4,4414;;5;/A/NBP/2007;;;;;;;;;;;;;
9.01.2007;2,9647;2,3217;0,3803;2,5237;3,8635;1,5250;2,3968;6,6785;5,7587;0,5872;2,4886;0,1401;0,5184;0,2469;0,4690;0,1125;0,4246;;9,0006;1,1189;5,5363;;0,4129;0,1121;4,4416;;6;/A/NBP/2007;;;;;;;;;;;;;
10.01.2007;2,9943;2,3348;0,3840;2,5443;3,8898;1,5262;2,4103;6,7263;5,8026;0,5928;2,5108;0,1402;0,5219;0,2486;0,4689;0,1128;0,4262;;9,0608;1,1265;5,5732;;0,4076;0,1130;4,4694;;7;/A/NBP/2007;;;;;;;;;;;;;
11.01.2007;2,9889;2,3386;0,3835;2,5533;3,8771;1,5191;2,3981;6,7031;5,7993;0,5919;2,4859;0,1398;0,5201;0,2478;0,4656;0,1123;0,4250;;9,0354;1,1229;5,5550;;0,4101;0,1127;4,4607;;8;/A/NBP/2007;;;;;;;;;;;;;
12.01.2007;3,0045;2,3465;0,3853;2,5564;3,8785;1,5260;2,4054;6,7079;5,8552;0,5934;2,4956;0,1398;0,5204;0,2479;0,4648;0,1116;0,4251;;9,0355;1,1233;5,5578;;0,4123;0,1130;4,4545;;9;/A/NBP/2007;;;;;;;;;;;;;
15.01.2007;2,9918;2,3493;0,3837;2,5609;3,8728;1,5362;2,4016;6,6957;5,8804;0,5911;2,4833;0,1393;0,5197;0,2475;0,4658;0,1110;0,4264;;9,0212;1,1216;5,5520;;0,4149;0,1127;4,4750;;10;/A/NBP/2007;;;;;;;;;;;;;
16.01.2007;2,9895;2,3420;0,3831;2,5608;3,8770;1,5338;2,4029;6,7024;5,8769;0,5903;2,4819;0,1396;0,5203;0,2478;0,4666;0,1113;0,4274;;9,0278;1,1229;5,5580;;0,4129;0,1126;4,4798;;11;/A/NBP/2007;;;;;;;;;;;;;
17.01.2007;3,0113;2,3629;0,3859;2,5638;3,8914;1,5310;2,4110;6,7290;5,9153;0,5952;2,4959;0,1396;0,5222;0,2487;0,4676;0,1110;0,4296;;9,0645;1,1270;5,5795;;0,4147;0,1133;4,4897;;12;/A/NBP/2007;;;;;;;;;;;;;
18.01.2007;2,9955;2,3620;0,3835;2,5471;3,8787;1,5377;2,3958;6,7059;5,9063;0,5915;2,4681;0,1393;0,5204;0,2479;0,4648;0,1114;0,4265;;9,0349;1,1233;5,5605;;0,4185;0,1130;4,4823;;13;/A/NBP/2007;;;;;;;;;;;;;
19.01.2007;2,9677;2,3398;0,3800;2,5289;3,8490;1,5295;2,3775;6,6540;5,8531;0,5862;2,4466;0,1386;0,5163;0,2460;0,4602;0,1113;0,4224;;8,9668;1,1147;5,5179;;0,4146;0,1119;4,4441;;14;/A/NBP/2007;;;;;;;;;;;;;
22.01.2007;2,9630;2,3387;0,3795;2,5241;3,8395;1,5256;2,3721;6,6370;5,8449;0,5852;2,4371;0,1382;0,5152;0,2454;0,4600;0,1115;0,4211;;8,9447;1,1120;5,5035;;0,4159;0,1117;4,4245;;15;/A/NBP/2007;;;;;;;;;;;;;
23.01.2007;2,9747;2,3545;0,3814;2,5173;3,8630;1,5276;2,3869;6,6776;5,8973;0,5895;2,4481;0,1383;0,5182;0,2469;0,4612;0,1111;0,4246;;8,9994;1,1188;5,5380;;0,4184;0,1122;4,4571;;16;/A/NBP/2007;;;;;;;;;;;;;
24.01.2007;2,9845;2,3346;0,3824;2,5292;3,8825;1,5311;2,3985;6,7119;5,8951;0,5897;2,4564;0,1385;0,5209;0,2481;0,4664;0,1110;0,4276;;9,0438;1,1244;5,5667;;0,4185;0,1127;4,4574;;17;/A/NBP/2007;;;;;;;;;;;;;
25.01.2007;2,9912;2,3282;0,3830;2,5339;3,8785;1,5306;2,3998;6,7073;5,8850;0,5912;2,4796;0,1383;0,5202;0,2479;0,4724;0,1109;0,4275;;9,0334;1,1233;5,5618;;0,4187;0,1128;4,4586;;18;/A/NBP/2007;;;;;;;;;;;;;
26.01.2007;3,0334;2,3493;0,3885;2,5641;3,9208;1,5296;2,4253;6,7810;5,9546;0,5995;2,4984;0,1392;0,5260;0,2506;0,4786;0,1111;0,4311;;9,1319;1,1355;5,6224;;0,4169;0,1142;4,5163;;19;/A/NBP/2007;;;;;;;;;;;;;
29.01.2007;3,0376;2,3512;0,3889;2,5736;3,9240;1,5322;2,4204;6,7842;5,9477;0,6010;2,4930;0,1392;0,5264;0,2508;0,4799;0,1114;0,4326;;9,1405;1,1365;5,6359;;0,4152;0,1143;4,5298;;20;/A/NBP/2007;;;;;;;;;;;;;
30.01.2007;3,0395;2,3466;0,3892;2,5686;3,9385;1,5240;2,4257;6,8093;5,9706;0,6018;2,4953;0,1391;0,5283;0,2517;0,4829;0,1115;0,4361;;9,1764;1,1407;5,6551;;0,4150;0,1145;4,5400;;21;/A/NBP/2007;;;;;;;;;;;;;
31.01.2007;3,0400;2,3431;0,3894;2,5780;3,9320;1,5239;2,4194;6,7940;5,9382;0,6015;2,5028;0,1389;0,5274;0,2513;0,4820;0,1117;0,4347;;9,1826;1,1388;5,6474;;0,4161;0,1145;4,5214;;22;/A/NBP/2007;;;;;;;;;;;;;
1.02.2007;2,9973;2,3266;0,3842;2,5436;3,9010;1,5288;2,4082;6,7451;5,8919;0,5931;2,4873;0,1388;0,5232;0,2493;0,4802;0,1118;0,4318;;9,0816;1,1298;5,6013;;0,4167;0,1132;4,4875;;23;/A/NBP/2007;;;;;;;;;;;;;
2.02.2007;3,0006;2,3179;0,3844;2,5383;3,9068;1,5282;2,4143;6,7440;5,9037;0,5930;2,4812;0,1385;0,5241;0,2497;0,4802;0,1120;0,4312;;9,1015;1,1315;5,6112;;0,4172;0,1133;4,4893;;24;/A/NBP/2007;;;;;;;;;;;;;
5.02.2007;3,0016;2,3242;0,3844;2,5322;3,8842;1,5247;2,4020;6,7090;5,8803;0,5935;2,4851;0,1379;0,5210;0,2482;0,4781;0,1116;0,4280;;9,0467;1,1249;5,5771;;0,4149;0,1131;4,4626;;25;/A/NBP/2007;;;;;;;;;;;;;
6.02.2007;2,9910;2,3198;0,3832;2,5304;3,8710;1,5237;2,4002;6,6851;5,8785;0,5920;2,4822;0,1376;0,5193;0,2474;0,4769;0,1115;0,4237;;9,0170;1,1211;5,5582;;0,4152;0,1127;4,4666;;26;/A/NBP/2007;;;;;;;;;;;;;
7.02.2007;2,9741;2,3130;0,3808;2,5170;3,8629;1,5288;2,3965;6,6717;5,8573;0,5899;2,4658;0,1373;0,5181;0,2469;0,4775;0,1120;0,4237;;9,0002;1,1188;5,5466;;0,4134;0,1122;4,4538;;27;/A/NBP/2007;;;;;;;;;;;;;
8.02.2007;2,9835;2,3258;0,3817;2,5161;3,8744;1,5288;2,3890;6,6927;5,8694;0,5926;2,4628;0,1373;0,5198;0,2476;0,4791;0,1118;0,4249;;9,0249;1,1221;5,5631;;0,4153;0,1131;4,4601;;28;/A/NBP/2007;;;;;;;;;;;;;
9.02.2007;2,9902;2,3302;0,3827;2,5245;3,8888;1,5346;2,3928;6,7158;5,8216;0,5930;2,4608;0,1377;0,5217;0,2485;0,4784;0,1124;0,4271;;9,0585;1,1263;5,5837;;0,4175;0,1134;4,4727;;29;/A/NBP/2007;;;;;;;;;;;;;
12.02.2007;3,0090;2,3244;0,3849;2,5653;3,9065;1,5399;2,4056;6,7476;5,8559;0,5984;2,4656;0,1382;0,5241;0,2497;0,4814;0,1128;0,4290;;9,0997;1,1314;5,6092;;0,4155;0,1140;4,4815;;30;/A/NBP/2007;;;;;;;;;;;;;
13.02.2007;3,0145;2,3331;0,3859;2,5679;3,9180;1,5386;2,4119;6,7645;5,8548;0,6012;2,4839;0,1385;0,5256;0,2504;0,4844;0,1132;0,4277;;9,1265;1,1347;5,6249;;0,4149;0,1143;4,5052;;31;/A/NBP/2007;;;;;;;;;;;;;
14.02.2007;2,9864;2,3357;0,3821;2,5592;3,9100;1,5427;2,4026;6,7484;5,8254;0,5956;2,4667;0,1385;0,5247;0,2499;0,4829;0,1139;0,4274;;9,1078;1,1324;5,6134;;0,4138;0,1136;4,4809;;32;/A/NBP/2007;;;;;;;;;;;;;
15.02.2007;2,9683;2,3285;0,3801;2,5441;3,8980;1,5469;2,3961;6,7288;5,8105;0,5919;2,4679;0,1379;0,5230;0,2491;0,4833;0,1136;0,4228;;9,0788;1,1289;5,5937;;0,4130;0,1132;4,4597;;33;/A/NBP/2007;;;;;;;;;;;;;
16.02.2007;2,9769;2,3352;0,3810;2,5550;3,9090;1,5475;2,4092;6,7519;5,8027;0,5922;2,4935;0,1382;0,5243;0,2498;0,4862;0,1137;0,4231;;9,1066;1,1321;5,6103;;0,4145;0,1135;4,4645;;34;/A/NBP/2007;;;;;;;;;;;;;
19.02.2007;2,9680;2,3351;0,3797;2,5475;3,9017;1,5484;2,4061;6,7369;5,7936;0,5908;2,4802;0,1381;0,5232;0,2494;0,4849;0,1138;0,4219;;9,0875;1,1300;5,5782;;0,4168;0,1132;4,4626;;35;/A/NBP/2007;;;;;;;;;;;;;
20.02.2007;2,9559;2,3251;0,3784;2,5391;3,8880;1,5447;2,3915;6,7139;5,7643;0,5889;2,4639;0,1383;0,5215;0,2485;0,4840;0,1134;0,4206;;9,0566;1,1260;5,5028;;0,4157;0,1128;4,4469;;36;/A/NBP/2007;;;;;;;;;;;;;
21.02.2007;2,9637;2,3406;0,3794;2,5351;3,8954;1,5434;2,3945;6,7261;5,7804;0,5903;2,4557;0,1382;0,5225;0,2490;0,4843;0,1136;0,4193;;9,0738;1,1282;5,5055;;0,4159;0,1131;4,4448;;37;/A/NBP/2007;;;;;;;;;;;;;
22.02.2007;2,9637;2,3381;0,3798;2,5505;3,8800;1,5416;2,3851;6,7001;5,7824;0,5877;2,4469;0,1374;0,5204;0,2480;0,4807;0,1131;0,4175;;9,0422;1,1237;5,4876;;0,4172;0,1129;4,4247;;38;/A/NBP/2007;;;;;;;;;;;;;
23.02.2007;2,9620;2,3365;0,3792;2,5502;3,8834;1,5376;2,3880;6,7036;5,7922;0,5874;2,4388;0,1372;0,5209;0,2482;0,4813;0,1130;0,4178;;9,0448;1,1247;5,5142;;0,4180;0,1129;4,4344;;39;/A/NBP/2007;;;;;;;;;;;;;
26.02.2007;2,9573;2,3432;0,3788;2,5509;3,8945;1,5379;2,4024;6,7233;5,8071;0,5867;2,4499;0,1370;0,5225;0,2489;0,4827;0,1130;0,4192;;9,0717;1,1279;5,5182;;0,4157;0,1130;4,4421;;40;/A/NBP/2007;;;;;;;;;;;;;
27.02.2007;2,9620;2,3489;0,3793;2,5527;3,9139;1,5408;2,4176;6,7563;5,8221;0,5865;2,4783;0,1376;0,5250;0,2501;0,4861;0,1135;0,4224;;9,1169;1,1335;5,5560;;0,4152;0,1133;4,4648;;41;/A/NBP/2007;;;;;;;;;;;;;
28.02.2007;2,9699;2,3423;0,3803;2,5443;3,9175;1,5378;2,4293;6,7648;5,8071;0,5883;2,5066;0,1384;0,5258;0,2504;0,4831;0,1136;0,4220;;9,1274;1,1346;5,5556;;0,4106;0,1136;4,4576;;42;/A/NBP/2007;;;;;;;;;;;;;
1.03.2007;2,9525;2,3259;0,3780;2,5281;3,9026;1,5333;2,4198;6,7368;5,7928;0,5860;2,4984;0,1382;0,5237;0,2494;0,4826;0,1134;0,4211;;9,0917;1,1303;5,5219;;0,4077;0,1130;4,4450;;43;/A/NBP/2007;;;;;;;;;;;;;
2.03.2007;2,9650;2,3206;0,3795;2,5248;3,8995;1,5374;2,4208;6,7320;5,7860;0,5885;2,5230;0,1385;0,5234;0,2492;0,4808;0,1135;0,4196;;9,0823;1,1294;5,5167;;0,4062;0,1132;4,4443;;44;/A/NBP/2007;;;;;;;;;;;;;
5.03.2007;2,9821;2,3130;0,3816;2,5276;3,9170;1,5296;2,4510;6,7628;5,7388;0,5911;2,5869;0,1392;0,5259;0,2503;0,4794;0,1136;0,4197;;9,1316;1,1344;5,5470;;0,3959;0,1137;4,4774;;45;/A/NBP/2007;;;;;;;;;;;;;
6.03.2007;2,9758;2,3041;0,3808;2,5269;3,9030;1,5419;2,4357;6,7374;5,7363;0,5899;2,5572;0,1387;0,5241;0,2494;0,4779;0,1137;0,4202;;9,0915;1,1304;5,5115;;0,4011;0,1134;4,4801;;46;/A/NBP/2007;;;;;;;;;;;;;
7.03.2007;2,9729;2,3139;0,3803;2,5279;3,9007;1,5418;2,4309;6,7335;5,7346;0,5893;2,5519;0,1385;0,5237;0,2493;0,4791;0,1136;0,4210;;9,0872;1,1297;5,5044;;0,4015;0,1133;4,4722;;47;/A/NBP/2007;;;;;;;;;;;;;
8.03.2007;2,9561;2,2992;0,3782;2,5072;3,8880;1,5455;2,4211;6,7127;5,7176;0,5859;2,5300;0,1382;0,5220;0,2485;0,4773;0,1145;0,4187;;9,0566;1,1260;5,4857;;0,3994;0,1128;4,4467;;48;/A/NBP/2007;;;;;;;;;;;;;
9.03.2007;2,9507;2,2969;0,3775;2,5034;3,8795;1,5438;2,4051;6,6951;5,6947;0,5848;2,5121;0,1379;0,5208;0,2479;0,4783;0,1137;0,4174;;9,0379;1,1236;5,4745;;0,3996;0,1126;4,4329;;49;/A/NBP/2007;;;;;;;;;;;;;
12.03.2007;2,9380;2,3034;0,3760;2,5093;3,8699;1,5551;2,3921;6,6780;5,7036;0,5838;2,4862;0,1370;0,5195;0,2473;0,4779;0,1137;0,4169;;9,0144;1,1208;5,4671;;0,4017;0,1122;4,4202;;50;/A/NBP/2007;;;;;;;;;;;;;
13.03.2007;2,9521;2,3147;0,3776;2,5240;3,8853;1,5561;2,4089;6,7075;5,6869;0,5872;2,5132;0,1377;0,5215;0,2483;0,4803;0,1139;0,4176;;9,1001;1,1252;5,4881;;0,3998;0,1127;4,4402;;51;/A/NBP/2007;;;;;;;;;;;;;
14.03.2007;2,9583;2,3155;0,3786;2,5228;3,9031;1,5506;2,4308;6,7388;5,6938;0,5871;2,5472;0,1386;0,5238;0,2495;0,4808;0,1146;0,4194;;9,1440;1,1304;5,5094;;0,3944;0,1131;4,4420;;52;/A/NBP/2007;;;;;;;;;;;;;
15.03.2007;2,9469;2,3233;0,3772;2,5101;3,8926;1,5557;2,4151;6,7195;5,6997;0,5845;2,5125;0,1383;0,5225;0,2488;0,4806;0,1146;0,4199;;9,0673;1,1274;5,4891;;0,3962;0,1127;4,4437;;53;/A/NBP/2007;;;;;;;;;;;;;
16.03.2007;2,9330;2,3328;0,3755;2,5012;3,9065;1,5646;2,4325;6,7400;5,7083;0,5817;2,5152;0,1394;0,5244;0,2497;0,4806;0,1150;0,4218;;9,0891;1,1314;5,5048;;0,3946;0,1127;4,4474;;54;/A/NBP/2007;;;;;;;;;;;;;
19.03.2007;2,9170;2,3261;0,3735;2,4803;3,8778;1,5781;2,4073;6,6887;5,6689;0,5798;2,4813;0,1396;0,5205;0,2478;0,4764;0,1182;0,4175;;9,0339;1,1231;5,4659;;0,3915;0,1120;4,4003;;55;/A/NBP/2007;;;;;;;;;;;;;
20.03.2007;2,9158;2,3330;0,3732;2,4784;3,8735;1,5733;2,4028;6,6796;5,6988;0,5792;2,4732;0,1394;0,5200;0,2476;0,4751;0,1167;0,4160;;9,0218;1,1218;5,4599;;0,3947;0,1119;4,3948;;56;/A/NBP/2007;;;;;;;;;;;;;
21.03.2007;2,9143;2,3371;0,3729;2,5068;3,8762;1,5677;2,4011;6,6831;5,7087;0,5787;2,4758;0,1391;0,5204;0,2477;0,4733;0,1164;0,4166;;9,0281;1,1226;5,4629;;0,3971;0,1119;4,3978;;57;/A/NBP/2007;;;;;;;;;;;;;
22.03.2007;2,8977;2,3403;0,3709;2,5033;3,8700;1,5735;2,3922;6,6678;5,7080;0,5766;2,4632;0,1383;0,5195;0,2473;0,4744;0,1160;0,4158;;9,0147;1,1208;5,4542;;0,4013;0,1115;4,3978;;58;/A/NBP/2007;;;;;;;;;;;;;
23.03.2007;2,9108;2,3459;0,3727;2,5133;3,8764;1,5716;2,3968;6,6788;5,7174;0,5790;2,4732;0,1385;0,5203;0,2477;0,4769;0,1154;0,4169;;9,0296;1,1227;5,4632;;0,4044;0,1119;4,3958;;59;/A/NBP/2007;;;;;;;;;;;;;
26.03.2007;2,9171;2,3468;0,3733;2,5095;3,8683;1,5680;2,3887;6,6655;5,7164;0,5795;2,4676;0,1385;0,5192;0,2472;0,4764;0,1151;0,4160;;9,0107;1,1204;5,4525;;0,4038;0,1118;4,3875;;60;/A/NBP/2007;;;;;;;;;;;;;
27.03.2007;2,9011;2,3425;0,3712;2,5050;3,8718;1,5593;2,3890;6,6709;5,7043;0,5765;2,4512;0,1383;0,5197;0,2475;0,4766;0,1148;0,4157;;9,0178;1,1214;5,4536;;0,3998;0,1115;4,4040;;61;/A/NBP/2007;;;;;;;;;;;;;
28.03.2007;2,9163;2,3472;0,3733;2,5135;3,8890;1,5579;2,4054;6,7006;5,7221;0,5794;2,4847;0,1386;0,5220;0,2486;0,4784;0,1159;0,4175;;9,0600;1,1263;5,4809;;0,4000;0,1122;4,4055;;62;/A/NBP/2007;;;;;;;;;;;;;
29.03.2007;2,9074;2,3534;0,3722;2,5078;3,8789;1,5613;2,3931;6,6797;5,7143;0,5772;2,4784;0,1383;0,5206;0,2479;0,4789;0,1160;0,4155;;9,0344;1,1234;5,4659;;0,3975;0,1118;4,3975;;63;/A/NBP/2007;;;;;;;;;;;;;
30.03.2007;2,9058;2,3466;0,3719;2,5199;3,8695;1,5614;2,3815;6,6647;5,6867;0,5768;2,4610;0,1381;0,5194;0,2473;0,4771;0,1162;0,4142;;9,0135;1,1207;5,4527;;0,3998;0,1117;4,3855;;64;/A/NBP/2007;;;;;;;;;;;;;
2.04.2007;2,8930;2,3552;0,3702;2,5038;3,8623;1,5633;2,3800;6,6517;5,7084;0,5743;2,4554;0,1380;0,5184;0,2468;0,4743;0,1160;0,4130;;8,9967;1,1186;5,4441;;0,3991;0,1113;4,3796;;65;/A/NBP/2007;;;;;;;;;;;;;
3.04.2007;2,8817;2,3441;0,3687;2,4934;3,8515;1,5564;2,3670;6,6291;5,7004;0,5697;2,4320;0,1377;0,5170;0,2462;0,4722;0,1157;0,4111;;8,9726;1,1155;5,4388;;0,3991;0,1109;4,3629;;66;/A/NBP/2007;;;;;;;;;;;;;
4.04.2007;2,8846;2,3453;0,3690;2,4931;3,8509;1,5662;2,3632;6,6263;5,6983;0,5699;2,4280;0,1378;0,5166;0,2461;0,4711;0,1149;0,4128;1,9689;8,9723;1,1153;5,4372;1,1538;0,4024;0,1109;4,3628;;67;/A/NBP/2007;;;;;;;;;;;;;
5.04.2007;2,8746;2,3509;0,3677;2,4826;3,8420;1,5625;2,3547;6,6116;5,6721;0,5685;2,4209;0,1374;0,5154;0,2456;0,4709;0,1149;0,4137;1,9644;8,9536;1,1127;5,4254;1,1524;0,4025;0,1106;4,3516;;68;/A/NBP/2007;;;;;;;;;;;;;
6.04.2007;2,8629;2,3435;0,3662;2,4854;3,8415;1,5614;2,3536;6,6136;5,6435;0,5697;2,4102;0,1378;0,5152;0,2455;0,4706;0,1151;0,4135;1,9641;8,9483;1,1126;5,4285;1,1507;0,4012;0,1104;4,3455;;69;/A/NBP/2007;;;;;;;;;;;;;
10.04.2007;2,8653;2,3606;0,3667;2,4880;3,8420;1,5614;2,3479;6,6150;5,6458;0,5683;2,4046;0,1378;0,5154;0,2456;0,4737;0,1151;0,4144;1,9644;8,9484;1,1127;5,4338;1,1489;0,4001;0,1105;4,3460;;70;/A/NBP/2007;;;;;;;;;;;;;
11.04.2007;2,8509;2,3505;0,3648;2,4858;3,8279;1,5625;2,3386;6,5907;5,6380;0,5657;2,3913;0,1371;0,5134;0,2446;0,4727;0,1147;0,4132;1,9572;8,9156;1,1087;5,4370;1,1462;0,3984;0,1100;4,3183;;71;/A/NBP/2007;;;;;;;;;;;;;
12.04.2007;2,8499;2,3507;0,3647;2,4985;3,8331;1,5615;2,3350;6,5963;5,6270;0,5665;2,3874;0,1369;0,5141;0,2450;0,4740;0,1146;0,4130;1,9598;8,9318;1,1101;5,4312;1,1469;0,3971;0,1101;4,3283;;72;/A/NBP/2007;;;;;;;;;;;;;
13.04.2007;2,8405;2,3630;0,3636;2,5039;3,8410;1,5637;2,3471;6,6110;5,6398;0,5670;2,4001;0,1375;0,5153;0,2455;0,4734;0,1147;0,4138;1,9639;8,9471;1,1124;5,4556;1,1493;0,3954;0,1100;4,3247;;73;/A/NBP/2007;;;;;;;;;;;;;
16.04.2007;2,8217;2,3512;0,3611;2,4874;3,8248;1,5591;2,3263;6,5837;5,6189;0,5610;2,3611;0,1368;0,5131;0,2445;0,4731;0,1147;0,4143;1,9556;8,9104;1,1077;5,4241;1,1467;0,3956;0,1094;4,3020;;74;/A/NBP/2007;;;;;;;;;;;;;
17.04.2007;2,8241;2,3509;0,3614;2,4891;3,8231;1,5543;2,3299;6,5723;5,6430;0,5613;2,3667;0,1368;0,5129;0,2443;0,4732;0,1144;0,4147;1,9547;8,9023;1,1072;5,4371;1,1483;0,3962;0,1094;4,2934;;75;/A/NBP/2007;;;;;;;;;;;;;
18.04.2007;2,8005;2,3405;0,3581;2,4739;3,8080;1,5496;2,3256;6,5514;5,6290;0,5564;2,3581;0,1362;0,5108;0,2434;0,4705;0,1140;0,4137;1,9470;8,8713;1,1029;5,4110;1,1435;0,3965;0,1087;4,2778;;76;/A/NBP/2007;;;;;;;;;;;;;
19.04.2007;2,8071;2,3352;0,3592;2,4858;3,8151;1,5420;2,3345;6,5614;5,6237;0,5580;2,3821;0,1362;0,5118;0,2438;0,4705;0,1138;0,4140;1,9506;8,8858;1,1049;5,4219;1,1433;0,3937;0,1090;4,2893;;77;/A/NBP/2007;;;;;;;;;;;;;
20.04.2007;2,7894;2,3277;0,3569;2,4695;3,7941;1,5451;2,3100;6,5252;5,5808;0,5544;2,3500;0,1354;0,5091;0,2425;0,4681;0,1134;0,4125;1,9399;8,8368;1,0988;5,3982;1,1386;0,3965;0,1084;4,2567;;78;/A/NBP/2007;;;;;;;;;;;;;
23.04.2007;2,7866;2,3220;0,3566;2,4796;3,7797;1,5423;2,3034;6,4971;5,5703;0,5534;2,3522;0,1349;0,5072;0,2416;0,4666;0,1128;0,4111;1,9325;8,8043;1,0947;5,3811;1,1316;0,3950;0,1081;4,2386;;79;/A/NBP/2007;;;;;;;;;;;;;
24.04.2007;2,7925;2,3068;0,3573;2,4899;3,7880;1,5409;2,3127;6,5136;5,5776;0,5551;2,3552;0,1351;0,5083;0,2421;0,4674;0,1126;0,4120;1,9368;8,8247;1,0971;5,4130;1,1350;0,3930;0,1083;4,2569;;80;/A/NBP/2007;;;;;;;;;;;;;
25.04.2007;2,7741;2,3119;0,3548;2,4726;3,7838;1,5383;2,3042;6,4975;5,5591;0,5514;2,3398;0,1346;0,5078;0,2418;0,4670;0,1124;0,4116;1,9346;8,8129;1,0958;5,4062;1,1361;0,3947;0,1079;4,2460;;81;/A/NBP/2007;;;;;;;;;;;;;
26.04.2007;2,7668;2,3033;0,3539;2,4771;3,7746;1,5356;2,2967;6,4861;5,5427;0,5524;2,3248;0,1341;0,5066;0,2412;0,4643;0,1125;0,4117;1,9299;8,7976;1,0932;5,4054;1,1389;0,3966;0,1077;4,2251;;82;/A/NBP/2007;;;;;;;;;;;;;
27.04.2007;2,7767;2,2942;0,3551;2,4816;3,7800;1,5341;2,3012;6,4948;5,5377;0,5547;2,3241;0,1345;0,5074;0,2416;0,4647;0,1122;0,4133;1,9327;8,8040;1,0947;5,4178;1,1380;0,3942;0,1079;4,2396;;83;/A/NBP/2007;;;;;;;;;;;;;
30.04.2007;2,7859;2,3041;0,3562;2,4920;3,7879;1,5305;2,3036;6,5084;5,5435;0,5560;2,3289;0,1346;0,5084;0,2421;0,4666;0,1122;0,4133;1,9367;8,8234;1,0970;5,4283;1,1384;0,3911;0,1082;4,2361;;84;/A/NBP/2007;;;;;;;;;;;;;
2.05.2007;2,7755;2,2913;0,3550;2,4953;3,7698;1,5266;2,2827;6,4768;5,5361;0,5540;2,3123;0,1340;0,5059;0,2409;0,4650;0,1122;0,4116;1,9274;8,8462;1,0918;5,3912;1,1339;0,3947;0,1078;4,2233;;85;/A/NBP/2007;;;;;;;;;;;;;
4.05.2007;2,7615;2,2625;0,3532;2,4977;3,7465;1,5197;2,2735;6,4362;5,4854;0,5500;2,2953;0,1333;0,5028;0,2394;0,4611;0,1116;0,4097;1,9155;8,7260;1,0850;5,3783;1,1285;0,3941;0,1072;4,1915;;86;/A/NBP/2007;;;;;;;;;;;;;
7.05.2007;2,7549;2,2716;0,3523;2,4915;3,7479;1,5202;2,2768;6,4386;5,4995;0,5492;2,2969;0,1330;0,5029;0,2395;0,4616;0,1118;0,4089;1,9163;8,7313;1,0855;5,3787;1,1320;0,3968;0,1070;4,2020;;87;/A/NBP/2007;;;;;;;;;;;;;
8.05.2007;2,7624;2,2920;0,3533;2,5083;3,7495;1,5254;2,2726;6,4358;5,5039;0,5507;2,3049;0,1328;0,5031;0,2396;0,4615;0,1116;0,4084;1,9171;8,7564;1,0859;5,3845;1,1340;0,3994;0,1072;4,1963;;88;/A/NBP/2007;;;;;;;;;;;;;
9.05.2007;2,7787;2,3024;0,3554;2,5053;3,7636;1,5203;2,2822;6,4567;5,5306;0,5540;2,3188;0,1332;0,5050;0,2405;0,4628;0,1120;0,4092;1,9243;8,7668;1,0900;5,4040;1,1405;0,4011;0,1077;4,2226;;89;/A/NBP/2007;;;;;;;;;;;;;
