data;Australia;Austria;Belgia;CHRL;Dania;Finlandia;Francja;Grecja;Hiszpania;Holandia;Indie;Iran;Iran;Irlandia;Japonia;Jugosławia;Kanada;Kuwejt;Liban;Libia;Luksemburg;1korona;Portugalia;RFN;USA;Szwajcaria;Szwecja;Turcja;W. Brytania;Włochy;ECU;SDR;;;Tabela Kursów ; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1991.xls, 2020.02.22)
;1dolar;1szyling;1frank;1CHF cl.;1korona;1marka;1frank;100drachm;100peset;1gulden;1rupia;1rial;1dolar cl.;1funt;100yenów;1nowy dinar;1dolar;1dinar;100funtów;1dinar;1frank;1korona;100escudo;1marka;1dolar;1frank;1korona;100funtów;1funt;100lirów;1ECU;1SDR;;;Nr;
19.06.1991;8780,00;903,00;309,00;7383,00;1648,00;2684,00;1871,00;5834,00;10121,00;5644,00;437,00;172,00;9696,00;17 007,00;8163,00;494,00;10104,00;40116,00;1272,00;40121,00;309,00;1624,00;7229,00;6358,00;11543,00;7383,00;1759,00;271,00;18570,00;855,00;13066,00;15148,00;;;117;/91
20.06.1991;8786,00;904,00;309,00;7406,00;1649,00;2683,00;1872,00;5834,00;10115,00;5651,00;436,00;172,00;9682,00;17 023,00;8183,00;491,00;10077,00;40057,00;1270,00;40063,00;309,00;1626,00;7250,00;6366,00;11526,00;7406,00;1759,00;269,00;18587,00;855,00;13087,00;15063,00;;;118;/91
21.06.1991;8744,00;911,00;311,00;7471,00;1662,00;2696,00;1885,00;5856,00;10195,00;5693,00;433,00;170,00;9594,00;17 141,00;8249,00;484,00;10010,00;39692,00;1260,00;39697,00;311,00;1639,00;7310,00;6412,00;11421,00;7471,00;1770,00;267,00;18781,00;861,00;13076,00;14953,00;;;119;/91
24.06.1991;8779,00;907,00;310,00;7441,00;1655,00;2690,00;1878,00;5832,00;10151,00;5664,00;436,00;171,00;9643,00;17 073,00;8278,00;496,00;10052,00;39896,00;1267,00;39902,00;310,00;1634,00;7305,00;6380,00;11480,00;7441,00;1764,00;268,00;18727,00;858,00;13103,00;15165,00;;;120;/91
25.06.1991;8768,00;906,00;310,00;7403,00;1653,00;2680,00;1878,00;5822,00;10185,00;5662,00;435,00;171,00;9653,00;17 068,00;8240,00;490,00;10055,00;39938,00;1268,00;39943,00;310,00;1633,00;7321,00;6378,00;11492,00;7403,00;1764,00;267,00;18707,00;857,00;13103,00;15125,00;;;121;/91
26.06.1991;8778,00;908,00;310,00;7413,00;1655,00;2695,00;1883,00;5836,00;10177,00;5675,00;435,00;171,00;9633,00;17 093,00;8266,00;485,00;10036,00;39855,00;1266,00;39860,00;310,00;1637,00;7320,00;6393,00;11468,00;7413,00;1767,00;266,00;18698,00;859,00;13114,00;15071,00;;;122;/91
27.06.1991;8801,00;908,00;310,00;7391,00;1653,00;2696,00;1884,00;5835,00;10165,00;5675,00;435,00;171,00;9636,00;17 095,00;8288,00;496,00;10041,00;39865,00;1267,00;39871,00;310,00;1638,00;7320,00;6393,00;11471,00;7391,00;1765,00;266,00;18694,00;858,00;13117,00;15115,00;;;123;/91
28.06.1991;8790,00;909,00;311,00;7398,00;1654,00;2699,00;1885,00;5822,00;10192,00;5679,00;435,00;171,00;9625,00;17 109,00;8302,00;429,00;10020,00;39820,00;1266,00;39826,00;311,00;1639,00;7320,00;6398,00;11458,00;7398,00;1768,00;266,00;18728,00;859,00;13116,00;15096,00;;;124;/91
1.07.1991;8832,00;904,00;309,00;7387,00;1648,00;2687,00;1876,00;5812,00;10130,00;5646,00;436,00;172,00;9679,00;17 010,00;8356,00;495,00;10079,00;40045,00;1274,00;40051,00;309,00;1631,00;7307,00;6359,00;11523,00;7387,00;1761,00;268,00;18684,00;855,00;13070,00;15195,00;;;125;/91
2.07.1991;8828,00;904,00;309,00;7417,00;1648,00;2686,00;1878,00;5803,00;10162,00;5650,00;399,00;171,00;9666,00;17 023,00;8381,00;492,00;10075,00;39993,00;1273,00;39998,00;309,00;1633,00;7331,00;6363,00;11508,00;7417,00;1763,00;265,00;18708,00;857,00;13059,00;15128,00;;;126;/91
3.07.1991;8845,00;899,00;308,00;7381,00;1640,00;2668,00;1869,00;5782,00;10127,00;5620,00;401,00;172,00;9723,00;16 937,00;8349,00;494,00;10118,00;40227,00;1281,00;40233,00;308,00;1624,00;7247,00;6330,00;11575,00;7381,00;1754,00;267,00;18621,00;852,00;13019,00;15230,00;;;127;/91
4.07.1991;8851,00;899,00;308,00;7330,00;1638,00;2667,00;1867,00;5800,00;10105,00;5618,00;354,00;173,00;9737,00;16 932,00;8336,00;495,00;10150,00;40286,00;1284,00;40292,00;308,00;1622,00;7264,00;6327,00;11592,00;7330,00;1751,00;265,00;18583,00;851,00;13006,00;15169,00;;;128;/91
5.07.1991;8838,00;899,00;307,00;7327,00;1638,00;2661,00;1866,00;5789,00;10090,00;5617,00;356,00;173,00;9736,00;16 935,00;8337,00;495,00;10150,00;40279,00;1285,00;40285,00;307,00;1621,00;7262,00;6326,00;11590,00;7327,00;1750,00;265,00;18624,00;850,00;12998,00;15150,00;;;129;/91
8.07.1991;8884,00;898,00;307,00;7323,00;1634,00;2654,00;1863,00;5781,00;10068,00;5610,00;356,00;173,00;9749,00;16 908,00;8375,00;488,00;10138,00;10334,00;1287,00;40339,00;307,00;1619,00;7226,00;6316,00;11606,00;7323,00;1746,00;265,00;18620,00;849,00;12985,00;15171,00;;;130;/91
9.07.1991;8830,00;904,00;309,00;7370,00;1645,00;2661,00;1875,00;5811,00;10104,00;5646,00;356,00;172,00;9675,00;17 024,00;8308,00;482,00;10057,00;40030,00;1279,00;40035,00;309,00;1629,00;7281,00;6359,00;11518,00;7370,00;1758,00;262,00;18753,00;854,00;13056,00;15052,00;;;131;/91
10.07.1991;8834,00;903,00;309,00;7362,00;1642,00;2651,00;1873,00;5814,00;10112,00;5644,00;357,00;172,00;9684,00;17 008,00;8313,00;487,00;10046,00;40064,00;1282,00;40070,00;309,00;1628,00;7290,00;6356,00;11528,00;7362,00;1757,00;264,00;18723,00;854,00;13070,00;15147,00;;;132;/91
11.07.1991;8861,00;902,00;308,00;7321,00;1639,00;2639,00;1870,00;5817,00;10107,00;5634,00;357,00;172,00;9707,00;16 980,00;8337,00;490,00;10064,00;40163,00;1287,00;40168,00;308,00;1626,00;7322,00;6345,00;11556,00;7321,00;1755,00;264,00;18678,00;853,00;13040,00;15172,00;;;133;/91
12.07.1991;8855,00;903,00;309,00;7336,00;1643,00;2643,00;1875,00;5823,00;10132,00;5645,00;357,00;171,00;9688,00;16 997,00;8340,00;487,00;10035,00;40084,00;1285,00;38979,00;309,00;1630,00;7278,00;6357,00;11534,00;7336,00;1758,00;262,00;18693,00;855,00;13065,00;15120,00;;;134;/91
15.07.1991;8863,00;902,00;308,00;7316,00;1642,00;2644,00;1872,00;5815,00;10134,00;5635,00;357,00;171,00;9703,00;16 975,00;8342,00;490,00;10061,00;40146,00;1287,00;39039,00;308,00;1628,00;7342,00;6346,00;11552,00;7316,00;1755,00;262,00;18701,00;853,00;13051,00;15173,00;;;135;/91
16.07.1991;8837,00;907,00;310,00;7373,00;1651,00;2657,00;1882,00;5851,00;10198,00;5671,00;354,00;170,00;9630,00;17 076,00;8369,00;480,00;10001,00;39843,00;1278,00;38745,00;310,00;1638,00;7420,00;6386,00;11465,00;7373,00;1765,00;262,00;18850,00;859,00;13122,00;15035,00;;;136;/91
17.07.1991;8879,00;908,00;310,00;7365,00;1653,00;2656,00;1883,00;5866,00;10191,00;5673,00;353,00;170,00;9621,00;17 092,00;8364,00;492,00;9988,00;39804,00;1278,00;38707,00;310,00;1639,00;7444,00;6390,00;11453,00;7365,00;1766,00;262,00;18906,00;858,00;13135,00;15128,00;;;137;/91
18.07.1991;8893,00;907,00;310,00;7347,00;1651,00;2657,00;1882,00;5860,00;10195,00;5667,00;354,00;170,00;9634,00;17 077,00;8369,00;491,00;9994,00;39858,00;1279,00;38759,00;310,00;1638,00;7444,00;6384,00;11469,00;7347,00;1765,00;262,00;18872,00;857,00;13121,00;15168,00;;;138;/91
19.07.1991;8796,00;913,00;312,00;7425,00;1662,00;2672,00;1893,00;5877,00;10256,00;5704,00;353,00;168,00;9557,00;17 184,00;8341,00;487,00;9862,00;39540,00;1270,00;38450,00;312,00;1648,00;7486,00;6426,00;11377,00;7425,00;1776,00;259,00;18997,00;863,00;13211,00;15027,00;;;139;/91
22.07.1991;8812,00;915,00;313,00;7433,00;1666,00;2677,00;1898,00;5884,00;10313,00;5717,00;352,00;168,00;9532,00;17 240,00;8291,00;486,00;9820,00;39436,00;1267,00;38348,00;313,00;1654,00;7524,00;6442,00;11347,00;7433,00;1780,00;259,00;19036,00;864,00;13225,00;15083,00;;;140;/91
23.07.1991;8812,00;916,00;313,00;7451,00;1666,00;2679,00;1899,00;5885,00;10327,00;5722,00;352,00;168,00;9519,00;17 238,00;8271,00;495,00;9773,00;39384,00;1266,00;38298,00;313,00;1655,00;7530,00;6447,00;11332,00;7451,00;1782,00;260,00;19075,00;866,00;13257,00;15092,00;;;141;/91
24.07.1991;8807,00;914,00;313,00;7414,00;1665,00;2673,00;1895,00;5868,00;10324,00;5709,00;353,00;168,00;9548,00;17 206,00;8295,00;499,00;9838,00;39502,00;1271,00;38413,00;313,00;1651,00;7513,00;6433,00;11366,00;7414,00;1778,00;260,00;19020,00;864,00;13223,00;15145,00;;;142;/91
25.07.1991;8768,00;919,00;314,00;7443,00;1672,00;2684,00;1903,00;5892,00;10371,00;5737,00;351,00;167,00;9500,00;17 291,00;8218,00;491,00;9802,00;39307,00;1264,00;38223,00;314,00;1658,00;7533,00;6466,00;11310,00;7443,00;1786,00;258,00;19044,00;868,00;13289,00;15040,00;;;143;/91
26.07.1991;8764,00;919,00;314,00;7421,00;1673,00;2686,00;1904,00;5899,00;10369,00;5739,00;352,00;168,00;9501,00;17 289,00;8205,00;499,00;9812,00;39309,00;1265,00;38032,00;314,00;1659,00;7549,00;6468,00;11311,00;7421,00;1787,00;260,00;19032,00;869,00;13294,00;15083,00;;;144;/91
29.07.1991;8755,00;920,00;314,00;7421,00;1674,00;2687,00;1903,00;5890,00;10347,00;5743,00;352,00;168,00;9494,00;17 295,00;8171,00;498,00;9832,00;39280,00;1265,00;38004,00;314,00;1660,00;7550,00;6475,00;11302,00;7421,00;1786,00;258,00;19037,00;868,00;13280,00;15069,00;;;145;/91
30.07.1991;8789,00;920,00;314,00;7415,00;1674,00;2686,00;1904,00;5888,00;10348,00;5744,00;351,00;168,00;9495,00;17 311,00;8208,00;496,00;9848,00;39285,00;1266,00;38009,00;314,00;1659,00;7551,00;6476,00;11304,00;7415,00;1786,00;258,00;19020,00;868,00;13274,00;15062,00;;;146;/91
31.07.1991;8787,00;920,00;314,00;7418,00;1673,00;2686,00;1904,00;5898,00;10335,00;5744,00;352,00;168,00;9493,00;17 309,00;8215,00;496,00;9829,00;39275,00;1265,00;37999,00;314,00;1658,00;7551,00;6476,00;11301,00;7418,00;1785,00;257,00;19038,00;866,00;13290,00;15072,00;;;147;/91
1.08.1991;8790,00;920,00;314,00;7421,00;1673,00;2688,00;1904,00;5890,00;10339,00;5743,00;351,00;168,00;9494,00;17 306,00;8203,00;499,00;9802,00;39280,00;1266,00;38004,00;314,00;1658,00;7542,00;6474,00;11302,00;7421,00;1786,00;257,00;19040,00;867,00;13297,00;15082,00;;;148;/91
2.08.1991;8806,00;920,00;314,00;7417,00;1671,00;2689,00;1905,00;5878,00;10356,00;5742,00;351,00;168,00;9495,00;17 300,00;8242,00;498,00;9822,00;39285,00;1265,00;38009,00;314,00;1658,00;7547,00;6472,00;11304,00;7417,00;1785,00;256,00;19049,00;867,00;13285,00;15080,00;;;149;/91
5.08.1991;8842,00;915,00;313,00;7386,00;1663,00;2674,00;1895,00;5852,00;10286,00;5714,00;351,00;169,00;9551,00;17 217,00;8254,00;501,00;9876,00;39516,00;1273,00;38232,00;313,00;1650,00;7517,00;6441,00;11370,00;7386,00;1775,00;257,00;18938,00;862,00;13218,00;15177,00;;;150;/91
6.08.1991;8781,00;922,00;315,00;7459,00;1675,00;2693,00;1908,00;5887,00;10360,00;5758,00;347,00;168,00;9463,00;17 358,00;8215,00;493,00;9793,00;39152,00;1261,00;37880,00;315,00;1661,00;7569,00;6491,00;11266,00;7459,00;1787,00;254,00;19084,00;868,00;13316,00;14961,00;;;151;/91
7.08.1991;8736,00;929,00;317,00;7495,00;1688,00;2714,00;1922,00;5919,00;10443,00;5801,00;350,00;166,00;9387,00;17 473,00;8203,00;495,00;9737,00;38839,00;1251,00;37577,00;317,00;1672,00;7631,00;6539,00;11175,00;7495,00;1800,00;252,00;19179,00;874,00;13410,00;14952,00;;;152;/91
8.08.1991;8778,00;928,00;317,00;7472,00;1687,00;2708,00;1920,00;5915,00;10446,00;5792,00;350,00;167,00;9408,00;17 445,00;8223,00;502,00;9762,00;38923,00;1253,00;37659,00;317,00;1672,00;7613,00;6529,00;11200,00;7472,00;1798,00;254,00;19135,00;872,00;13387,00;15088,00;;;153;/91
9.08.1991;8751,00;930,00;318,00;7478,00;1691,00;2715,00;1924,00;5919,00;10457,00;5808,00;350,00;166,00;9381,00;17 490,00;8228,00;502,00;9743,00;38812,00;1250,00;37551,00;318,00;1674,00;7609,00;6548,00;11168,00;7478,00;1801,00;253,00;19159,00;874,00;13431,00;15029,00;;;154;/91
12.08.1991;8783,00;927,00;317,00;7449,00;1685,00;2688,00;1918,00;5902,00;10414,00;5787,00;349,00;167,00;9420,00;17 428,00;8241,00;507,00;9782,00;38975,00;1255,00;37709,00;317,00;1668,00;7569,00;6525,00;11215,00;7449,00;1795,00;253,00;19099,00;871,00;13368,00;15131,00;;;155;/91
13.08.1991;8814,00;925,00;316,00;7437,00;1682,00;2678,00;1914,00;5889,00;10393,00;5776,00;347,00;167,00;9443,00;17 393,00;8241,00;503,00;9796,00;39067,00;1259,00;37798,00;316,00;1665,00;7567,00;6512,00;11241,00;7437,00;1790,00;253,00;19059,00;869,00;13349,00;15111,00;;;156;/91
14.08.1991;8801,00;925,00;316,00;7449,00;1681,00;2679,00;1913,00;5889,00;10392,00;5775,00;348,00;167,00;9442,00;17 405,00;8240,00;501,00;9810,00;39063,00;1259,00;37795,00;316,00;1664,00;7579,00;6511,00;11240,00;7449,00;1791,00;252,00;19064,00;868,00;13354,00;15081,00;;;157;/91
16.08.1991;8824,00;922,00;315,00;7414,00;1676,00;2668,00;1907,00;5874,00;10366,00;5753,00;347,00;168,00;9480,00;17 339,00;8268,00;504,00;9847,00;39223,00;1265,00;37949,00;315,00;1659,00;7544,00;6487,00;11286,00;7414,00;1786,00;252,00;19026,00;866,00;13315,00;15137,00;;;158;/91
19.08.1991;8800,00;920,00;314,00;7396,00;1675,00;2660,00;1903,00;5859,00;10356,00;5742,00;349,00;168,00;9512,00;17 301,00;8285,00;501,00;9896,00;39353,00;1269,00;38074,00;314,00;1655,00;7547,00;6472,00;11323,00;7396,00;1781,00;252,00;18932,00;864,00;13269,00;15134,00;;;159;/91
20.08.1991;8962,00;900,00;308,00;7407,00;1644,00;2605,00;1869,00;5797,00;10208,00;5625,00;355,00;172,00;9698,00;16 951,00;8377,00;508,00;10053,00;40123,00;1294,00;38820,00;308,00;1627,00;7426,00;6336,00;11545,00;7407,00;1751,00;254,00;18751,00;851,00;13051,00;15393,00;;;160;/91
21.08.1991;8972,00;906,00;310,00;7417,00;1651,00;2622,00;1879,00;5798,00;10253,00;5661,00;353,00;171,00;9638,00;17 064,00;8340,00;483,00;10027,00;39875,00;1286,00;38580,00;310,00;1634,00;7466,00;6376,00;11474,00;7417,00;1757,00;247,00;18840,00;855,00;13114,00;15065,00;;;161;/91
22.08.1991;8924,00;911,00;312,00;7416,00;1660,00;2634,00;1890,00;5825,00;10290,00;5692,00;351,00;170,00;9587,00;17 163,00;8305,00;482,00;9980,00;39666,00;1280,00;38377,00;312,00;1643,00;7501,00;6411,00;11413,00;7416,00;1767,00;247,00;18900,00;859,00;13195,00;15067,00;;;162;/91
23.08.1991;8870,00;921,00;315,00;7443,00;1679,00;2663,00;1907,00;5872,00;10388,00;5752,00;348,00;168,00;9485,00;17 335,00;8266,00;486,00;9855,00;39243,00;1266,00;37969,00;315,00;1660,00;7569,00;6480,00;11292,00;7443,00;1785,00;246,00;19013,00;867,00;13299,00;14956,00;;;163;/91
26.08.1991;8852,00;924,00;316,00;7436,00;1685,00;2674,00;1914,00;5884,00;10425,00;5773,00;347,00;167,00;9453,00;17 390,00;8243,00;496,00;9844,00;39109,00;1262,00;37839,00;316,00;1665,00;7590,00;6504,00;11253,00;7436,00;1791,00;248,00;19051,00;870,00;13335,00;15036,00;;;164;/91
27.08.1991;8875,00;919,00;314,00;7415,00;1675,00;2652,00;1904,00;5857,00;10376,00;5739,00;349,00;169,00;9513,00;17 293,00;8265,00;502,00;9900,00;39360,00;1269,00;38081,00;314,00;1655,00;7557,00;6465,00;11325,00;7415,00;1781,00;247,00;18967,00;866,00;13280,00;15179,00;;;165;/91
28.08.1991;8866,00;919,00;314,00;7421,00;1675,00;2653,00;1904,00;5851,00;10375,00;5739,00;349,00;168,00;9510,00;17 285,00;8248,00;501,00;9904,00;39347,00;1269,00;38069,00;314,00;1655,00;7556,00;6464,00;11322,00;7421,00;1783,00;246,00;18993,00;866,00;13282,00;15110,00;;;166;/91
29.08.1991;8888,00;917,00;314,00;7421,00;1673,00;2650,00;1902,00;5838,00;10381,00;5729,00;350,00;169,00;9524,00;17 260,00;8275,00;498,00;9931,00;39404,00;1270,00;38125,00;314,00;1653,00;7549,00;6452,00;11338,00;7421,00;1780,00;246,00;18995,00;866,00;13260,00;15116,00;;;167;/91
30.08.1991;8841,00;923,00;316,00;7434,00;1682,00;2669,00;1912,00;5870,00;10438,00;5763,00;350,00;168,00;9467,00;17 359,00;8241,00;493,00;9877,00;39166,00;1262,00;37894,00;316,00;1662,00;7588,00;6491,00;11270,00;7434,00;1789,00;245,00;19059,00;870,00;13337,00;15012,00;;;168;/91
2.09.1991;8857,00;922,00;315,00;7420,00;1680,00;2666,00;1908,00;5862,00;10406,00;5757,00;350,00;168,00;9481,00;17 343,00;8260,00;499,00;9886,00;39226,00;1264,00;37952,00;315,00;1659,00;7579,00;6484,00;11287,00;7420,00;1787,00;246,00;19043,00;869,00;13319,00;15105,00;;;169;/91
3.09.1991;8861,00;920,00;315,00;7386,00;1679,00;2664,00;1907,00;5864,00;10407,00;5751,00;350,00;168,00;9494,00;17 325,00;8267,00;498,00;9902,00;39282,00;1266,00;38006,00;315,00;1658,00;7564,00;6476,00;11303,00;7386,00;1784,00;246,00;19041,00;868,00;13298,00;15113,00;;;170;/91
4.09.1991;8780,00;922,00;315,00;7383,00;1681,00;2665,00;1909,00;5867,00;10415,00;5758,00;350,00;168,00;9479,00;17 347,00;8266,00;497,00;9894,00;39218,00;1264,00;37944,00;315,00;1660,00;7575,00;6485,00;11285,00;7383,00;1786,00;244,00;19088,00;869,00;13323,00;15088,00;;;171;/91
5.09.1991;8835,00;922,00;315,00;7407,00;1682,00;2666,00;1910,00;5877,00;10423,00;5762,00;350,00;168,00;9469,00;17 361,00;8300,00;496,00;9874,00;39177,00;1262,00;37904,00;315,00;1661,00;7586,00;6490,00;11273,00;7407,00;1789,00;244,00;19100,00;870,00;13329,00;15082,00;;;172;/91
6.09.1991;8861,00;922,00;315,00;7396,00;1681,00;2666,00;1909,00;5868,00;10416,00;5759,00;350,00;168,00;9474,00;17 349,00;8305,00;497,00;9884,00;37197,00;1263,00;37923,00;315,00;1661,00;7595,00;6486,00;11278,00;7396,00;1787,00;244,00;19113,00;870,00;13320,00;15112,00;;;173;/91
9.09.1991;8862,00;922,00;315,00;7387,00;1682,00;2665,00;1910,00;5875,00;10409,00;5762,00;349,00;168,00;9471,00;17 360,00;8284,00;499,00;9883,00;39185,00;1263,00;37912,00;315,00;1661,00;7593,00;6490,00;11275,00;7387,00;1788,00;243,00;19107,00;870,00;13332,00;15106,00;;;174;/91
10.09.1991;8807,00;929,00;318,00;7453,00;1694,00;2687,00;1923,00;5909,00;10471,00;5806,00;346,00;166,00;9383,00;17 483,00;8260,00;495,00;9808,00;38819,00;1252,00;37558,00;318,00;1673,00;7632,00;6540,00;11170,00;7453,00;1801,00;240,00;19262,00;875,00;13420,00;14959,00;;;175;/91
11.09.1991;8796,00;933,00;319,00;7494,00;1701,00;2695,00;1930,00;5923,00;10486,00;5828,00;345,00;165,00;9342,00;17 552,00;8244,00;500,00;9755,00;38650,00;1246,00;37395,00;319,00;1678,00;7650,00;6566,00;11121,00;7494,00;1806,00;241,00;19284,00;877,00;13457,00;15016,00;;;176;/91
12.09.1991;8798,00;932,00;318,00;7504,00;1700,00;2690,00;1929,00;5923,00;10470,00;5821,00;346,00;166,00;9356,00;17 534,00;8253,00;507,00;9779,00;38707,00;1248,00;37450,00;318,00;1676,00;7662,00;6560,00;11138,00;7504,00;1803,00;242,00;19216,00;877,00;13453,00;15090,00;;;177;/91
13.09.1991;8838,00;934,00;319,00;7500,00;1703,00;2697,00;1932,00;5926,00;10474,00;5833,00;345,00;164,00;9336,00;17 563,00;8255,00;504,00;9776,00;38625,00;1245,00;38324,00;319,00;1680,00;7667,00;6575,00;11114,00;7500,00;1806,00;240,00;19232,00;878,00;13483,00;15039,00;;;178;/91
16.09.1991;8814,00;934,00;319,00;7504,00;1703,00;2694,00;1931,00;5923,00;10480,00;5833,00;345,00;164,00;9337,00;17 562,00;8297,00;506,00;9777,00;38629,00;1246,00;38327,00;319,00;1679,00;7659,00;6575,00;11115,00;7504,00;1808,00;241,00;19230,00;878,00;13476,00;15067,00;;;179;/91
17.09.1991;8856,00;935,00;320,00;7529,00;1704,00;2701,00;1932,00;5924,00;10505,00;5839,00;344,00;164,00;9327,00;17 586,00;8277,00;504,00;9776,00;38589,00;1245,00;38288,00;320,00;1680,00;7668,00;6582,00;11104,00;7529,00;1808,00;240,00;19207,00;879,00;13485,00;15064,00;;;180;/91
18.09.1991;8847,00;940,00;321,00;7577,00;1713,00;2715,00;1941,00;5947,00;10543,00;5867,00;342,00;163,00;9275,00;17 675,00;8261,00;502,00;9719,00;38373,00;1238,00;38074,00;321,00;1687,00;7699,00;6614,00;11041,00;7577,00;1815,00;239,00;19256,00;883,00;13539,00;14988,00;;;181;/91
19.09.1991;8842,00;937,00;320,00;7540,00;1706,00;2715,00;1936,00;5938,00;10512,00;5847,00;343,00;164,00;9312,00;17 624,00;8258,00;511,00;9750,00;38526,00;1243,00;38226,00;320,00;1681,00;7685,00;6591,00;11086,00;7540,00;1809,00;240,00;19226,00;881,00;13493,00;15115,00;;;182;/91
20.09.1991;8854,00;936,00;319,00;7530,00;1704,00;2712,00;1933,00;5924,00;10503,00;5841,00;343,00;164,00;9325,00;17 602,00;8261,00;510,00;9765,00;38581,00;1244,00;38280,00;319,00;1682,00;7678,00;6585,00;11101,00;7530,00;1807,00;238,00;19190,00;880,00;13486,00;15081,00;;;183;/91
23.09.1991;8848,00;932,00;318,00;7515,00;1700,00;2701,00;1926,00;5909,00;10452,00;5822,00;344,00;165,00;9357,00;17 540,00;8264,00;508,00;9814,00;38714,00;1248,00;38412,00;318,00;1676,00;7651,00;6562,00;11139,00;7515,00;1801,00;239,00;19186,00;877,00;13439,00;15117,00;;;184;/91
24.09.1991;8849,00;939,00;321,00;7581,00;1711,00;2712,00;1939,00;5936,00;10512,00;5862,00;342,00;163,00;9282,00;17 655,00;8262,00;502,00;9741,00;38404,00;1238,00;38104,00;321,00;1687,00;7697,00;6607,00;11050,00;7581,00;1813,00;236,00;19268,00;883,00;13529,00;14949,00;;;185;/91
25.09.1991;8855,00;937,00;320,00;7573,00;1709,00;2716,00;1936,00;5930,00;10457,00;5854,00;343,00;164,00;9301,00;17 642,00;8333,00;508,00;9765,00;38480,00;1241,00;38181,00;320,00;1685,00;7667,00;6598,00;11072,00;7573,00;1809,00;238,00;19213,00;881,00;13498,00;15089,00;;;186;/91
26.09.1991;8837,00;937,00;320,00;7571,00;1709,00;2708,00;1936,00;5930,00;10454,00;5852,00;343,00;164,00;9301,00;17 638,00;8314,00;509,00;9755,00;38482,00;1241,00;38182,00;320,00;1685,00;7658,00;6596,00;11073,00;7571,00;1808,00;237,00;19234,00;882,00;13510,00;15077,00;;;187;/91
27.09.1991;8809,00;937,00;320,00;7572,00;1708,00;2701,00;1934,00;5918,00;10400,00;5848,00;344,00;160,00;9308,00;17 617,00;8305,00;506,00;9755,00;38511,00;1242,00;37198,00;320,00;1684,00;7639,00;6591,00;11081,00;7572,00;1807,00;236,00;19225,00;882,00;13481,00;15089,00;;;188;/91
30.09.1991;8831,00;936,00;319,00;7560,00;1706,00;2702,00;1933,00;5921,00;10396,00;5841,00;343,00;160,00;9321,00;17 607,00;8293,00;506,00;9769,00;38563,00;1244,00;37248,00;319,00;1683,00;7605,00;6584,00;11096,00;7560,00;1804,00;236,00;19201,00;881,00;13481,00;15095,00;;;189;/91
1.10.1991;8811,00;941,00;321,00;7601,00;1717,00;2719,00;1944,00;5947,00;10460,00;5878,00;342,00;159,00;9254,00;17 701,00;8290,00;503,00;9741,00;38288,00;1236,00;36983,00;321,00;1693,00;7658,00;6624,00;11017,00;7601,00;1815,00;233,00;19298,00;885,00;13548,00;14965,00;;;190;/91
2.10.1991;8806,00;940,00;321,00;7589,00;1713,00;2716,00;1941,00;5933,00;10456,00;5867,00;343,00;160,00;9273,00;17 671,00;8283,00;512,00;9749,00;38364,00;1239,00;37055,00;321,00;1690,00;7671,00;6613,00;11039,00;7589,00;1812,00;235,00;19272,00;884,00;13535,00;15101,00;;;191;/91
3.10.1991;8808,00;942,00;322,00;7584,00;1717,00;2723,00;1945,00;5955,00;10470,00;5880,00;343,00;159,00;9253,00;17 722,00;8313,00;508,00;9731,00;38284,00;1237,00;36978,00;322,00;1693,00;7700,00;6627,00;11016,00;7584,00;1818,00;234,00;19299,00;886,00;13588,00;15035,00;;;192;/91
4.10.1991;8769,00;942,00;322,00;7582,00;1718,00;2723,00;1946,00;5942,00;10448,00;5882,00;342,00;159,00;9247,00;17 718,00;8410,00;508,00;9731,00;38258,00;1238,00;36954,00;322,00;1694,00;7710,00;6630,00;11008,00;7582,00;1818,00;234,00;19316,00;886,00;13574,00;15055,00;;;193;/91
7.10.1991;8758,00;941,00;321,00;7575,00;1717,00;2719,00;1944,00;5943,00;10466,00;5879,00;343,00;159,00;9258,00;17 713,00;8499,00;510,00;9731,00;38303,00;1240,00;36996,00;321,00;1693,00;7704,00;6624,00;11021,00;7575,00;1817,00;233,00;19302,00;886,00;13551,00;15110,00;;;194;/91
8.10.1991;8813,00;938,00;320,00;7528,00;1711,00;2709,00;1937,00;5921,00;10438,00;5855,00;344,00;160,00;9303,00;17 644,00;8567,00;511,00;9795,00;38490,00;1246,00;37177,00;320,00;1687,00;7673,00;6598,00;11075,00;7528,00;1809,00;233,00;19241,00;883,00;13519,00;15205,00;;;195;/91
9.10.1991;8815,00;935,00;320,00;7509,00;1708,00;2702,00;1933,00;5915,00;10438,00;5842,00;345,00;161,00;9334,00;17 607,00;8563,00;509,00;9849,00;38617,00;1251,00;37300,00;320,00;1682,00;7654,00;6582,00;11112,00;7509,00;1806,00;233,00;19165,00;881,00;13485,00;15207,00;;;196;/91
10.10.1991;8867,00;932,00;318,00;7497,00;1700,00;2688,00;1925,00;5891,00;10383,00;5819,00;346,00;161,00;9382,00;17 534,00;8551,00;511,00;9883,00;38817,00;1259,00;37493,00;318,00;1675,00;7617,00;6555,00;11169,00;7497,00;1799,00;233,00;19044,00;878,00;13450,00;15242,00;;;197;/91
