Data / Date;1 DEM;1 USD;1 GBP;1 CHF;1 FRF;1 XEU;1 XDR;1 AUD;1 ATS;1 BEF;1 DKK;1 FIM;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;1 LUF;1 NOK;100 PTE;1 SEK;100 ITL; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1993.xls, 2020.02.22)
4.01.1993;9771;15777;23933;10823;2864;19056;21749;10855;1391;476;2523;3017;13782;8695;25691;12652;12436;476;2285;10758;2236;1069
5.01.1993;9725;15888;23892;10775;2846;18962;21846;10880;1382;473;2506;2951;13683;8650;25548;12705;12464;473;2276;10814;2224;1058
6.01.1993;9715;15912;24083;10717;2848;18985;21785;10797;1381;472;2506;2954;13630;8642;25553;12688;12397;472;2268;10774;2183;1036
7.01.1993;9730;15864;24470;10731;2854;18990;21711;10623;1383;473;2515;2953;13689;8662;25558;12726;12435;473;2276;10819;2194;1038
8.01.1993;9726;15904;24479;10664;2855;19029;21840;10665;1383;473;2513;2925;13675;8653;25520;12717;12440;473;2273;10806;2179;1043
11.01.1993;9698;15992;24363;10621;2852;19020;21940;10751;1378;471;2505;2909;13655;8629;25465;12748;12455;471;2263;10803;2153;1054
12.01.1993;9738;15917;24628;10658;2865;19140;21754;10698;1384;473;2515;2911;13721;8666;25718;12689;12477;473;2277;10868;2150;1064
13.01.1993;9761;15891;24726;10675;2876;19220;21814;10714;1387;474;2528;2926;13754;8683;25781;12699;12448;474;2285;10913;2106;1071
14.01.1993;9762;15938;24600;10627;2880;19157;21920;10743;1387;474;2527;2920;13764;8681;25803;12666;12451;474;2289;10885;2147;1054
15.01.1993;9797;15913;24504;10696;2889;19223;21832;10681;1393;476;2530;2926;13805;8714;25837;12649;12438;476;2307;10905;2178;1060
18.01.1993;9802;15926;24506;10714;2896;19246;21886;10727;1393;476;2537;2935;13801;8719;25838;12655;12419;476;2314;10890;2198;1063
19.01.1993;9806;15932;24605;10720;2899;19285;21884;10772;1394;476;2547;2936;13847;8722;26028;12660;12435;476;2326;10875;2195;1068
20.01.1993;9839;15915;24556;10724;2909;19333;21861;10702;1399;478;2555;2924;13882;8750;26103;12667;12454;478;2326;10911;2192;1071
21.01.1993;9888;15864;24455;10819;2924;19408;21839;10647;1406;480;2573;2917;13972;8794;26235;12702;12420;480;2338;10986;2215;1080
22.01.1993;9880;15932;24276;10767;2925;19380;21933;10612;1404;480;2575;2867;13970;8786;26213;12745;12431;480;2337;10977;2206;1081
25.01.1993;9898;15943;24178;10786;2928;19412;21966;10705;1407;481;2577;2893;13986;8800;26287;12743;12389;481;2328;10986;2205;1075
26.01.1993;9970;15820;24417;10870;2946;19538;21793;10614;1417;484;2593;2965;14067;8863;26490;12671;12377;484;2349;11066;2219;1080
27.01.1993;10013;15791;24301;10893;2961;19609;21898;10649;1423;486;2604;2976;14148;8902;26616;12781;12416;486;2359;11124;2228;1088
28.01.1993;10014;15850;24085;10845;2963;19578;22060;10690;1423;486;2604;2945;14160;8902;26338;12773;12490;486;2358;11125;2232;1082
29.01.1993;10044;15832;24007;10949;2960;19554;21968;10762;1428;488;2597;3010;14062;8923;26344;12771;12497;488;2355;11079;2203;1072
1.02.1993;10004;15942;23919;10845;2956;19527;22129;10820;1422;486;2595;2871;14056;8891;26242;12805;12577;486;2348;11065;2203;1077
2.02.1993;9925;16152;23551;10743;2931;19343;22318;10876;1411;482;2574;2844;13955;8821;24226;12928;12720;482;2329;10958;2173;1070
3.02.1993;9923;16169;23667;10707;2935;19371;22131;10931;1411;482;2573;2878;13992;8819;24195;12950;12781;482;2335;11005;2195;1070
4.02.1993;9906;16278;23310;10662;2925;19279;22280;11044;1408;480;2543;2858;13918;8801;23934;13096;12863;480;2327;10936;2180;1064
5.02.1993;9855;16345;23575;10658;2915;19209;22286;11102;1401;478;2552;2845;13878;8757;23892;13118;12930;478;2335;10906;2179;1062
8.02.1993;9862;16346;23659;10685;2917;19208;22273;11008;1402;479;2579;2867;13895;8763;23975;13141;12972;479;2332;10917;2196;1070
9.02.1993;9892;16348;23486;10698;2924;19288;22246;10974;1406;479;2591;2839;13948;8792;24077;13137;12930;479;2337;10941;2193;1070
10.02.1993;9894;16396;23359;10667;2923;19312;22316;10993;1406;479;2584;2775;13920;8791;24072;13361;12931;479;2334;10922;2192;1069
11.02.1993;9935;16331;23477;10767;2932;19358;22258;10949;1412;481;2603;2742;13968;8826;24183;13516;12893;481;2339;10968;2205;1073
12.02.1993;9902;16434;23338;10684;2928;19276;22538;11081;1407;480;2586;2766;13922;8798;24133;13699;13000;480;2335;10922;2198;1065
15.02.1993;9946;16394;23294;10735;2938;19328;22427;11106;1414;482;2595;2763;13934;8838;24187;13606;13079;482;2339;11010;2202;1063
