Data / Date;1 USD;1 DEM;1 GBP;1 CHF;1 FRF;1 AUD;1 ATS;100 BEF;1 DKK;1 FIM;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;100 LUF;1 NOK;100 PTE;1 SEK;100 ITL;1 XEU;1 XDR; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1998.xls, 2020.02.22)
2.01.1998;3,5250;1,9560;5,7920;2,4040;0,5838;2,2996;0,2776;9,4753;0,5129;0,6453;2,3067;1,7328;5,0057;2,6719;2,4726;9,4753;0,4766;1,9101;0,4426;0,1987;3,8605;4,7558
5.01.1998;3,5275;1,9460;5,7913;2,3936;0,5811;2,2761;0,2764;9,4268;0,5107;0,6425;2,2965;1,7255;4,9774;2,6457;2,4716;9,4268;0,4767;1,9021;0,4411;0,1979;3,8430;4,7592
6.01.1998;3,5300;1,9350;5,7567;2,3872;0,5779;2,2474;0,2773;9,3833;0,5081;0,6388;2,2849;1,7171;4,8717;2,6433;2,4701;9,3833;0,4730;1,8918;0,4385;0,1969;3,8278;4,7256
7.01.1998;3,5385;1,9365;5,7453;2,3954;0,5788;2,2581;0,2756;9,3957;0,5088;0,6399;2,2873;1,7188;4,8222;2,6680;2,4714;9,3957;0,4714;1,8957;0,4390;0,1973;3,8333;4,7199
8.01.1998;3,5520;1,9450;5,7597;2,4090;0,5814;2,2593;0,2768;9,4393;0,5113;0,6430;2,2969;1,7272;4,8379;2,6640;2,4775;9,4393;0,4733;1,9031;0,4416;0,1981;3,8492;4,7417
9.01.1998;3,5400;1,9470;5,7143;2,3943;0,5798;2,2789;0,2759;9,4044;0,5096;0,6411;2,2937;1,7223;4,8394;2,6895;2,4819;9,4044;0,4729;1,9019;0,4414;0,1975;3,8341;4,7213
12.01.1998;3,5420;1,9520;5,7286;2,4072;0,5833;2,2688;0,2776;9,4655;0,5129;0,6451;2,3041;1,7333;4,8721;2,6787;2,4743;9,4655;0,4728;1,9098;0,4418;0,1986;3,8563;4,7410
13.01.1998;3,5390;1,9450;5,7912;2,3988;0,5813;2,2818;0,2767;9,4373;0,5112;0,6429;2,2972;1,7276;4,8440;2,6879;2,4717;9,4373;0,4701;1,9040;0,4408;0,1979;3,8488;4,7307
14.01.1998;3,5420;1,9380;5,7706;2,3815;0,5789;2,3060;0,2755;9,3962;0,5090;0,6403;2,2877;1,7204;4,8534;2,7068;2,4764;9,3962;0,4690;1,8962;0,4405;0,1970;3,8317;4,7404
15.01.1998;3,5445;1,9425;5,7841;2,3877;0,5796;2,3141;0,2759;9,4103;0,5097;0,6413;2,2914;1,7229;4,8595;2,7113;2,4699;9,4103;0,4704;1,8989;0,4424;0,1975;3,8369;4,7424
16.01.1998;3,5500;1,9400;5,7855;2,3709;0,5790;2,3452;0,2756;9,3990;0,5092;0,6409;2,2883;1,7210;4,9033;2,7615;2,4768;9,3990;0,4699;1,8966;0,4414;0,1972;3,8333;4,7543
19.01.1998;3,5465;1,9260;5,7987;2,3607;0,5750;2,3664;0,2737;9,3329;0,5055;0,6374;2,2730;1,7092;4,8803;2,7462;2,4709;9,3329;0,4677;1,8833;0,4398;0,1957;3,8114;4,7578
20.01.1998;3,5500;1,9300;5,7874;2,3694;0,5763;2,3585;0,2744;9,3569;0,5067;0,6383;2,2775;1,7128;4,8424;2,7445;2,4665;9,3569;0,4682;1,8873;0,4394;0,1965;3,8176;4,7625
21.01.1998;3,5435;1,9345;5,7627;2,3726;0,5773;2,3604;0,2749;9,3743;0,5075;0,6390;2,2824;1,7157;4,8688;2,7775;2,4582;9,3743;0,4691;1,8914;0,4395;0,1967;3,8197;4,7443
22.01.1998;3,5150;1,9480;5,8013;2,4003;0,5823;2,3226;0,2772;9,4413;0,5121;0,6445;2,3005;1,7308;4,8935;2,7686;2,4285;9,4413;0,4719;1,9057;0,4425;0,1980;3,8449;4,7061
23.01.1998;3,5095;1,9525;5,8008;2,3954;0,5834;2,3147;0,2778;9,4667;0,5127;0,6457;2,3044;1,7340;4,8995;2,7820;2,4172;9,4667;0,4707;1,9099;0,4417;0,1984;3,8532;4,7381
