Data / Date;1 USD;1 DEM;1 GBP;1 CHF;1 FRF;1 XEU;1 XDR;1 AUD;1 ATS;100 BEF;1 DKK;1 FIM;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;1 NOK;100 PTE;1 SEK;100 ITL;100 LUF; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1995.xls, 2020.02.22)
1.01.1995;2,4301;1,5690;3,7983;1,8546;0,4547;2,9781;3,5378;1,8865;0,2230;7,6335;0,3995;0,5132;1,8452;1,4011;3,7601;2,4380;1,7306;0,3594;1,5271;0,3257;0,1497;7,6335
3.01.1995;2,4364;1,5666;3,8045;1,8546;0,4542;2,9774;3,5568;1,8894;0,2227;7,6235;0,3986;0,5113;1,8433;1,3988;3,7663;2,4322;1,7397;0,3588;1,5251;0,3255;0,1495;7,6235
4.01.1995;2,4400;1,5659;3,8119;1,8536;0,4543;2,9804;3,5621;1,8769;0,2226;7,6193;0,3987;0,5121;1,8472;1,3982;3,7678;2,4350;1,7451;0,3589;1,5261;0,3267;0,1503;7,6193
5.01.1995;2,4433;1,5658;3,8117;1,8564;0,4542;2,9840;3,5565;1,8815;0,2226;7,6187;0,3986;0,5132;1,8442;1,3979;3,7700;2,4126;1,7377;0,3589;1,5259;0,3275;0,1501;7,6187
6.01.1995;2,4413;1,5685;3,8104;1,8667;0,4552;2,9878;3,5448;1,8786;0,2229;7,6263;0,3994;0,5135;1,8398;1,3995;3,7680;2,4178;1,7383;0,3596;1,5264;0,3279;0,1504;7,6263
9.01.1995;2,4385;1,5723;3,8137;1,8703;0,4556;2,9906;3,5449;1,8677;0,2235;7,6383;0,4000;0,5126;1,8368;1,4027;3,7707;2,4135;1,7387;0,3603;1,5270;0,3251;0,1504;7,6383
10.01.1995;2,4467;1,5702;3,8010;1,8723;0,4547;2,9849;3,5609;1,8709;0,2232;7,6300;0,3994;0,5097;1,8321;1,4009;3,7578;2,4263;1,7437;0,3599;1,5273;0,3253;0,1502;7,6300
11.01.1995;2,4315;1,5816;3,7974;1,8878;0,4575;2,9974;3,5321;1,8589;0,2248;7,6777;0,4014;0,5093;1,8144;1,4106;3,7593;2,4226;1,7264;0,3613;1,5310;0,3246;0,1497;7,6777
12.01.1995;2,4317;1,5831;3,8001;1,8894;0,4586;2,9965;3,5525;1,8688;0,2250;7,6864;0,4020;0,5140;1,8208;1,4115;3,7601;2,4341;1,7223;0,3614;1,5352;0,3248;0,1496;7,6864
13.01.1995;2,4352;1,5841;3,7938;1,8876;0,4584;3,0009;3,5618;1,8721;0,2251;7,6923;0,4015;0,5131;1,8176;1,4127;3,7528;2,4412;1,7184;0,3615;1,5350;0,3246;0,1499;7,6923
16.01.1995;2,4315;1,5868;3,8177;1,8903;0,4587;3,0011;3,5569;1,8474;0,2255;7,6964;0,4026;0,5144;1,8249;1,4151;3,7733;2,4666;1,7114;0,3625;1,5361;0,3253;0,1499;7,6964
17.01.1995;2,4363;1,5856;3,8247;1,8864;0,4587;3,0078;3,5797;1,8503;0,2254;7,6982;0,4026;0,5138;1,8235;1,4138;3,7761;2,4698;1,7263;0,3628;1,5341;0,3261;0,1520;7,6982
18.01.1995;2,4333;1,5900;3,8145;1,8949;0,4599;3,0141;3,5752;1,8451;0,2260;7,7173;0,4036;0,5150;1,8301;1,4178;3,7720;2,4653;1,7100;0,3638;1,5394;0,3269;0,1519;7,7173
19.01.1995;2,4308;1,5927;3,8304;1,8955;0,4605;3,0103;3,5700;1,8485;0,2264;7,7259;0,4039;0,5152;1,8300;1,4203;3,7940;2,4515;1,7082;0,3639;1,5422;0,3272;0,1505;7,7259
20.01.1995;2,4407;1,5894;3,8297;1,8856;0,4601;3,0135;3,5855;1,8662;0,2259;7,7171;0,4037;0,5150;1,8294;1,4178;3,7940;2,4461;1,7200;0,3636;1,5406;0,3257;0,1511;7,7171
23.01.1995;2,4237;1,6005;3,8404;1,9061;0,4621;3,0250;3,5480;1,8642;0,2275;7,7633;0,4057;0,5176;1,8363;1,4273;3,8042;2,4401;1,7010;0,3657;1,5493;0,3255;0,1516;7,7633
24.01.1995;2,4250;1,6012;3,8467;1,9079;0,4625;3,0308;3,5714;1,8654;0,2276;7,7666;0,4059;0,5167;1,8381;1,4279;3,8116;2,4213;1,7078;0,3661;1,5496;0,3253;0,1528;7,7666
25.01.1995;2,4217;1,6030;3,8754;1,9097;0,4631;3,0328;3,5603;1,8656;0,2279;7,7743;0,4065;0,5171;1,8364;1,4293;3,8330;2,4385;1,7092;0,3665;1,5501;0,3260;0,1529;7,7743
26.01.1995;2,4211;1,6060;3,8706;1,9124;0,4638;3,0400;3,5699;1,8540;0,2283;7,7842;0,4071;0,5165;1,8415;1,4323;3,8302;2,4357;1,7069;0,3668;1,5530;0,3250;0,1527;7,7842
27.01.1995;2,4313;1,6022;3,8727;1,9026;0,4633;3,0323;3,5871;1,8584;0,2278;7,7712;0,4062;0,5122;1,8433;1,4298;3,8300;2,4441;1,7170;0,3660;1,5496;0,3247;0,1518;7,7712
30.01.1995;2,4312;1,6052;3,8653;1,9078;0,4629;3,0281;3,5801;1,8520;0,2282;7,7832;0,4065;0,5145;1,8452;1,4323;3,8209;2,4460;1,7183;0,3665;1,5527;0,3259;0,1516;7,7832
31.01.1995;2,4325;1,6072;3,8635;1,9077;0,4629;3,0360;3,5819;1,8468;0,2285;7,7956;0,4070;0,5148;1,8489;1,4340;3,8156;2,4590;1,7217;0,3667;1,5545;0,3270;0,1521;7,7956
1.02.1995;2,4294;1,6102;3,8698;1,9135;0,4643;3,0368;3,5811;1,8419;0,2289;7,8095;0,4078;0,5148;1,8504;1,4363;3,8193;2,4603;1,7104;0,3672;1,5570;0,3266;0,1524;7,8095
2.02.1995;2,4452;1,6039;3,8647;1,8997;0,4626;3,0277;3,6107;1,8443;0,2279;7,7877;0,4068;0,5181;1,8485;1,4308;3,8176;2,4574;1,7353;0,3662;1,5511;0,3277;0,1517;7,7877
3.02.1995;2,4432;1,6073;3,8665;1,9007;0,4637;3,0369;3,5877;1,8526;0,2284;7,8101;0,4076;0,5190;1,8514;1,4340;3,8223;2,4484;1,7394;0,3670;1,5550;0,3283;0,1522;7,8101
6.02.1995;2,4447;1,6099;3,8499;1,9047;0,4637;3,0350;3,5920;1,8420;0,2288;7,8189;0,4080;0,5190;1,8495;1,4365;3,8079;2,4581;1,7422;0,3674;1,5571;0,3275;0,1520;7,8189
7.02.1995;2,4563;1,6068;3,8296;1,8975;0,4635;3,0243;3,6096;1,8466;0,2284;7,8085;0,4075;0,5196;1,8515;1,4337;3,7953;2,4708;1,7529;0,3670;1,5551;0,3286;0,1524;7,8085
8.02.1995;2,4619;1,6045;3,8366;1,8967;0,4638;3,0323;3,6083;1,8373;0,2280;7,8014;0,4078;0,5203;1,8623;1,4317;3,8058;2,4801;1,7633;0,3669;1,5564;0,3303;0,1525;7,8014
9.02.1995;2,4643;1,6067;3,8212;1,8972;0,4641;3,0352;3,6096;1,8351;0,2283;7,8076;0,4082;0,5202;1,8639;1,4336;3,7988;2,4857;1,7641;0,3671;1,5586;0,3296;0,1522;7,8076
10.02.1995;2,4634;1,6085;3,8269;1,9016;0,4652;3,0378;3,6083;1,8359;0,2286;7,8191;0,4087;0,5216;1,8731;1,4353;3,8192;2,4899;1,7621;0,3677;1,5626;0,3303;0,1523;7,8191
13.02.1995;2,4625;1,6108;3,8333;1,9045;0,4654;3,0383;3,6107;1,8365;0,2289;7,8271;0,4090;0,5245;1,8691;1,4371;3,8173;2,4809;1,7573;0,3681;1,5626;0,3315;0,1522;7,8271
14.02.1995;2,4547;1,6167;3,8397;1,9167;0,4665;3,0497;3,6003;1,8308;0,2297;7,8546;0,4104;0,5258;1,8727;1,4422;3,8176;2,4870;1,7494;0,3692;1,5665;0,3313;0,1522;7,8546
15.02.1995;2,4601;1,6171;3,8236;1,9130;0,4669;3,0507;3,6200;1,8287;0,2298;7,8592;0,4110;0,5267;1,8852;1,4427;3,8071;2,4878;1,7476;0,3693;1,5670;0,3321;0,1526;7,8592
