KURS ŚREDNI;1 USD;1 EUR;1 AUD;1 CYP;1 CZK;1 DKK;1 EEK;1 HKD;100 JPY;1 CAD;1 LTL;1 LVL ;1 MTL;1 NOK;1 ZAR;1 RUB;1 SKK;100 SIT;1 CHF;1 SEK;1 UAH;100 HUF;1 GBP;1 XDR;NR TAB;
14.10.2004;3,4736;4,2940;2,5207;7,4581;0,1365;0,5773;0,2744;0,4458;3,1733;2,7644;1,2436;6,4533;10,0152;0,5237;0,5277;0,1193;0,1074;1,7898;2,7796;0,4736;0,6552;1,7357;6,2558;5,1383;202;/A/NBP/2004
15.10.2004;3,4780;4,3095;2,5376;7,4883;0,1369;0,5794;0,2754;0,4465;3,1745;2,7651;1,2481;6,4644;10,0408;0,5249;0,5357;0,1195;0,1077;1,7963;2,7946;0,4733;0,6558;1,7399;6,2547;5,1278;203;/A/NBP/2004
18.10.2004;3,4388;4,2888;2,5126;7,4536;0,1366;0,5766;0,2741;0,4412;3,1429;2,7368;1,2421;6,4156;9,9786;0,5219;0,5355;0,1180;0,1073;1,7879;2,7854;0,4709;0,6484;1,7284;6,1977;5,0930;204;/A/NBP/2004
19.10.2004;3,4395;4,2918;2,4930;7,4549;0,1367;0,5770;0,2743;0,4415;3,1484;2,7312;1,2430;6,4152;9,9786;0,5213;0,5402;0,1181;0,1074;1,7890;2,7856;0,4728;0,6488;1,7381;6,1721;5,0845;205;/A/NBP/2004
20.10.2004;3,4169;4,2986;2,4993;7,4667;0,1367;0,5779;0,2747;0,4389;3,1553;2,7244;1,2450;6,4063;9,9655;0,5212;0,5422;0,1174;0,1076;1,7920;2,7940;0,4732;0,6443;1,7409;6,1779;5,0876;206;/A/NBP/2004
21.10.2004;3,4161;4,3123;2,5155;7,4964;0,1368;0,5799;0,2756;0,4385;3,1708;2,7441;1,2489;6,4181;10,0239;0,5234;0,5424;0,1173;0,1079;1,7975;2,8058;0,4756;0,6424;1,7453;6,2429;5,0851;207;/A/NBP/2004
22.10.2004;3,4052;4,2968;2,5100;7,4636;0,1361;0,5779;0,2746;0,4371;3,1607;2,7359;1,2444;6,3974;9,9914;0,5227;0,5504;0,1175;0,1075;1,7913;2,7929;0,4726;0,6419;1,7403;6,2119;5,0786;208;/A/NBP/2004
25.10.2004;3,3705;4,3125;2,5223;7,4870;0,1370;0,5800;0,2756;0,4331;3,1711;2,7660;1,2490;6,3790;9,9286;0,5244;0,5508;0,1165;0,1079;1,7980;2,8139;0,4740;0,6356;1,7440;6,2095;5,0978;209;/A/NBP/2004
26.10.2004;3,4077;4,3638;2,5464;7,5780;0,1380;0,5870;0,2789;0,4381;3,1935;2,7883;1,2639;6,4501;10,1237;0,5294;0,5491;0,1187;0,1090;1,8197;2,8469;0,4827;0,6431;1,7574;6,2707;5,1198;210;/A/NBP/2004
27.10.2004;3,4090;4,3492;2,5425;7,5540;0,1376;0,5850;0,2780;0,4384;3,1949;2,7838;1,2596;6,4399;10,0956;0,5313;0,5473;0,1185;0,1088;1,8131;2,8386;0,4816;0,6410;1,7584;6,2596;5,1011;211;/A/NBP/2004
28.10.2004;3,4123;4,3414;2,5533;7,5339;0,1375;0,5840;0,2775;0,4387;3,2103;2,7881;1,2573;6,4393;10,0787;0,5314;0,5536;0,1186;0,1087;1,8099;2,8324;0,4810;0,6436;1,7596;6,2484;5,0896;212;/A/NBP/2004
29.10.2004;3,3960;4,3316;2,5355;7,5175;0,1372;0,5827;0,2768;0,4365;3,2056;2,7794;1,2545;6,4067;10,0501;0,5314;0,5575;0,1181;0,1085;1,8058;2,8355;0,4782;0,6386;1,7597;6,2245;5,0903;213;/A/NBP/2004
2.11.2004;3,3922;4,3113;2,5263;7,4881;0,1368;0,5801;0,2755;0,4359;3,1853;2,7699;1,2487;6,3961;10,0135;0,5279;0,5495;0,1179;0,1080;1,7982;2,8153;0,4766;0,6382;1,7542;6,2176;5,0662;214;/A/NBP/2004
3.11.2004;3,3928;4,3093;2,5418;7,4743;0,1369;0,5798;0,2754;0,4356;3,1775;2,7666;1,2480;6,3931;10,0170;0,5272;0,5488;0,1178;0,1080;1,7973;2,8105;0,4754;0,6377;1,7516;6,2399;5,0747;215;/A/NBP/2004
4.11.2004;3,3633;4,3081;2,5398;7,4690;0,1368;0,5796;0,2753;0,4321;3,1601;2,7803;1,2477;6,3649;9,9956;0,5286;0,5490;0,1169;0,1080;1,7965;2,8145;0,4752;0,6340;1,7538;6,2018;5,0543;216;/A/NBP/2004
5.11.2004;3,3397;4,2943;2,5296;7,4457;0,1366;0,5777;0,2745;0,4297;3,1444;2,7621;1,2438;6,3319;9,9520;0,5253;0,5422;0,1167;0,1077;1,7907;2,8048;0,4722;0,6306;1,7492;6,1510;5,0167;217;/A/NBP/2004
8.11.2004;3,3012;4,2784;2,5130;7,4175;0,1361;0,5756;0,2734;0,4246;3,1298;2,7607;1,2391;6,2932;9,9232;0,5230;0,5348;0,1152;0,1074;1,7840;2,8004;0,4710;0,6213;1,7424;6,1392;5,0083;218;/A/NBP/2004
9.11.2004;3,3044;4,2673;2,5009;7,4008;0,1358;0,5741;0,2727;0,4249;3,1266;2,7663;1,2359;6,2861;9,8917;0,5189;0,5299;0,1153;0,1075;1,7797;2,7931;0,4682;0,6216;1,7392;6,1321;4,9897;219;/A/NBP/2004
10.11.2004;3,2985;4,2603;2,5061;7,3803;0,1356;0,5733;0,2723;0,4237;3,1111;2,7514;1,2339;6,2748;9,8755;0,5204;0,5288;0,1150;0,1075;1,7767;2,7948;0,4689;0,6216;1,7385;6,1282;4,9734;220;/A/NBP/2004
12.11.2004;3,3185;4,2883;2,5443;7,4295;0,1361;0,5771;0,2741;0,4266;3,1295;2,7801;1,2420;6,3124;9,9312;0,5269;0,5369;0,1158;0,1082;1,7882;2,8173;0,4777;0,6240;1,7522;6,1301;4,9995;221;/A/NBP/2004
15.11.2004;3,2973;4,2733;2,5451;7,4016;0,1359;0,5750;0,2731;0,4240;3,1268;2,7555;1,2377;6,2894;9,8965;0,5288;0,5438;0,1150;0,1078;1,7818;2,8066;0,4769;0,6214;1,7559;6,1165;4,9839;222;/A/NBP/2004
16.11.2004;3,2850;4,2635;2,5402;7,3801;0,1358;0,5736;0,2725;0,4226;3,1210;2,7483;1,2348;6,2685;9,8669;0,5269;0,5435;0,1146;0,1078;1,7782;2,7987;0,4757;0,6199;1,7454;6,0820;4,9688;223;/A/NBP/2004
17.11.2004;3,2758;4,2665;2,5507;7,3853;0,1365;0,5740;0,2727;0,4213;3,1297;2,7485;1,2356;6,2637;9,8693;0,5273;0,5448;0,1143;0,1081;1,7794;2,8059;0,4767;0,6178;1,7477;6,0833;4,9700;224;/A/NBP/2004
18.11.2004;3,2519;4,2421;2,5441;7,3424;0,1357;0,5708;0,2711;0,4181;3,1254;2,7202;1,2286;6,2215;9,8095;0,5226;0,5437;0,1140;0,1077;1,7691;2,7958;0,4723;0,6133;1,7331;6,0369;4,9377;225;/A/NBP/2004
19.11.2004;3,2781;4,2578;2,5647;7,3690;0,1366;0,5730;0,2721;0,4213;3,1566;2,7331;1,2331;6,2619;9,8549;0,5248;0,5444;0,1148;0,1081;1,7755;2,8103;0,4744;0,6181;1,7212;6,0804;4,9580;226;/A/NBP/2004
22.11.2004;3,2423;4,2237;2,5375;7,3005;0,1360;0,5684;0,2699;0,4168;3,1422;2,7251;1,2233;6,2036;9,7635;0,5175;0,5382;0,1136;0,1076;1,7616;2,7876;0,4715;0,6096;1,7114;6,0094;4,9213;227;/A/NBP/2004
23.11.2004;3,2427;4,2124;2,5282;7,2847;0,1357;0,5669;0,2692;0,4169;3,1306;2,7287;1,2200;6,2047;9,7521;0,5172;0,5387;0,1137;0,1074;1,7569;2,7757;0,4700;0,6117;1,7204;6,0229;4,9082;228;/A/NBP/2004
24.11.2004;3,2030;4,2106;2,5240;7,2892;0,1356;0,5667;0,2691;0,4119;3,1067;2,7128;1,2194;6,1680;9,7332;0,5178;0,5382;0,1128;0,1071;1,7561;2,7797;0,4720;0,6041;1,7183;6,0087;4,8930;229;/A/NBP/2004
25.11.2004;3,1984;4,2185;2,5286;7,2909;0,1360;0,5678;0,2696;0,4115;3,1155;2,7118;1,2217;6,1724;9,7504;0,5184;0,5418;0,1130;0,1075;1,7593;2,7918;0,4726;0,6017;1,7203;6,0282;4,8970;230;/A/NBP/2004
26.11.2004;3,1912;4,2222;2,5167;7,2916;0,1362;0,5684;0,2698;0,4109;3,1024;2,7065;1,2229;6,1687;9,7668;0,5201;0,5397;0,1127;0,1075;1,7607;2,7867;0,4725;0,6023;1,7228;6,0395;4,9013;231;/A/NBP/2004
29.11.2004;3,1845;4,2203;2,4974;7,2833;0,1361;0,5681;0,2697;0,4094;3,0926;2,6830;1,2223;6,1538;9,7444;0,5225;0,5475;0,1130;0,1074;1,7600;2,7825;0,4730;0,5989;1,7154;6,0058;4,8991;232;/A/NBP/2004
30.11.2004;3,1793;4,2150;2,4594;7,2704;0,1360;0,5674;0,2694;0,4087;3,0851;2,6769;1,2208;6,1358;9,7378;0,5204;0,5509;0,1129;0,1073;1,7576;2,7846;0,4728;0,5977;1,7091;6,0223;4,8735;233;/A/NBP/2004
1.12.2004;3,1478;4,1827;2,4376;7,2184;0,1350;0,5630;0,2673;0,4045;3,0580;2,6443;1,2114;6,0910;9,6844;0,5138;0,5409;0,1123;0,1066;1,7442;2,7576;0,4679;0,5913;1,7064;6,0413;4,8321;234;/A/NBP/2004
2.12.2004;3,1196;4,1607;2,4303;7,1817;0,1347;0,5600;0,2659;0,4012;3,0442;2,6304;1,2050;6,0616;9,6413;0,5093;0,5389;0,1115;0,1064;1,7349;2,7323;0,4637;0,5886;1,7046;6,0458;4,8122;235;/A/NBP/2004
3.12.2004;3,1466;4,1778;2,4326;7,2099;0,1356;0,5623;0,2670;0,4047;3,0414;2,6418;1,2099;6,0950;9,6753;0,5096;0,5385;0,1126;0,1069;1,7421;2,7378;0,4650;0,5918;1,7070;6,0504;4,8327;236;/A/NBP/2004
6.12.2004;3,1034;4,1725;2,4105;7,2027;0,1355;0,5617;0,2667;0,3992;3,0309;2,5975;1,2085;6,0537;9,6541;0,5123;0,5414;0,1111;0,1068;1,7400;2,7313;0,4685;0,5832;1,7064;6,0274;4,8174;237;/A/NBP/2004
7.12.2004;3,1093;4,1802;2,4221;7,2191;0,1361;0,5627;0,2672;0,3998;3,0300;2,5974;1,2107;6,0640;9,6741;0,5130;0,5423;0,1114;0,1068;1,7427;2,7331;0,4703;0,5847;1,7010;6,0521;4,8079;238;/A/NBP/2004
8.12.2004;3,1393;4,1847;2,3944;7,2212;0,1361;0,5631;0,2675;0,4040;3,0258;2,5786;1,2119;6,0798;9,6935;0,5105;0,5367;0,1124;0,1069;1,7446;2,7303;0,4668;0,5904;1,7018;6,0670;4,8094;239;/A/NBP/2004
9.12.2004;3,1369;4,1718;2,3663;7,2058;0,1355;0,5614;0,2666;0,4033;3,0077;2,5666;1,2083;6,0650;9,6536;0,5071;0,5343;0,1120;0,1068;1,7396;2,7192;0,4640;0,5891;1,6913;6,0112;4,8176;240;/A/NBP/2004
10.12.2004;3,2017;4,2271;2,4029;7,2894;0,1367;0,5688;0,2702;0,4114;3,0238;2,6028;1,2242;6,1606;9,7918;0,5136;0,5445;0,1144;0,1079;1,7623;2,7562;0,4676;0,6038;1,6956;6,1103;4,8688;241;/A/NBP/2004
13.12.2004;3,1593;4,2009;2,3948;7,2554;0,1374;0,5654;0,2685;0,4063;3,0164;2,5865;1,2166;6,1108;9,7243;0,5124;0,5488;0,1129;0,1078;1,7514;2,7379;0,4688;0,5939;1,6983;6,0637;4,8541;242;/A/NBP/2004
14.12.2004;3,1470;4,1903;2,3938;7,2321;0,1368;0,5638;0,2678;0,4048;2,9987;2,5637;1,2136;6,0892;9,7031;0,5109;0,5503;0,1124;0,1078;1,7471;2,7267;0,4697;0,5920;1,6973;6,0632;4,8323;243;/A/NBP/2004
15.12.2004;3,1265;4,1653;2,3711;7,1915;0,1361;0,5603;0,2662;0,4022;2,9860;2,5315;1,2063;6,0547;9,6508;0,5058;0,5443;0,1120;0,1075;1,7368;2,7210;0,4644;0,5881;1,6944;6,0323;4,7991;244;/A/NBP/2004
16.12.2004;3,1042;4,1644;2,3683;7,1874;0,1360;0,5603;0,2662;0,3992;2,9790;2,5324;1,2061;6,0380;9,6432;0,5088;0,5426;0,1115;0,1074;1,7366;2,7179;0,4635;0,5856;1,6946;6,0441;4,7859;245;/A/NBP/2004
17.12.2004;3,1242;4,1532;2,3726;7,1786;0,1356;0,5589;0,2654;0,4015;2,9961;2,5365;1,2028;6,0511;9,6328;0,5059;0,5415;0,1120;0,1071;1,7319;2,7051;0,4618;0,5893;1,6866;6,0578;4,7772;246;/A/NBP/2004
20.12.2004;3,0843;4,1244;2,3565;7,1190;0,1353;0,5549;0,2636;0,3965;2,9584;2,5153;1,1945;5,9974;9,5627;0,5021;0,5361;0,1106;0,1067;1,7200;2,6842;0,4605;0,5799;1,6823;6,0166;4,7684;247;/A/NBP/2004
21.12.2004;3,0700;4,1093;2,3545;7,0923;0,1347;0,5528;0,2626;0,3945;2,9466;2,5051;1,1901;5,9646;9,5101;0,4981;0,5381;0,1100;0,1063;1,7138;2,6677;0,4583;0,5789;1,6759;5,9434;4,7275;248;/A/NBP/2004
22.12.2004;3,0625;4,1001;2,3462;7,0758;0,1339;0,5514;0,2620;0,3934;2,9399;2,4911;1,1875;5,9469;9,4778;0,4951;0,5399;0,1100;0,1058;1,7100;2,6594;0,4552;0,5775;1,6662;5,8973;4,7130;249;/A/NBP/2004
23.12.2004;3,0353;4,0832;2,3272;7,0473;0,1335;0,5490;0,2610;0,3900;2,9233;2,4555;1,1825;5,9078;9,4246;0,4925;0,5371;0,1090;0,1054;1,7029;2,6439;0,4525;0,5727;1,6578;5,8336;4,6839;250;/A/NBP/2004
24.12.2004;3,0140;4,0808;2,3167;7,0523;0,1337;0,5484;0,2608;0,3872;2,9101;2,4505;1,1819;5,8848;9,4093;0,4926;0,5331;0,1083;0,1050;1,7019;2,6423;0,4516;0,5671;1,6611;5,8094;4,6739;251;/A/NBP/2004
27.12.2004;3,0177;4,0817;2,3249;7,0459;0,1337;0,5485;0,2609;0,3874;2,9075;2,4559;1,1822;5,8827;9,4081;0,4926;0,5330;0,1086;0,1051;1,7023;2,6382;0,4516;0,5687;1,6602;5,8032;4,6749;252;/A/NBP/2004
28.12.2004;2,9716;4,0518;2,3206;6,9961;0,1325;0,5446;0,2590;0,3822;2,8814;2,4437;1,1734;5,8220;9,3338;0,4897;0,5273;0,1070;0,1043;1,6903;2,6229;0,4497;0,5593;1,6485;5,7619;4,6484;253;/A/NBP/2004
29.12.2004;2,9784;4,0586;2,3225;7,0042;0,1330;0,5455;0,2594;0,3829;2,8815;2,4480;1,1754;5,8259;9,3409;0,4908;0,5287;0,1071;0,1046;1,6929;2,6285;0,4525;0,5616;1,6520;5,7394;4,6171;254;/A/NBP/2004
30.12.2004;2,9953;4,0794;2,3221;7,0298;0,1337;0,5486;0,2607;0,3851;2,8865;2,4745;1,1815;5,8419;9,3844;0,4949;0,5294;0,1078;0,1051;1,7020;2,6413;0,4534;0,5650;1,6607;5,7533;4,6435;255;/A/NBP/2004
31.12.2004;2,9904;4,0790;2,3313;7,0443;0,1341;0,5483;0,2607;0,3846;2,9168;2,4827;1,1813;5,8384;9,3867;0,4950;0,5302;0,1077;0,1053;1,7013;2,6421;0,4521;0,5642;1,6590;5,7699;4,6410;256;/A/NBP/2004
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela z dnia;1 USD;1 EUR;1 AUD;1 CYP;1 CZK;1 DKK;1 EEK;1 HKD;100 JPY;1 CAD;1 LTL;1 LVL ;1 MTL;1 NOK;1 ZAR;1 RUB;1 SKK;100 SIT;1 CHF;1 SEK;1 UAH;100 HUF;1 GBP;1 XDR;NR TAB;
