KURS ŚREDNI;1 USD;1 EUR;1 AUD;1 CYP;1 CZK;1 DKK;1 EEK;1 HKD;100 JPY;1 CAD;1 LTL;1 LVL ;1 MTL;1 NOK;1 ZAR;1 RUB;1 SKK;100 SIT;1 CHF;1 SEK;1 UAH;100 HUF;1 GBP;1 XDR;NR TAB;
27.05.2004;3,8300;4,6555;2,7349;7,9513;0,1461;0,6258;0,2975;0,4916;3,4325;2,8039;1,3483;7,0758;10,9412;0,5696;0,5820;0,1322;0,1162;1,9497;3,0266;0,5126;0,7196;1,8505;6,9981;5,6157;103;/A/NBP/2004
28.05.2004;3,8012;4,6648;2,7156;7,9672;0,1467;0,6271;0,2981;0,4877;3,4392;2,7947;1,3511;7,0588;10,9477;0,5674;0,5837;0,1312;0,1164;1,9528;3,0510;0,5123;0,7138;1,8563;6,9843;5,6091;104;/A/NBP/2004
31.05.2004;3,8044;4,6509;2,7237;7,9611;0,1469;0,6253;0,2972;0,4881;3,4793;2,7960;1,3470;7,0623;10,9227;0,5669;0,5838;0,1312;0,1163;1,9462;3,0425;0,5118;0,7141;1,8518;6,9823;5,5784;105;/A/NBP/2004
1.06.2004;3,7960;4,6507;2,7177;7,9608;0,1468;0,6252;0,2972;0,4871;3,4726;2,7876;1,3469;7,0524;10,9171;0,5680;0,5871;0,1309;0,1163;1,9451;3,0423;0,5111;0,7130;1,8473;6,9736;5,5782;106;/A/NBP/2004
2.06.2004;3,7976;4,6600;2,6754;7,9849;0,1479;0,6266;0,2978;0,4872;3,4342;2,7830;1,3497;7,0521;10,9441;0,5682;0,5927;0,1306;0,1167;1,9485;3,0532;0,5101;0,7135;1,8536;7,0065;5,6040;107;/A/NBP/2004
3.06.2004;3,8098;4,6513;2,6540;7,9639;0,1477;0,6255;0,2973;0,4887;3,4378;2,7995;1,3472;7,0453;10,9211;0,5672;0,5885;0,1310;0,1165;1,9449;3,0455;0,5093;0,7153;1,8496;6,9808;5,5756;108;/A/NBP/2004
4.06.2004;3,8093;4,6500;2,6333;7,9739;0,1484;0,6254;0,2972;0,4885;3,4314;2,7937;1,3467;7,0337;10,9258;0,5673;0,5891;0,1312;0,1164;1,9445;3,0416;0,5078;0,7159;1,8434;7,0014;5,5781;109;/A/NBP/2004
7.06.2004;3,7815;4,6573;2,6482;7,9885;0,1485;0,6265;0,2977;0,4850;3,4347;2,8062;1,3489;7,0161;10,9057;0,5677;0,5847;0,1302;0,1165;1,9476;3,0555;0,5098;0,7103;1,8456;6,9585;5,5976;110;/A/NBP/2004
8.06.2004;3,7333;4,6014;2,6341;7,8974;0,1472;0,6189;0,2941;0,4786;3,3970;2,7780;1,3327;6,9335;10,7913;0,5616;0,5787;0,1287;0,1152;1,9243;3,0248;0,5054;0,7013;1,8310;6,8852;5,5053;111;/A/NBP/2004
9.06.2004;3,7644;4,6004;2,6286;7,8970;0,1468;0,6184;0,2940;0,4829;3,4609;2,7848;1,3323;6,9825;10,8079;0,5616;0,5698;0,1297;0,1152;1,9242;3,0308;0,5061;0,7071;1,8276;6,9137;5,5175;112;/A/NBP/2004
11.06.2004;3,8238;4,5898;2,6476;7,8802;0,1465;0,6174;0,2933;0,4916;3,4723;2,8004;1,3293;7,0326;10,8199;0,5538;0,5832;0,1317;0,1150;1,9190;3,0433;0,5012;0,7184;1,8067;6,9727;5,5486;113;/A/NBP/2004
14.06.2004;3,8080;4,5571;2,6170;7,8180;0,1453;0,6131;0,2913;0,4884;3,4332;2,7840;1,3198;6,9750;10,7314;0,5459;0,5793;0,1312;0,1145;1,9052;3,0112;0,4967;0,7154;1,7981;6,8807;5,5090;114;/A/NBP/2004
15.06.2004;3,7927;4,5654;2,5872;7,8389;0,1442;0,6142;0,2918;0,4884;3,4096;2,7540;1,3223;6,9642;10,7371;0,5502;0,5736;0,1306;0,1145;1,9087;3,0055;0,4983;0,7126;1,8051;6,8709;5,5381;115;/A/NBP/2004
16.06.2004;3,7750;4,5729;2,6273;7,8464;0,1432;0,6152;0,2923;0,4817;3,4501;2,7597;1,3244;6,9810;10,7610;0,5509;0,5790;0,1302;0,1144;1,9117;2,9996;0,5003;0,7095;1,8080;6,9103;5,5308;116;/A/NBP/2004
17.06.2004;3,8018;4,5714;2,6165;7,8519;0,1442;0,6149;0,2922;0,4877;3,4774;2,7725;1,3240;7,0151;10,7791;0,5479;0,5889;0,1311;0,1146;1,9115;3,0200;0,4995;0,7142;1,8008;6,9622;5,5398;117;/A/NBP/2004
18.06.2004;3,8114;4,5787;2,6024;7,8631;0,1440;0,6160;0,2926;0,4886;3,4851;2,7725;1,3261;7,0317;10,7988;0,5457;0,5851;0,1313;0,1147;1,9130;3,0280;0,4999;0,7158;1,7872;6,9771;5,5649;118;/A/NBP/2004
21.06.2004;3,7858;4,5819;2,6060;7,8788;0,1435;0,6165;0,2928;0,4856;3,4940;2,7750;1,3270;7,0113;10,7860;0,5480;0,5929;0,1305;0,1147;1,9143;3,0346;0,5011;0,7112;1,7993;6,9381;5,5636;119;/A/NBP/2004
22.06.2004;3,8050;4,5993;2,6156;7,9128;0,1441;0,6187;0,2940;0,4877;3,5074;2,7864;1,3320;7,0363;10,8193;0,5513;0,6043;0,1311;0,1151;1,9209;3,0431;0,5021;0,7143;1,7985;6,9413;5,5678;120;/A/NBP/2004
23.06.2004;3,7742;4,5804;2,5960;7,8796;0,1437;0,6162;0,2927;0,4841;3,4714;2,7789;1,3263;6,9839;10,7559;0,5490;0,5996;0,1301;0,1147;1,9125;3,0213;0,4991;0,7097;1,8006;6,8605;5,5460;121;/A/NBP/2004
24.06.2004;3,7583;4,5543;2,6090;7,8239;0,1433;0,6128;0,2911;0,4818;3,4884;2,7722;1,3190;6,9590;10,7009;0,5438;0,5926;0,1295;0,1140;1,9007;3,0145;0,4972;0,7063;1,7980;6,8332;5,5132;122;/A/NBP/2004
25.06.2004;3,7658;4,5671;2,6315;7,8567;0,1442;0,6145;0,2919;0,4829;3,4947;2,7978;1,3227;6,9711;10,7322;0,5482;0,5941;0,1297;0,1145;1,9051;3,0158;0,4986;0,7073;1,8029;6,8585;5,5229;123;/A/NBP/2004
28.06.2004;3,7327;4,5444;2,6113;7,8183;0,1429;0,6114;0,2904;0,4789;3,4549;2,7719;1,3161;6,9248;10,6726;0,5464;0,5922;0,1287;0,1138;1,8949;2,9865;0,4963;0,7020;1,7950;6,8229;5,4946;124;/A/NBP/2004
29.06.2004;3,7425;4,5485;2,6086;7,8160;0,1426;0,6120;0,2907;0,4797;3,4418;2,7768;1,3173;6,9321;10,6835;0,5463;0,6019;0,1289;0,1139;1,8954;2,9779;0,4987;0,7029;1,7958;6,8209;5,4751;125;/A/NBP/2004
30.06.2004;3,7470;4,5422;2,5849;7,8105;0,1426;0,6111;0,2903;0,4806;3,4412;2,7761;1,3155;6,9204;10,6612;0,5415;0,5983;0,1289;0,1138;1,8920;2,9726;0,4974;0,7041;1,7946;6,7749;5,4778;126;/A/NBP/2004
1.07.2004;3,7058;4,4998;2,5920;7,7329;0,1412;0,6054;0,2876;0,4751;3,4257;2,7785;1,3032;6,8527;10,5604;0,5343;0,5971;0,1276;0,1129;1,8753;2,9524;0,4906;0,6963;1,7930;6,7211;5,4280;127;/A/NBP/2004
2.07.2004;3,7166;4,5152;2,6144;7,7681;0,1416;0,6074;0,2886;0,4765;3,4098;2,7883;1,3077;6,8782;10,6053;0,5306;0,5974;0,1281;0,1134;1,8823;2,9713;0,4921;0,6982;1,7997;6,7623;5,4504;128;/A/NBP/2004
5.07.2004;3,6774;4,5211;2,6199;7,7789;0,1423;0,6081;0,2890;0,4716;3,3844;2,7750;1,3094;6,8444;10,5955;0,5317;0,5958;0,1266;0,1136;1,8853;2,9785;0,4923;0,6914;1,8067;6,7374;5,4565;129;/A/NBP/2004
6.07.2004;3,6859;4,5283;2,6350;7,7839;0,1424;0,6089;0,2894;0,4724;3,3683;2,7842;1,3115;6,8450;10,6149;0,5340;0,5942;0,1268;0,1137;1,8876;2,9799;0,4926;0,6927;1,8075;6,7531;5,4652;130;/A/NBP/2004
7.07.2004;3,6590;4,5209;2,6380;7,7712;0,1429;0,6080;0,2889;0,4692;3,3715;2,7676;1,3094;6,8286;10,6262;0,5364;0,5888;0,1259;0,1137;1,8847;2,9775;0,4925;0,6882;1,8031;6,7648;5,4098;131;/A/NBP/2004
8.07.2004;3,6674;4,5305;2,6358;7,7877;0,1442;0,6095;0,2896;0,4701;3,3627;2,7660;1,3122;6,8421;10,6238;0,5357;0,6021;0,1260;0,1140;1,8886;2,9842;0,4939;0,6895;1,8069;6,7868;5,4248;132;/A/NBP/2004
9.07.2004;3,6651;4,5379;2,6437;7,7998;0,1439;0,6104;0,2900;0,4698;3,3754;2,7799;1,3143;6,8450;10,6361;0,5359;0,6019;0,1259;0,1135;1,8920;2,9839;0,4939;0,6890;1,8088;6,7836;5,4318;133;/A/NBP/2004
12.07.2004;3,6288;4,5070;2,6367;7,7506;0,1433;0,6062;0,2881;0,4652;3,3648;2,7568;1,3053;6,8015;10,5674;0,5322;0,5990;0,1246;0,1130;1,8796;2,9685;0,4899;0,6825;1,7893;6,7637;5,3949;134;/A/NBP/2004
13.07.2004;3,6123;4,4723;2,6203;7,6896;0,1424;0,6015;0,2858;0,4633;3,3321;2,7298;1,2951;6,7552;10,4885;0,5287;0,5957;0,1241;0,1118;1,8646;2,9370;0,4854;0,6796;1,7821;6,7137;5,3524;135;/A/NBP/2004
14.07.2004;3,6102;4,4673;2,6179;7,6712;0,1420;0,6008;0,2855;0,4631;3,3075;2,7401;1,2939;6,7456;10,4829;0,5247;0,5919;0,1242;0,1116;1,8625;2,9286;0,4851;0,6793;1,7841;6,7127;5,3457;136;/A/NBP/2004
15.07.2004;3,5877;4,4293;2,5870;7,6144;0,1411;0,5957;0,2831;0,4599;3,2774;2,7111;1,2828;6,6883;10,3864;0,5205;0,5879;0,1234;0,1110;1,8469;2,9028;0,4819;0,6747;1,7744;6,6332;5,2916;137;/A/NBP/2004
16.07.2004;3,5844;4,4346;2,5948;7,6229;0,1414;0,5965;0,2834;0,4596;3,2718;2,7173;1,2843;6,6912;10,4001;0,5240;0,5887;0,1232;0,1112;1,8488;2,9037;0,4825;0,6743;1,7736;6,6501;5,2961;138;/A/NBP/2004
19.07.2004;3,5564;4,4195;2,6068;7,5930;0,1416;0,5944;0,2825;0,4559;3,2814;2,7193;1,2799;6,6654;10,3683;0,5213;0,5978;0,1223;0,1108;1,8423;2,8949;0,4802;0,6694;1,7699;6,6514;5,2841;139;/A/NBP/2004
20.07.2004;3,5905;4,4662;2,6255;7,6699;0,1428;0,6006;0,2854;0,4603;3,3114;2,7452;1,2935;6,7227;10,4644;0,5266;0,6044;0,1234;0,1121;1,8617;2,9232;0,4852;0,6757;1,7891;6,6824;5,3364;140;/A/NBP/2004
21.07.2004;3,6181;4,4655;2,6294;7,6687;0,1425;0,6005;0,2854;0,4640;3,3343;2,7489;1,2933;6,7562;10,4787;0,5255;0,6050;0,1244;0,1120;1,8613;2,9116;0,4860;0,6809;1,7873;6,6999;5,3433;141;/A/NBP/2004
22.07.2004;3,6398;4,4556;2,5980;7,6452;0,1416;0,5991;0,2848;0,4666;3,3153;2,7450;1,2904;6,7565;10,4604;0,5256;0,5982;0,1250;0,1119;1,8561;2,9067;0,4849;0,6831;1,7838;6,6871;5,3412;142;/A/NBP/2004
23.07.2004;3,6326;4,4388;2,5761;7,6314;0,1411;0,5969;0,2837;0,4655;3,3023;2,7519;1,2856;6,7392;10,4222;0,5236;0,5863;0,1248;0,1114;1,8493;2,9013;0,4829;0,6829;1,7822;6,6699;5,3263;143;/A/NBP/2004
26.07.2004;3,6535;4,4442;2,6009;7,6400;0,1410;0,5977;0,2840;0,4683;3,3274;2,7692;1,2871;6,7649;10,4545;0,5221;0,5926;0,1255;0,1114;1,8514;2,8992;0,4830;0,6872;1,7818;6,7163;5,3468;144;/A/NBP/2004
27.07.2004;3,6478;4,4395;2,6028;7,6254;0,1404;0,5970;0,2837;0,4677;3,3243;2,7436;1,2858;6,7629;10,4459;0,5230;0,5832;0,1254;0,1112;1,8491;2,8910;0,4826;0,6871;1,7854;6,7194;5,3550;145;/A/NBP/2004
28.07.2004;3,6711;4,4201;2,5590;7,6064;0,1397;0,5945;0,2825;0,4708;3,2993;2,7492;1,2802;6,7601;10,4027;0,5218;0,5818;0,1263;0,1103;1,8418;2,8767;0,4797;0,6902;1,7828;6,6729;5,3334;146;/A/NBP/2004
29.07.2004;3,6663;4,4091;2,5602;7,5940;0,1390;0,5930;0,2818;0,4702;3,2698;2,7528;1,2770;6,7402;10,3829;0,5225;0,5848;0,1261;0,1098;1,8374;2,8666;0,4780;0,6894;1,7856;6,6648;5,3364;147;/A/NBP/2004
30.07.2004;3,6299;4,3759;2,5456;7,5421;0,1378;0,5885;0,2797;0,4654;3,2576;2,7483;1,2674;6,6818;10,2938;0,5193;0,5814;0,1248;0,1092;1,8237;2,8406;0,4739;0,6823;1,7648;6,5917;5,2949;148;/A/NBP/2004
2.08.2004;3,6292;4,3816;2,5558;7,5525;0,1385;0,5892;0,2800;0,4649;3,2747;2,7333;1,2690;6,6930;10,3194;0,5202;0,5839;0,1244;0,1093;1,8260;2,8554;0,4750;0,6817;1,7625;6,6438;5,3055;149;/A/NBP/2004
3.08.2004;3,6770;4,4191;2,5743;7,6297;0,1395;0,5943;0,2824;0,4714;3,3117;2,7640;1,2798;6,7627;10,4077;0,5238;0,5802;0,1260;0,1102;1,8415;2,8740;0,4801;0,6909;1,7631;6,6895;5,3553;150;/A/NBP/2004
4.08.2004;3,6962;4,4409;2,5964;7,6580;0,1398;0,5973;0,2838;0,4739;3,3198;2,8000;1,2861;6,7961;10,4603;0,5281;0,5898;0,1267;0,1107;1,8506;2,8830;0,4829;0,6944;1,7693;6,7286;5,3820;151;/A/NBP/2004
5.08.2004;3,6565;4,4103;2,5790;7,6164;0,1390;0,5931;0,2819;0,4688;3,2945;2,7759;1,2772;6,7400;10,3833;0,5259;0,5862;0,1253;0,1099;1,8379;2,8679;0,4796;0,6883;1,7693;6,6712;5,3449;152;/A/NBP/2004
6.08.2004;3,6440;4,3930;2,5599;7,5879;0,1390;0,5909;0,2808;0,4672;3,2656;2,7612;1,2723;6,7089;10,3450;0,5268;0,5822;0,1247;0,1097;1,8304;2,8557;0,4779;0,6857;1,7707;6,6500;5,3223;153;/A/NBP/2004
9.08.2004;3,5666;4,3761;2,5551;7,5587;0,1386;0,5886;0,2797;0,4573;3,2302;2,7180;1,2675;6,6269;10,2689;0,5251;0,5787;0,1220;0,1096;1,8232;2,8453;0,4759;0,6720;1,7658;6,5742;5,2879;154;/A/NBP/2004
10.08.2004;3,5721;4,3833;2,5536;7,5659;0,1397;0,5896;0,2801;0,4580;3,2240;2,7093;1,2695;6,6298;10,2846;0,5274;0,5839;0,1221;0,1099;1,8262;2,8484;0,4776;0,6737;1,7793;6,5594;5,2615;155;/A/NBP/2004
11.08.2004;3,6311;4,4344;2,5807;7,6495;0,1409;0,5963;0,2834;0,4655;3,2653;2,7378;1,2843;6,7213;10,4045;0,5315;0,5852;0,1241;0,1108;1,8477;2,8765;0,4823;0,6827;1,7910;6,6309;5,3106;156;/A/NBP/2004
12.08.2004;3,5980;4,4148;2,5780;7,6150;0,1403;0,5936;0,2822;0,4614;3,2568;2,7208;1,2786;6,6810;10,3549;0,5307;0,5820;0,1229;0,1102;1,8393;2,8685;0,4799;0,6781;1,7825;6,5961;5,2937;157;/A/NBP/2004
13.08.2004;3,6551;4,4561;2,5853;7,7122;0,1413;0,5991;0,2848;0,4685;3,2669;2,7434;1,2905;6,7527;10,4505;0,5372;0,5611;0,1249;0,1106;1,8568;2,9018;0,4834;0,6870;1,7849;6,6400;5,3418;158;/A/NBP/2004
16.08.2004;3,6022;4,4500;2,5854;7,6810;0,1414;0,5983;0,2844;0,4618;3,2501;2,7477;1,2888;6,7074;10,4289;0,5372;0,5535;0,1233;0,1105;1,8541;2,9020;0,4818;0,6785;1,7946;6,6443;5,3307;159;/A/NBP/2004
17.08.2004;3,5860;4,4268;2,5742;7,6661;0,1407;0,5953;0,2829;0,4597;3,2472;2,7482;1,2822;6,6739;10,3696;0,5345;0,5447;0,1227;0,1101;1,8445;2,8855;0,4796;0,6751;1,7861;6,5904;5,2866;160;/A/NBP/2004
18.08.2004;3,6048;4,4442;2,5760;7,6956;0,1411;0,5977;0,2840;0,4622;3,2813;2,7579;1,2870;6,7067;10,4019;0,5349;0,5531;0,1234;0,1107;1,8519;2,8943;0,4820;0,6772;1,7958;6,5894;5,3064;161;/A/NBP/2004
19.08.2004;3,6184;4,4687;2,5947;7,7393;0,1415;0,6008;0,2856;0,4640;3,3043;2,7773;1,2943;6,7391;10,4507;0,5378;0,5566;0,1239;0,1114;1,8618;2,9088;0,4842;0,6804;1,8039;6,6017;5,3371;162;/A/NBP/2004
20.08.2004;3,6163;4,4725;2,6203;7,7392;0,1413;0,6013;0,2858;0,4637;3,3128;2,7880;1,2954;6,7438;10,4644;0,5411;0,5507;0,1238;0,1115;1,8636;2,9113;0,4858;0,6816;1,7734;6,6254;5,3383;163;/A/NBP/2004
23.08.2004;3,6332;4,4599;2,6213;7,7141;0,1406;0,5996;0,2850;0,4661;3,3199;2,7934;1,2917;6,7487;10,4398;0,5394;0,5458;0,1245;0,1111;1,8583;2,8949;0,4855;0,6849;1,7688;6,5980;5,3458;164;/A/NBP/2004
24.08.2004;3,6485;4,4346;2,5902;7,6703;0,1400;0,5962;0,2834;0,4677;3,3237;2,7970;1,2843;6,7334;10,3977;0,5362;0,5452;0,1248;0,1107;1,8478;2,8782;0,4837;0,6876;1,7755;6,5927;5,3199;165;/A/NBP/2004
25.08.2004;3,6700;4,4423;2,5949;7,6810;0,1401;0,5973;0,2839;0,4706;3,3417;2,8091;1,2866;6,7589;10,4169;0,5344;0,5465;0,1257;0,1107;1,8511;2,8878;0,4848;0,6908;1,7763;6,6017;5,3527;166;/A/NBP/2004
26.08.2004;3,6883;4,4473;2,6043;7,6956;0,1398;0,5981;0,2842;0,4727;3,3453;2,8181;1,2881;6,7789;10,4360;0,5337;0,5512;0,1261;0,1106;1,8531;2,8871;0,4860;0,6940;1,7823;6,6165;5,3718;167;/A/NBP/2004
27.08.2004;3,7054;4,4780;2,6203;7,7561;0,1405;0,6022;0,2862;0,4751;3,3803;2,8338;1,2969;6,8257;10,5068;0,5352;0,5576;0,1268;0,1113;1,8660;2,9060;0,4907;0,6961;1,7973;6,6647;5,3985;168;/A/NBP/2004
30.08.2004;3,6948;4,4437;2,5778;7,6887;0,1397;0,5975;0,2840;0,4734;3,3551;2,8048;1,2870;6,7848;10,4288;0,5318;0,5500;0,1263;0,1105;1,8517;2,8846;0,4862;0,6935;1,7830;6,6092;5,3745;169;/A/NBP/2004
31.08.2004;3,6816;4,4465;2,5722;7,6956;0,1395;0,5979;0,2842;0,4719;3,3522;2,7960;1,2878;6,7756;10,4304;0,5284;0,5501;0,1259;0,1105;1,8529;2,8829;0,4868;0,6926;1,7837;6,6089;5,3812;170;/A/NBP/2004
1.09.2004;3,6550;4,4462;2,5739;7,6957;0,1394;0,5978;0,2842;0,4683;3,3431;2,7803;1,2877;6,7494;10,4102;0,5312;0,5499;0,1249;0,1105;1,8529;2,8884;0,4870;0,6875;1,7876;6,5607;5,3627;171;/A/NBP/2004
2.09.2004;3,6428;4,4393;2,5507;7,6911;0,1399;0,5969;0,2837;0,4668;3,3306;2,7899;1,2857;6,7277;10,3892;0,5321;0,5496;0,1246;0,1105;1,8497;2,8934;0,4865;0,6845;1,7890;6,5419;5,3459;172;/A/NBP/2004
3.09.2004;3,6361;4,4263;2,5352;7,6706;0,1399;0,5952;0,2829;0,4662;3,3233;2,7988;1,2819;6,7147;10,3563;0,5323;0,5508;0,1244;0,1104;1,8444;2,8836;0,4847;0,6833;1,7852;6,5059;5,3233;173;/A/NBP/2004
6.09.2004;3,6576;4,4113;2,5320;7,6432;0,1391;0,5932;0,2819;0,4691;3,3183;2,8165;1,2776;6,7210;10,3309;0,5301;0,5514;0,1252;0,1099;1,8380;2,8777;0,4833;0,6876;1,7794;6,5049;5,3044;174;/A/NBP/2004
7.09.2004;3,6187;4,3790;2,5164;7,5893;0,1382;0,5889;0,2799;0,4640;3,3009;2,7878;1,2683;6,6525;10,2529;0,5256;0,5462;0,1239;0,1091;1,8245;2,8564;0,4796;0,6800;1,7680;6,4497;5,2656;175;/A/NBP/2004
8.09.2004;3,6388;4,3969;2,5164;7,6216;0,1383;0,5913;0,2810;0,4665;3,3228;2,8193;1,2734;6,6934;10,2912;0,5274;0,5453;0,1245;0,1094;1,8322;2,8625;0,4837;0,6843;1,7652;6,4627;5,3091;176;/A/NBP/2004
9.09.2004;3,6007;4,3883;2,4940;7,6074;0,1386;0,5901;0,2805;0,4617;3,2817;2,7936;1,2709;6,6494;10,2578;0,5275;0,5419;0,1233;0,1094;1,8283;2,8521;0,4814;0,6773;1,7628;6,4326;5,3098;177;/A/NBP/2004
10.09.2004;3,6012;4,4029;2,4886;7,6247;0,1385;0,5921;0,2814;0,4616;3,2710;2,7966;1,2751;6,6584;10,2871;0,5284;0,5395;0,1233;0,1096;1,8344;2,8545;0,4835;0,6768;1,7568;6,4422;5,2831;178;/A/NBP/2004
13.09.2004;3,5889;4,3976;2,5002;7,6235;0,1389;0,5913;0,2811;0,4601;3,2708;2,7799;1,2736;6,6474;10,2772;0,5269;0,5456;0,1228;0,1097;1,8327;2,8525;0,4838;0,6760;1,7621;6,4519;5,2676;179;/A/NBP/2004
14.09.2004;3,5802;4,3882;2,5092;7,6045;0,1391;0,5900;0,2805;0,4593;3,2593;2,7576;1,2709;6,6337;10,2468;0,5247;0,5488;0,1226;0,1096;1,8284;2,8423;0,4824;0,6760;1,7677;6,4362;5,2610;180;/A/NBP/2004
15.09.2004;3,5528;4,3515;2,4914;7,5390;0,1386;0,5850;0,2781;0,4555;3,2467;2,7391;1,2603;6,5782;10,1647;0,5177;0,5434;0,1216;0,1089;1,8133;2,8240;0,4777;0,6688;1,7530;6,3684;5,2131;181;/A/NBP/2004
16.09.2004;3,5761;4,3457;2,4882;7,5342;0,1383;0,5842;0,2777;0,4584;3,2587;2,7586;1,2589;6,5989;10,1630;0,5163;0,5460;0,1224;0,1089;1,8108;2,8170;0,4763;0,6718;1,7569;6,3771;5,2046;182;/A/NBP/2004
17.09.2004;3,5672;4,3518;2,4962;7,5362;0,1384;0,5850;0,2781;0,4574;3,2446;2,7650;1,2604;6,5951;10,1808;0,5155;0,5433;0,1221;0,1088;1,8133;2,8146;0,4774;0,6710;1,7604;6,4021;5,2335;183;/A/NBP/2004
20.09.2004;3,5515;4,3158;2,4833;7,4732;0,1376;0,5803;0,2758;0,4552;3,2334;2,7324;1,2499;6,5505;10,0966;0,5130;0,5417;0,1215;0,1081;1,7982;2,7920;0,4750;0,6670;1,7450;6,3416;5,1902;184;/A/NBP/2004
21.09.2004;3,5348;4,3146;2,4754;7,4802;0,1371;0,5801;0,2758;0,4532;3,2140;2,7302;1,2496;6,5368;10,0820;0,5142;0,5484;0,1210;0,1081;1,7978;2,7887;0,4761;0,6640;1,7500;6,3139;5,1942;185;/A/NBP/2004
22.09.2004;3,5213;4,3311;2,4819;7,5088;0,1374;0,5823;0,2768;0,4514;3,1970;2,7345;1,2544;6,5281;10,1076;0,5140;0,5441;0,1205;0,1084;1,8046;2,7998;0,4784;0,6617;1,7544;6,3122;5,1765;186;/A/NBP/2004
23.09.2004;3,5358;4,3487;2,5178;7,5367;0,1378;0,5847;0,2779;0,4534;3,1914;2,7569;1,2595;6,5517;10,1534;0,5214;0,5442;0,1210;0,1087;1,8120;2,8118;0,4800;0,6649;1,7661;6,3624;5,2044;187;/A/NBP/2004
24.09.2004;3,5423;4,3484;2,5264;7,5375;0,1377;0,5845;0,2779;0,4543;3,2023;2,7683;1,2593;6,5611;10,1598;0,5217;0,5515;0,1212;0,1087;1,8119;2,8116;0,4807;0,6655;1,7696;6,3722;5,1864;188;/A/NBP/2004
27.09.2004;3,5468;4,3484;2,5329;7,5428;0,1377;0,5846;0,2779;0,4547;3,1991;2,7776;1,2594;6,5651;10,1693;0,5208;0,5525;0,1214;0,1087;1,8119;2,8060;0,4806;0,6662;1,7678;6,4027;5,1866;189;/A/NBP/2004
28.09.2004;3,5483;4,3655;2,5338;7,5678;0,1383;0,5868;0,2790;0,4551;3,1825;2,7887;1,2644;6,5592;10,2069;0,5227;0,5540;0,1215;0,1090;1,8191;2,8130;0,4822;0,6669;1,7714;6,4265;5,2225;190;/A/NBP/2004
29.09.2004;3,5322;4,3528;2,5297;7,5576;0,1379;0,5850;0,2782;0,4529;3,1784;2,7778;1,2606;6,5431;10,1677;0,5214;0,5485;0,1209;0,1087;1,8136;2,8036;0,4802;0,6640;1,7624;6,3866;5,1796;191;/A/NBP/2004
30.09.2004;3,5569;4,3832;2,5467;7,6091;0,1386;0,5890;0,2801;0,4561;3,2117;2,7972;1,2693;6,5888;10,2268;0,5248;0,5518;0,1218;0,1094;1,8262;2,8217;0,4837;0,6686;1,7742;6,3932;5,2233;192;/A/NBP/2004
1.10.2004;3,5253;4,3787;2,5512;7,6085;0,1386;0,5885;0,2799;0,4521;3,1917;2,7893;1,2682;6,5569;10,2020;0,5247;0,5462;0,1207;0,1092;1,8243;2,8271;0,4847;0,6625;1,7753;6,3575;5,1835;193;/A/NBP/2004
4.10.2004;3,5088;4,3393;2,5359;7,5420;0,1375;0,5832;0,2773;0,4498;3,1707;2,7716;1,2567;6,5101;10,1126;0,5235;0,5425;0,1201;0,1083;1,8080;2,7977;0,4815;0,6588;1,7577;6,2966;5,1369;194;/A/NBP/2004
5.10.2004;3,5198;4,3223;2,5370;7,5118;0,1375;0,5809;0,2762;0,4512;3,1726;2,7635;1,2518;6,4992;10,0776;0,5217;0,5394;0,1204;0,1080;1,8010;2,7829;0,4774;0,6609;1,7592;6,2760;5,1528;195;/A/NBP/2004
6.10.2004;3,5086;4,3091;2,5322;7,4863;0,1372;0,5792;0,2754;0,4501;3,1540;2,7751;1,2480;6,4764;10,0469;0,5205;0,5378;0,1201;0,1077;1,7954;2,7727;0,4772;0,6581;1,7526;6,2469;5,1299;196;/A/NBP/2004
7.10.2004;3,5226;4,3272;2,5570;7,5184;0,1378;0,5815;0,2766;0,4518;3,1671;2,7965;1,2533;6,5036;10,0855;0,5230;0,5351;0,1206;0,1080;1,8031;2,7857;0,4788;0,6624;1,7599;6,2622;5,1595;197;/A/NBP/2004
8.10.2004;3,5166;4,3378;2,5595;7,5348;0,1382;0,5830;0,2772;0,4514;3,1857;2,7929;1,2563;6,5191;10,1091;0,5237;0,5329;0,1203;0,1083;1,8076;2,7960;0,4797;0,6619;1,7639;6,2867;5,1645;198;/A/NBP/2004
11.10.2004;3,4795;4,3156;2,5569;7,4924;0,1376;0,5801;0,2758;0,4466;3,1841;2,7753;1,2499;6,4774;10,0503;0,5244;0,5312;0,1196;0,1078;1,7985;2,7833;0,4767;0,6542;1,7580;6,2477;5,1426;199;/A/NBP/2004
12.10.2004;3,4855;4,2939;2,5376;7,4566;0,1369;0,5772;0,2744;0,4474;3,1742;2,7681;1,2436;6,4633;10,0114;0,5233;0,5336;0,1198;0,1073;1,7895;2,7720;0,4745;0,6552;1,7431;6,2280;5,1168;200;/A/NBP/2004
13.10.2004;3,4949;4,3046;2,5354;7,4739;0,1366;0,5787;0,2751;0,4483;3,1816;2,7644;1,2467;6,4726;10,0387;0,5244;0,5307;0,1200;0,1075;1,7940;2,7840;0,4745;0,6587;1,7420;6,2594;5,1309;201;/A/NBP/2004
