data;1 USD;1 AUD;1 HKD;1 CAD;1 EUR;100 HUF;1 CHF;1 CYP;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;1 NOK;1 SKK;1 SEK;1 MTL;1 LTL;1 LVL;1 ZAR;1 RUB;100 SIT;1 XDR;;Nr tabeli;
19.05.2005;3,2858;2,4961;0,4218;2,6077;4,1594;1,6547;2,6962;7,2137;6,0518;0,6554;3,0689;0,1380;0,5586;0,2658;0,5121;0,1070;0,4526;9,6877;1,2046;5,9731;0,5159;0,1175;1,7366;4,9110;;96;/A/NBP/2005
20.05.2005;3,2915;2,5047;0,4226;2,6192;4,1615;1,6531;2,6920;7,2123;6,0522;0,6524;3,0626;0,1376;0,5588;0,2660;0,5121;0,1070;0,4528;9,6948;1,2053;5,9779;0,5157;0,1177;1,7374;4,9134;;97;/A/NBP/2005
23.05.2005;3,3459;2,5335;0,4296;2,6502;4,1967;1,6599;2,7120;7,2752;6,1118;0,6621;3,0996;0,1382;0,5634;0,2682;0,5165;0,1075;0,4571;9,7734;1,2154;6,0267;0,5109;0,1192;1,7523;4,9630;;98;/A/NBP/2005
24.05.2005;3,3263;2,5303;0,4275;2,6405;4,1862;1,6496;2,7057;7,2639;6,0908;0,6569;3,0931;0,1379;0,5619;0,2675;0,5166;0,1072;0,4560;9,7512;1,2124;6,0134;0,5115;0,1187;1,7480;4,9580;;99;/A/NBP/2005
25.05.2005;3,3274;2,5292;0,4276;2,6397;4,1843;1,6405;2,7071;7,2556;6,0761;0,6584;3,0948;0,1374;0,5619;0,2674;0,5180;0,1069;0,4561;9,7445;1,2119;6,0115;0,5077;0,1187;1,7471;4,9414;;100;/A/NBP/2005
27.05.2005;3,3362;2,5391;0,4288;2,6356;4,1823;1,6473;2,7039;7,2628;6,0891;0,6618;3,0930;0,1369;0,5619;0,2673;0,5232;0,1066;0,4549;9,7421;1,2112;6,0086;0,5022;0,1188;1,7462;4,9610;;101;/A/NBP/2005
30.05.2005;3,3120;2,5238;0,4255;2,6346;4,1467;1,6303;2,6813;7,1973;6,0395;0,6584;3,0698;0,1359;0,5571;0,2650;0,5203;0,1062;0,4518;9,6592;1,2010;5,9566;0,4989;0,1178;1,7314;4,9068;;102;/A/NBP/2005
31.05.2005;3,3265;2,5213;0,4277;2,6426;4,1212;1,6230;2,6719;7,1561;6,0539;0,6542;3,0825;0,1353;0,5536;0,2634;0,5178;0,1056;0,4503;9,5998;1,1935;5,9217;0,4964;0,1180;1,7209;4,8766;;103;/A/NBP/2005
1.06.2005;3,3788;2,5422;0,4342;2,6911;4,1515;1,6330;2,7068;7,2093;6,1422;0,6659;3,1135;0,1366;0,5579;0,2653;0,5238;0,1060;0,4542;9,6693;1,2024;5,9639;0,4952;0,1192;1,7334;4,9657;;104;/A/NBP/2005
2.06.2005;3,3638;2,5311;0,4320;2,6875;4,1314;1,6344;2,6940;7,1888;6,1170;0,6632;3,1074;0,1362;0,5552;0,2640;0,5221;0,1060;0,4513;9,6225;1,1965;5,9346;0,4900;0,1186;1,7250;4,9657;;105;/A/NBP/2005
3.06.2005;3,3569;2,5387;0,4313;2,6909;4,1215;1,6440;2,6855;7,1722;6,0996;0,6649;3,1099;0,1365;0,5539;0,2634;0,5208;0,1063;0,4513;9,6005;1,1936;5,9208;0,4936;0,1183;1,7209;4,9473;;106;/A/NBP/2005
6.06.2005;3,3353;2,5378;0,4281;2,6706;4,0920;1,6417;2,6716;7,1233;6,0654;0,6576;3,1117;0,1357;0,5500;0,2615;0,5189;0,1058;0,4478;9,5296;1,1852;5,8780;0,4935;0,1172;1,7086;4,9071;;107;/A/NBP/2005
7.06.2005;3,3004;2,5374;0,4243;2,6541;4,0630;1,6303;2,6546;7,0819;6,0461;0,6524;3,0950;0,1350;0,5459;0,2597;0,5161;0,1053;0,4447;9,4418;1,1767;5,8385;0,4953;0,1162;1,6964;4,8669;;108;/A/NBP/2005
8.06.2005;3,3017;2,5376;0,4242;2,6459;4,0650;1,6245;2,6511;7,0788;6,0604;0,6544;3,0887;0,1349;0,5461;0,2598;0,5141;0,1052;0,4446;9,4359;1,1773;5,8405;0,4935;0,1164;1,6969;4,8904;;109;/A/NBP/2005
9.06.2005;3,3022;2,5340;0,4244;2,6317;4,0375;1,6144;2,6342;7,0315;6,0243;0,6518;3,0785;0,1348;0,5423;0,2580;0,5098;0,1047;0,4393;9,4048;1,1693;5,8006;0,4838;0,1161;1,6860;4,8462;;110;/A/NBP/2005
10.06.2005;3,2947;2,5268;0,4233;2,6202;4,0255;1,6117;2,6250;7,0131;6,0055;0,6504;3,0655;0,1342;0,5407;0,2573;0,5137;0,1043;0,4367;9,3769;1,1659;5,7817;0,4900;0,1157;1,6811;4,8470;;111;/A/NBP/2005
13.06.2005;3,3455;2,5510;0,4300;2,6620;4,0350;1,6172;2,6246;7,0308;6,0440;0,6621;3,0744;0,1344;0,5423;0,2579;0,5149;0,1045;0,4365;9,3990;1,1686;5,7987;0,4931;0,1175;1,6853;4,8607;;112;/A/NBP/2005
14.06.2005;3,3421;2,5586;0,4299;2,6635;4,0545;1,6247;2,6339;7,0654;6,0479;0,6661;3,0592;0,1350;0,5449;0,2591;0,5153;0,1050;0,4368;9,4422;1,1742;5,8267;0,4876;0,1170;1,6935;4,9059;;113;/A/NBP/2005
15.06.2005;3,3483;2,5593;0,4307;2,6767;4,0325;1,6230;2,6208;7,0240;6,0503;0,6672;3,0626;0,1348;0,5418;0,2577;0,5130;0,1052;0,4354;9,3932;1,1679;5,7917;0,4865;0,1170;1,6843;4,8735;;114;/A/NBP/2005
16.06.2005;3,3411;2,5654;0,4299;2,6986;4,0433;1,6295;2,6284;7,0428;6,0792;0,6627;3,0581;0,1350;0,5432;0,2584;0,5134;0,1057;0,4355;9,4184;1,1710;5,8089;0,4921;0,1167;1,6889;4,8907;;115;/A/NBP/2005
17.06.2005;3,3453;2,5869;0,4306;2,7020;4,0624;1,6385;2,6363;7,0798;6,1103;0,6655;3,0709;0,1357;0,5458;0,2596;0,5164;0,1060;0,4388;9,4628;1,1765;5,8355;0,5023;0,1172;1,6968;4,9126;;116;/A/NBP/2005
20.06.2005;3,3484;2,6038;0,4306;2,7182;4,0896;1,6454;2,6477;7,1303;6,1116;0,6633;3,0771;0,1362;0,5493;0,2614;0,5199;0,1063;0,4431;9,5262;1,1845;5,8746;0,5001;0,1175;1,7081;4,9298;;117;/A/NBP/2005
21.06.2005;3,3508;2,5916;0,4310;2,6984;4,0517;1,6350;2,6254;7,0630;6,0937;0,6666;3,0649;0,1352;0,5441;0,2590;0,5165;0,1058;0,4372;9,4368;1,1735;5,8218;0,4939;0,1173;1,6921;4,8789;;118;/A/NBP/2005
22.06.2005;3,3205;2,5829;0,4273;2,6933;4,0473;1,6335;2,6275;7,0584;6,0525;0,6611;3,0590;0,1356;0,5435;0,2587;0,5147;0,1057;0,4368;9,4288;1,1721;5,8155;0,4930;0,1163;1,6904;4,8960;;119;/A/NBP/2005
23.06.2005;3,3239;2,5716;0,4278;2,6863;4,0178;1,6231;2,6075;7,0094;6,0509;0,6574;3,0577;0,1349;0,5394;0,2568;0,5072;0,1050;0,4290;9,3590;1,1636;5,7739;0,4905;0,1161;1,6781;4,8619;;120;/A/NBP/2005
24.06.2005;3,3396;2,5822;0,4297;2,7111;4,0265;1,6304;2,6145;7,0215;6,0690;0,6627;3,0567;0,1347;0,5406;0,2573;0,5056;0,1051;0,4284;9,3803;1,1662;5,7848;0,4936;0,1165;1,6817;4,8853;;121;/A/NBP/2005
27.06.2005;3,3151;2,5494;0,4265;2,6882;4,0306;1,6304;2,6147;7,0299;6,0592;0,6592;3,0328;0,1346;0,5411;0,2576;0,5078;0,1053;0,4291;9,3866;1,1673;5,7903;0,4973;0,1160;1,6834;4,8809;;122;/A/NBP/2005
28.06.2005;3,3555;2,5749;0,4318;2,7179;4,0621;1,6370;2,6297;7,0824;6,1047;0,6659;3,0543;0,1354;0,5453;0,2596;0,5107;0,1058;0,4322;9,4610;1,1765;5,8351;0,5050;0,1172;1,6964;4,9027;;123;/A/NBP/2005
29.06.2005;3,3664;2,5644;0,4331;2,7297;4,0557;1,6380;2,6243;7,0731;6,1071;0,6702;3,0509;0,1352;0,5444;0,2592;0,5126;0,1056;0,4297;9,4461;1,1746;5,8267;0,4990;0,1174;1,6936;4,9065;;124;/A/NBP/2005
30.06.2005;3,3461;2,5491;0,4303;2,7185;4,0401;1,6328;2,6072;7,0477;6,0251;0,6644;3,0270;0,1345;0,5422;0,2582;0,5110;0,1054;0,4286;9,4087;1,1701;5,8010;0,5008;0,1167;1,6875;4,8905;;125;/A/NBP/2005
1.07.2005;3,3441;2,5358;0,4302;2,7179;4,0306;1,6327;2,5957;7,0281;5,9426;0,6648;3,0113;0,1342;0,5408;0,2576;0,5120;0,1051;0,4256;9,3855;1,1673;5,7903;0,4988;0,1166;1,6833;4,8553;;126;/A/NBP/2005
4.07.2005;3,3643;2,5254;0,4327;2,7035;4,0122;1,6239;2,5913;6,9984;5,9273;0,6694;3,0157;0,1339;0,5383;0,2564;0,5091;0,1047;0,4235;9,3459;1,1620;5,7647;0,4922;0,1168;1,6756;4,8339;;127;/A/NBP/2005
5.07.2005;3,3706;2,5166;0,4337;2,7198;4,0231;1,6263;2,5927;7,0174;5,9351;0,6713;3,0174;0,1341;0,5398;0,2571;0,5097;0,1053;0,4257;9,3713;1,1651;5,7799;0,4928;0,1170;1,6800;4,8470;;128;/A/NBP/2005
6.07.2005;3,4005;2,5269;0,4374;2,7368;4,0553;1,6402;2,6090;7,0748;5,9755;0,6758;3,0426;0,1349;0,5441;0,2592;0,5115;0,1057;0,4316;9,4463;1,1745;5,8262;0,4988;0,1180;1,6937;4,9280;;129;/A/NBP/2005
7.07.2005;3,4491;2,5647;0,4432;2,7929;4,1195;1,6581;2,6561;7,1906;6,0332;0,6856;3,0775;0,1362;0,5526;0,2633;0,5210;0,1061;0,4377;9,5947;1,1931;5,9175;0,5044;0,1195;1,7202;4,9951;;130;/A/NBP/2005
8.07.2005;3,4351;2,5395;0,4418;2,7943;4,0885;1,6513;2,6323;7,1328;5,9673;0,6845;3,0583;0,1352;0,5485;0,2613;0,5194;0,1055;0,4337;9,5236;1,1841;5,8751;0,4962;0,1191;1,7075;4,9506;;131;/A/NBP/2005
11.07.2005;3,4010;2,5305;0,4372;2,8014;4,0865;1,6532;2,6270;7,1262;5,9315;0,6774;3,0378;0,1353;0,5481;0,2612;0,5168;0,1054;0,4319;9,5201;1,1835;5,8706;0,4974;0,1184;1,7064;4,9501;;132;/A/NBP/2005
12.07.2005;3,3725;2,5381;0,4335;2,7814;4,1084;1,6628;2,6402;7,1669;5,9585;0,6724;3,0373;0,1355;0,5509;0,2626;0,5203;0,1058;0,4346;9,5689;1,1899;5,9041;0,5083;0,1179;1,7156;4,9525;;133;/A/NBP/2005
13.07.2005;3,3918;2,5490;0,4359;2,8158;4,1329;1,6766;2,6525;7,2096;5,9828;0,6724;3,0444;0,1367;0,5541;0,2641;0,5236;0,1063;0,4404;9,6259;1,1970;5,9372;0,5192;0,1186;1,7256;4,9541;;134;/A/NBP/2005
14.07.2005;3,4371;2,5882;0,4419;2,8534;4,1523;1,6836;2,6663;7,2409;6,0534;0,6848;3,0700;0,1371;0,5567;0,2654;0,5247;0,1062;0,4433;9,6723;1,2026;5,9655;0,5139;0,1199;1,7340;4,9694;;135;/A/NBP/2005
15.07.2005;3,4343;2,5839;0,4416;2,8342;4,1587;1,6849;2,6666;7,2508;6,0473;0,6843;3,0696;0,1374;0,5575;0,2658;0,5219;0,1062;0,4427;9,6883;1,2045;5,9747;0,5198;0,1200;1,7366;5,0023;;136;/A/NBP/2005
18.07.2005;3,4194;2,5624;0,4398;2,7993;4,1281;1,6750;2,6456;7,2018;5,9763;0,6794;3,0487;0,1367;0,5533;0,2638;0,5194;0,1058;0,4398;9,6159;1,1956;5,9316;0,5147;0,1193;1,7239;4,9676;;137;/A/NBP/2005
19.07.2005;3,4270;2,5741;0,4407;2,8078;4,1098;1,6679;2,6292;7,1662;5,9653;0,6834;3,0419;0,1364;0,5507;0,2627;0,5122;0,1055;0,4365;9,5744;1,1903;5,9049;0,5099;0,1193;1,7160;4,9413;;138;/A/NBP/2005
20.07.2005;3,4240;2,5773;0,4404;2,8149;4,1339;1,6786;2,6450;7,2082;5,9374;0,6824;3,0323;0,1367;0,5539;0,2642;0,5181;0,1056;0,4390;9,6305;1,1973;5,9382;0,5133;0,1195;1,7261;4,9905;;139;/A/NBP/2005
21.07.2005;3,3964;2,5869;0,4368;2,7914;4,1334;1,6852;2,6447;7,2073;5,9401;0,6778;3,0199;0,1370;0,5538;0,2642;0,5182;0,1062;0,4365;9,6271;1,1971;5,9384;0,5171;0,1189;1,7260;4,9638;;140;/A/NBP/2005
22.07.2005;3,3747;2,5903;0,4342;2,7777;4,1094;1,6748;2,6291;7,1642;5,9179;0,6739;3,0424;0,1361;0,5508;0,2626;0,5158;0,1057;0,4338;9,5723;1,1902;5,9043;0,5131;0,1180;1,7159;4,9000;;141;/A/NBP/2005
25.07.2005;3,4062;2,5934;0,4383;2,7998;4,1112;1,6733;2,6311;7,1686;5,9226;0,6790;3,0506;0,1360;0,5510;0,2628;0,5186;0,1056;0,4363;9,5788;1,1907;5,9065;0,5099;0,1188;1,7164;4,9279;;142;/A/NBP/2005
26.07.2005;3,4255;2,6015;0,4405;2,8069;4,1165;1,6763;2,6376;7,1766;5,9534;0,6838;3,0545;0,1361;0,5518;0,2631;0,5213;0,1054;0,4369;9,5866;1,1923;5,9124;0,5124;0,1194;1,7186;4,9473;;143;/A/NBP/2005
27.07.2005;3,4305;2,5862;0,4410;2,7841;4,1179;1,6774;2,6359;7,1790;5,9624;0,6832;3,0472;0,1361;0,5519;0,2632;0,5207;0,1053;0,4358;9,5921;1,1926;5,9152;0,5131;0,1194;1,7194;4,9712;;144;/A/NBP/2005
28.07.2005;3,3885;2,5576;0,4354;2,7432;4,0852;1,6666;2,6116;7,1183;5,9069;0,6748;3,0049;0,1352;0,5475;0,2611;0,5160;0,1044;0,4347;9,5148;1,1832;5,8683;0,5097;0,1181;1,7055;4,9245;;145;/A/NBP/2005
29.07.2005;3,3689;2,5604;0,4335;2,7413;4,0758;1,6637;2,6114;7,1038;5,9087;0,6729;3,0008;0,1351;0,5464;0,2605;0,5161;0,1045;0,4340;9,4941;1,1805;5,8548;0,5088;0,1177;1,7018;4,8846;;146;/A/NBP/2005
1.08.2005;3,3270;2,5349;0,4281;2,7354;4,0666;1,6592;2,6055;7,0902;5,8787;0,6631;2,9751;0,1350;0,5451;0,2599;0,5183;0,1043;0,4324;9,4704;1,1778;5,8424;0,5073;0,1164;1,6980;4,8823;;147;/A/NBP/2005
2.08.2005;3,3178;2,5383;0,4268;2,7343;4,0559;1,6559;2,6056;7,0697;5,8807;0,6621;2,9791;0,1350;0,5437;0,2592;0,5170;0,1042;0,4329;9,4477;1,1746;5,8270;0,5100;0,1161;1,6934;4,8455;;148;/A/NBP/2005
3.08.2005;3,3331;2,5514;0,4285;2,7459;4,0792;1,6679;2,6202;7,1134;5,9136;0,6649;2,9855;0,1361;0,5467;0,2607;0,5194;0,1048;0,4351;9,5042;1,1815;5,8605;0,5129;0,1166;1,7031;4,8763;;149;/A/NBP/2005
4.08.2005;3,3078;2,5505;0,4256;2,7222;4,0738;1,6675;2,6164;7,1040;5,8709;0,6601;2,9729;0,1364;0,5460;0,2604;0,5186;0,1050;0,4351;9,4894;1,1799;5,8519;0,5126;0,1161;1,7009;4,8488;;150;/A/NBP/2005
5.08.2005;3,2920;2,5373;0,4237;2,7118;4,0768;1,6708;2,6151;7,1111;5,8541;0,6574;2,9524;0,1365;0,5464;0,2606;0,5183;0,1050;0,4368;9,4964;1,1807;5,8562;0,5110;0,1160;1,7021;4,8507;;151;/A/NBP/2005
8.08.2005;3,2851;2,5187;0,4227;2,7025;4,0638;1,6680;2,6043;7,0878;5,8670;0,6588;2,9308;0,1375;0,5447;0,2597;0,5124;0,1054;0,4360;9,4672;1,1770;5,8396;0,5080;0,1156;1,6967;4,8120;;152;/A/NBP/2005
9.08.2005;3,2658;2,4933;0,4203;2,6914;4,0429;1,6578;2,5965;7,0489;5,8289;0,6602;2,9161;0,1374;0,5418;0,2584;0,5113;0,1051;0,4330;9,4196;1,1709;5,8083;0,5062;0,1151;1,6880;4,7980;;153;/A/NBP/2005
10.08.2005;3,2556;2,4882;0,4190;2,6765;4,0330;1,6552;2,5911;7,0347;5,8297;0,6556;2,9343;0,1372;0,5405;0,2578;0,5095;0,1050;0,4313;9,3933;1,1680;5,7945;0,5090;0,1147;1,6837;4,7817;;154;/A/NBP/2005
11.08.2005;3,2503;2,5024;0,4183;2,6885;4,0332;1,6570;2,5949;7,0363;5,8639;0,6505;2,9487;0,1377;0,5405;0,2578;0,5107;0,1050;0,4323;9,3948;1,1681;5,7969;0,5097;0,1145;1,6840;4,7912;;155;/A/NBP/2005
12.08.2005;3,2353;2,5045;0,4164;2,6966;4,0331;1,6545;2,5951;7,0349;5,8744;0,6512;2,9558;0,1371;0,5405;0,2578;0,5112;0,1047;0,4337;9,3968;1,1681;5,7943;0,5108;0,1143;1,6841;4,7909;;156;/A/NBP/2005
16.08.2005;3,2717;2,5131;0,4211;2,7192;4,0361;1,6542;2,6011;7,0426;5,9259;0,6576;2,9961;0,1376;0,5409;0,2580;0,5065;0,1050;0,4339;9,4005;1,1689;5,7986;0,5075;0,1151;1,6851;4,8064;;157;/A/NBP/2005
17.08.2005;3,2765;2,5016;0,4216;2,7250;4,0252;1,6492;2,5977;7,0266;5,9159;0,6591;2,9801;0,1367;0,5396;0,2573;0,5080;0,1042;0,4309;9,3762;1,1658;5,7846;0,5070;0,1151;1,6806;4,8110;;158;/A/NBP/2005
18.08.2005;3,2685;2,4824;0,4207;2,6965;4,0110;1,6455;2,5938;7,0018;5,9094;0,6555;2,9668;0,1365;0,5379;0,2564;0,5051;0,1040;0,4298;9,3453;1,1617;5,7638;0,5033;0,1147;1,6747;4,7969;;159;/A/NBP/2005
19.08.2005;3,3074;2,4849;0,4255;2,7103;4,0180;1,6505;2,5960;7,0165;5,9271;0,6616;2,9887;0,1368;0,5389;0,2568;0,5036;0,1040;0,4298;9,3605;1,1637;5,7709;0,5055;0,1156;1,6777;4,8208;;160;/A/NBP/2005
22.08.2005;3,3110;2,4997;0,4260;2,7347;4,0331;1,6550;2,5996;7,0410;5,9503;0,6651;3,0160;0,1371;0,5410;0,2578;0,5054;0,1043;0,4305;9,3957;1,1680;5,7943;0,5073;0,1158;1,6840;4,8420;;161;/A/NBP/2005
23.08.2005;3,2843;2,4824;0,4226;2,7333;4,0203;1,6404;2,5874;7,0205;5,9096;0,6590;2,9873;0,1358;0,5391;0,2569;0,5014;0,1040;0,4287;9,3659;1,1644;5,7759;0,5065;0,1151;1,6787;4,8206;;162;/A/NBP/2005
24.08.2005;3,2931;2,4788;0,4236;2,7445;4,0118;1,6329;2,5797;7,0038;5,9010;0,6632;2,9782;0,1353;0,5378;0,2564;0,5039;0,1034;0,4304;9,3450;1,1619;5,7633;0,5064;0,1152;1,6750;4,8065;;163;/A/NBP/2005
25.08.2005;3,2938;2,5037;0,4238;2,7708;4,0538;1,6464;2,6180;7,0796;5,9431;0,6639;2,9964;0,1362;0,5436;0,2591;0,5106;0,1041;0,4342;9,4450;1,1741;5,8244;0,5096;0,1157;1,6925;4,8593;;164;/A/NBP/2005
26.08.2005;3,2952;2,5008;0,4241;2,7603;4,0576;1,6508;2,6229;7,0863;5,9500;0,6645;3,0046;0,1367;0,5441;0,2593;0,5111;0,1045;0,4348;9,4517;1,1751;5,8282;0,5101;0,1159;1,6943;4,8578;;165;/A/NBP/2005
29.08.2005;3,3032;2,4948;0,4251;2,7667;4,0660;1,6541;2,6306;7,0997;5,9601;0,6612;2,9937;0,1373;0,5451;0,2599;0,5144;0,1046;0,4362;9,4723;1,1776;5,8415;0,5121;0,1161;1,6978;4,8567;;166;/A/NBP/2005
30.08.2005;3,3153;2,4847;0,4267;2,7651;4,0500;1,6535;2,6128;7,0736;5,9306;0,6645;2,9830;0,1371;0,5430;0,2588;0,5114;0,1045;0,4340;9,4340;1,1730;5,8181;0,5107;0,1161;1,6912;4,8310;;167;/A/NBP/2005
31.08.2005;3,3140;2,4805;0,4266;2,7830;4,0495;1,6549;2,6117;7,0703;5,9182;0,6645;2,9758;0,1368;0,5429;0,2588;0,5140;0,1043;0,4328;9,4317;1,1728;5,8170;0,5095;0,1161;1,6908;4,8539;;168;/A/NBP/2005
1.09.2005;3,2171;2,4336;0,4141;2,7073;3,9818;1,6339;2,5746;6,9527;5,8184;0,6461;2,9088;0,1355;0,5339;0,2545;0,5069;0,1033;0,4266;9,2751;1,1532;5,7197;0,5047;0,1131;1,6626;4,7727;;169;/A/NBP/2005
2.09.2005;3,1609;2,4207;0,4069;2,6707;3,9747;1,6307;2,5770;6,9397;5,8127;0,6331;2,8924;0,1355;0,5331;0,2540;0,5110;0,1032;0,4280;9,2575;1,1512;5,7087;0,5047;0,1119;1,6597;4,7267;;170;/A/NBP/2005
5.09.2005;3,1355;2,4111;0,4038;2,6472;3,9398;1,6175;2,5542;6,8787;5,7981;0,6274;2,8816;0,1357;0,5284;0,2518;0,5037;0,1031;0,4242;9,1762;1,1411;5,6619;0,5035;0,1114;1,6449;4,6626;;171;/A/NBP/2005
6.09.2005;3,1699;2,4300;0,4082;2,6636;3,9525;1,6188;2,5607;6,9003;5,8383;0,6345;2,8925;0,1357;0,5301;0,2526;0,5043;0,1033;0,4247;9,2090;1,1448;5,6764;0,5028;0,1123;1,6508;4,6776;;172;/A/NBP/2005
7.09.2005;3,1352;2,4081;0,4037;2,6400;3,9142;1,6054;2,5347;6,8346;5,7698;0,6279;2,8530;0,1341;0,5250;0,2502;0,5015;0,1025;0,4204;9,1176;1,1336;5,6218;0,4963;0,1111;1,6350;4,6451;;173;/A/NBP/2005
8.09.2005;3,1638;2,4346;0,4074;2,6689;3,9308;1,6109;2,5483;6,8636;5,8157;0,6341;2,8648;0,1348;0,5271;0,2512;0,5055;0,1030;0,4216;9,1563;1,1385;5,6457;0,4995;0,1119;1,6417;4,6719;;174;/A/NBP/2005
9.09.2005;3,1848;2,4615;0,4103;2,7015;3,9542;1,6164;2,5622;6,9033;5,8481;0,6333;2,8780;0,1352;0,5304;0,2527;0,5082;0,1035;0,4232;9,2108;1,1452;5,6809;0,5041;0,1127;1,6516;4,6996;;175;/A/NBP/2005
12.09.2005;3,1911;2,4640;0,4112;2,6972;3,9363;1,6088;2,5497;6,8714;5,8367;0,6374;2,9076;0,1349;0,5280;0,2516;0,5052;0,1032;0,4231;9,1691;1,1400;5,6544;0,5021;0,1125;1,6440;4,6772;;176;/A/NBP/2005
13.09.2005;3,2023;2,4645;0,4128;2,7035;3,9337;1,6043;2,5429;6,8741;5,8329;0,6389;2,8891;0,1345;0,5276;0,2514;0,5026;0,1025;0,4229;9,1641;1,1392;5,6498;0,5019;0,1129;1,6429;4,7019;;177;/A/NBP/2005
14.09.2005;3,2036;2,4688;0,4130;2,7169;3,9379;1,6026;2,5447;6,8760;5,8452;0,6404;2,9047;0,1342;0,5281;0,2517;0,5037;0,1021;0,4216;9,1728;1,1405;5,6567;0,5033;0,1132;1,6444;4,7110;;178;/A/NBP/2005
15.09.2005;3,1844;2,4455;0,4103;2,6860;3,8911;1,5863;2,5174;6,7925;5,7642;0,6355;2,8817;0,1332;0,5219;0,2487;0,4998;0,1012;0,4171;9,0638;1,1270;5,5895;0,4975;0,1122;1,6247;4,6453;;179;/A/NBP/2005
16.09.2005;3,1738;2,4377;0,4090;2,6834;3,8936;1,5861;2,5105;6,7981;5,7436;0,6336;2,8644;0,1336;0,5222;0,2488;0,5000;0,1015;0,4167;9,0686;1,1276;5,5943;0,4993;0,1121;1,6258;4,6702;;180;/A/NBP/2005
19.09.2005;3,2077;2,4513;0,4132;2,7160;3,8960;1,5832;2,5135;6,8023;5,7826;0,6411;2,8780;0,1332;0,5224;0,2490;0,4992;0,1013;0,4178;9,0742;1,1284;5,5973;0,4978;0,1128;1,6271;4,6670;;181;/A/NBP/2005
20.09.2005;3,2014;2,4682;0,4124;2,7386;3,8913;1,5808;2,5070;6,7941;5,7743;0,6392;2,8749;0,1319;0,5217;0,2487;0,5007;0,1009;0,4167;9,0643;1,1270;5,5922;0,4999;0,1127;1,6248;4,6802;;182;/A/NBP/2005
21.09.2005;3,1923;2,4607;0,4112;2,7324;3,9033;1,5819;2,5160;6,8150;5,7818;0,6366;2,8708;0,1326;0,5233;0,2495;0,5008;0,1015;0,4178;9,0901;1,1304;5,6078;0,5015;0,1125;1,6298;4,6933;;183;/A/NBP/2005
22.09.2005;3,1977;2,4579;0,4121;2,7460;3,9065;1,5786;2,5159;6,8200;5,7788;0,6371;2,8759;0,1324;0,5236;0,2497;0,5025;0,1013;0,4170;9,0986;1,1314;5,6124;0,5041;0,1127;1,6313;4,6787;;184;/A/NBP/2005
23.09.2005;3,2241;2,4511;0,4153;2,7462;3,9083;1,5753;2,5126;6,8202;5,7543;0,6421;2,8888;0,1323;0,5238;0,2498;0,5019;0,1013;0,4173;9,0986;1,1320;5,6186;0,5069;0,1133;1,6320;4,6798;;185;/A/NBP/2005
26.09.2005;3,2436;2,4575;0,4180;2,7551;3,9123;1,5796;2,5141;6,8295;5,7547;0,6461;2,8834;0,1324;0,5243;0,2500;0,4996;0,1014;0,4180;9,1132;1,1330;5,6211;0,5074;0,1137;1,6336;4,7039;;186;/A/NBP/2005
27.09.2005;3,2327;2,4443;0,4168;2,7557;3,8935;1,5777;2,5000;6,7955;5,7219;0,6433;2,8665;0,1323;0,5218;0,2488;0,4973;0,1008;0,4149;9,0715;1,1276;5,5937;0,5069;0,1133;1,6257;4,6959;;187;/A/NBP/2005
28.09.2005;3,2515;2,4634;0,4191;2,7581;3,9059;1,5748;2,5097;6,8178;5,7486;0,6469;2,8741;0,1328;0,5234;0,2496;0,4994;0,1012;0,4159;9,0972;1,1312;5,6115;0,5040;0,1139;1,6308;4,7118;;188;/A/NBP/2005
29.09.2005;3,2390;2,4668;0,4176;2,7629;3,9048;1,5688;2,5053;6,8200;5,7217;0,6438;2,8740;0,1318;0,5233;0,2496;0,4995;0,1005;0,4165;9,0979;1,1309;5,6091;0,5074;0,1136;1,6302;4,7002;;189;/A/NBP/2005
30.09.2005;3,2575;2,4749;0,4199;2,7893;3,9166;1,5693;2,5180;6,8370;5,7281;0,6442;2,8765;0,1325;0,5249;0,2503;0,4975;0,1008;0,4207;9,1232;1,1343;5,6269;0,5117;0,1141;1,6351;4,7097;;190;/A/NBP/2005
3.10.2005;3,2799;2,4988;0,4232;2,8149;3,9158;1,5672;2,5188;6,8333;5,7581;0,6485;2,8795;0,1325;0,5247;0,2503;0,4964;0,1008;0,4210;9,1214;1,1341;5,6225;0,5117;0,1146;1,6349;4,7133;;191;/A/NBP/2005
4.10.2005;3,2978;2,5151;0,4250;2,8225;3,9322;1,5679;2,5358;6,8637;5,7912;0,6498;2,8832;0,1328;0,5269;0,2513;0,4991;0,1012;0,4220;9,1596;1,1388;5,6497;0,5123;0,1151;1,6417;4,7514;;192;/A/NBP/2005
5.10.2005;3,2857;2,4951;0,4234;2,7998;3,9293;1,5737;2,5329;6,8586;5,8001;0,6469;2,8901;0,1327;0,5265;0,2511;0,4982;0,1013;0,4223;9,1528;1,1380;5,6427;0,5088;0,1148;1,6404;4,7449;;193;/A/NBP/2005
