data;1 USD;1 AUD;1 HKD;1 CAD;1 EUR;100 HUF;1 CHF;1 CYP;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;1 NOK;1 SKK;1 SEK;1 MTL;1 LTL;1 LVL;1 ZAR;1 RUB;100 SIT;1 XDR;;Nr tabeli;
13.01.2005;3,0914;2,3674;0,3967;2,5725;4,0908;1,6555;2,6428;7,0301;5,8427;0,5830;3,0183;0,1346;0,5498;0,2615;0,4993;0,1060;0,4519;9,4563;1,1848;5,8717;0,5172;0,1109;1,7061;4,7455;;9;/A/NBP/2005
14.01.2005;3,1043;2,3589;0,3981;2,5614;4,0703;1,6471;2,6258;7,0021;5,8089;0,5846;3,0260;0,1339;0,5471;0,2601;0,4981;0,1054;0,4500;9,4067;1,1789;5,8423;0,5115;0,1111;1,6978;4,7086;;10;/A/NBP/2005
17.01.2005;3,1087;2,3597;0,3988;2,5633;4,0751;1,6526;2,6377;7,0061;5,8141;0,5866;3,0527;0,1339;0,5478;0,2604;0,4969;0,1055;0,4497;9,4233;1,1802;5,8533;0,5112;0,1111;1,6995;4,7437;;11;/A/NBP/2005
18.01.2005;3,1338;2,3579;0,4018;2,5579;4,0810;1,6553;2,6415;7,0132;5,8404;0,5903;3,0477;0,1343;0,5485;0,2608;0,4995;0,1056;0,4505;9,4479;1,1819;5,8601;0,5146;0,1114;1,7022;4,7505;;12;/A/NBP/2005
19.01.2005;3,1221;2,3836;0,4003;2,5639;4,0859;1,6568;2,6470;7,0192;5,8546;0,5888;3,0412;0,1349;0,5491;0,2611;0,5014;0,1057;0,4528;9,4548;1,1833;5,8697;0,5205;0,1109;1,7041;4,7613;;13;/A/NBP/2005
20.01.2005;3,1640;2,4037;0,4059;2,5696;4,1086;1,6637;2,6653;7,0655;5,9078;0,5968;3,0801;0,1354;0,5522;0,2626;0,5030;0,1062;0,4548;9,5228;1,1899;5,9023;0,5200;0,1124;1,7137;4,7889;;14;/A/NBP/2005
21.01.2005;3,1449;2,4073;0,4031;2,5638;4,0874;1,6551;2,6440;7,0158;5,8563;0,5920;3,0334;0,1346;0,5492;0,2612;0,4983;0,1057;0,4518;9,4638;1,1838;5,8710;0,5216;0,1116;1,7048;4,7642;;15;/A/NBP/2005
24.01.2005;3,1133;2,3983;0,3991;2,5615;4,0731;1,6535;2,6355;6,9918;5,8589;0,5862;3,0272;0,1346;0,5473;0,2603;0,4968;0,1055;0,4491;9,4339;1,1797;5,8522;0,5226;0,1112;1,6987;4,7620;;16;/A/NBP/2005
25.01.2005;3,1116;2,3938;0,3989;2,5432;4,0650;1,6542;2,6328;6,9815;5,8456;0,5860;3,0188;0,1349;0,5462;0,2598;0,4955;0,1054;0,4483;9,4163;1,1773;5,8405;0,5243;0,1113;1,6954;4,7392;;17;/A/NBP/2005
26.01.2005;3,1306;2,4120;0,4012;2,5364;4,0720;1,6565;2,6284;6,9840;5,8712;0,5893;3,0269;0,1353;0,5471;0,2602;0,4944;0,1056;0,4482;9,4412;1,1793;5,8497;0,5241;0,1115;1,6982;4,7533;;18;/A/NBP/2005
27.01.2005;3,1088;2,4069;0,3985;2,5155;4,0619;1,6567;2,6263;6,9583;5,8575;0,5855;3,0099;0,1348;0,5458;0,2596;0,4919;0,1057;0,4478;9,4134;1,1764;5,8361;0,5228;0,1108;1,6941;4,7457;;19;/A/NBP/2005
28.01.2005;3,1163;2,4137;0,3996;2,5132;4,0643;1,6565;2,6295;6,9720;5,8762;0,5877;3,0173;0,1344;0,5461;0,2598;0,4928;0,1058;0,4472;9,4256;1,1771;5,8395;0,5235;0,1110;1,6950;4,7479;;20;/A/NBP/2005
31.01.2005;3,1200;2,4095;0,3998;2,5109;4,0503;1,6484;2,6136;6,9587;5,8657;0,5881;3,0078;0,1340;0,5443;0,2589;0,4910;0,1059;0,4451;9,4018;1,1730;5,8194;0,5197;0,1110;1,6892;4,7256;;21;/A/NBP/2005
1.02.2005;3,1088;2,4039;0,3986;2,5071;4,0540;1,6504;2,6124;6,9519;5,8487;0,5863;2,9927;0,1349;0,5448;0,2591;0,4893;0,1064;0,4460;9,3984;1,1741;5,8235;0,5170;0,1112;1,6908;4,7289;;22;/A/NBP/2005
2.02.2005;3,1046;2,4051;0,3979;2,5210;4,0583;1,6529;2,6144;6,9521;5,8490;0,5852;2,9964;0,1351;0,5454;0,2594;0,4905;0,1064;0,4468;9,4040;1,1753;5,8305;0,5148;0,1108;1,6928;4,7346;;23;/A/NBP/2005
3.02.2005;3,0621;2,3739;0,3924;2,4713;3,9854;1,6320;2,5616;6,8267;5,7722;0,5777;2,9417;0,1328;0,5354;0,2547;0,4822;0,1048;0,4393;9,2469;1,1543;5,7261;0,5041;0,1093;1,6626;4,6461;;24;/A/NBP/2005
4.02.2005;3,0739;2,3640;0,3941;2,4748;3,9851;1,6320;2,5572;6,8261;5,7839;0,5796;2,9490;0,1331;0,5354;0,2547;0,4807;0,1047;0,4387;9,2537;1,1541;5,7257;0,4999;0,1098;1,6624;4,6575;;25;/A/NBP/2005
7.02.2005;3,0822;2,3778;0,3922;2,4568;3,9597;1,6219;2,5416;6,7890;5,7629;0,5817;2,9496;0,1324;0,5319;0,2531;0,4770;0,1040;0,4365;9,2054;1,1468;5,6921;0,4976;0,1096;1,6520;4,6339;;26;/A/NBP/2005
8.02.2005;3,1092;2,3804;0,3986;2,4763;3,9688;1,6259;2,5449;6,8035;5,7745;0,5866;2,9454;0,1327;0,5334;0,2537;0,4755;0,1043;0,4369;9,2298;1,1495;5,7019;0,4953;0,1103;1,6554;4,6672;;27;/A/NBP/2005
9.02.2005;3,1321;2,4085;0,4017;2,5132;4,0062;1,6397;2,5712;6,8829;5,8378;0,5903;2,9680;0,1336;0,5383;0,2560;0,4791;0,1052;0,4415;9,3189;1,1603;5,7556;0,5027;0,1112;1,6711;4,7121;;28;/A/NBP/2005
10.02.2005;3,1275;2,4272;0,4008;2,5028;4,0004;1,6364;2,5698;6,8712;5,8171;0,5896;2,9542;0,1334;0,5376;0,2557;0,4746;0,1051;0,4406;9,3022;1,1586;5,7489;0,5008;0,1112;1,6686;4,7143;;29;/A/NBP/2005
11.02.2005;3,1362;2,4547;0,4022;2,5250;4,0352;1,6507;2,5927;6,9131;5,8651;0,5920;2,9695;0,1343;0,5422;0,2579;0,4789;0,1059;0,4439;9,3776;1,1687;5,7973;0,5118;0,1117;1,6833;4,7458;;30;/A/NBP/2005
14.02.2005;3,0962;2,4370;0,3968;2,5176;4,0189;1,6440;2,5862;6,8953;5,8355;0,5841;2,9557;0,1335;0,5399;0,2569;0,4774;0,1054;0,4413;9,3311;1,1639;5,7739;0,5100;0,1104;1,6762;4,7120;;31;/A/NBP/2005
15.02.2005;3,0699;2,4114;0,3936;2,4856;3,9865;1,6331;2,5689;6,8291;5,7943;0,5796;2,9227;0,1322;0,5355;0,2548;0,4753;0,1047;0,4393;9,2569;1,1545;5,7294;0,5074;0,1095;1,6629;4,6585;;32;/A/NBP/2005
16.02.2005;3,0560;2,3909;0,3916;2,4746;3,9765;1,6319;2,5700;6,8307;5,7806;0,5766;2,9059;0,1320;0,5343;0,2541;0,4756;0,1044;0,4381;9,2337;1,1517;5,7142;0,5124;0,1090;1,6585;4,6297;;33;/A/NBP/2005
17.02.2005;3,0622;2,4083;0,3925;2,4821;3,9971;1,6424;2,5820;6,8661;5,7904;0,5782;2,9065;0,1329;0,5370;0,2555;0,4778;0,1050;0,4392;9,2600;1,1576;5,7430;0,5125;0,1094;1,6671;4,6498;;34;/A/NBP/2005
18.02.2005;3,0568;2,4043;0,3919;2,4810;3,9925;1,6434;2,5812;6,8476;5,7955;0,5765;2,9010;0,1333;0,5364;0,2552;0,4819;0,1049;0,4393;9,2644;1,1563;5,7380;0,5133;0,1094;1,6652;4,6497;;35;/A/NBP/2005
21.02.2005;3,0517;2,4085;0,3911;2,4779;3,9848;1,6365;2,5778;6,8274;5,7893;0,5755;2,8903;0,1330;0,5353;0,2547;0,4805;0,1047;0,4373;9,2498;1,1541;5,7253;0,5124;0,1092;1,6621;4,6363;;36;/A/NBP/2005
22.02.2005;3,0110;2,3885;0,3859;2,4548;3,9688;1,6353;2,5761;6,8093;5,7419;0,5678;2,8914;0,1329;0,5332;0,2537;0,4803;0,1043;0,4366;9,1966;1,1494;5,7023;0,5132;0,1082;1,6555;4,6177;;37;/A/NBP/2005
23.02.2005;2,9954;2,3661;0,3839;2,4327;3,9582;1,6309;2,5723;6,7905;5,7195;0,5648;2,8586;0,1322;0,5319;0,2530;0,4793;0,1045;0,4351;9,1678;1,1464;5,6863;0,5148;0,1077;1,6513;4,5888;;38;/A/NBP/2005
24.02.2005;2,9757;2,3402;0,3814;2,3912;3,9428;1,6257;2,5635;6,7635;5,6653;0,5611;2,8327;0,1318;0,5298;0,2520;0,4785;0,1041;0,4344;9,1205;1,1419;5,6625;0,5095;0,1072;1,6447;4,5633;;39;/A/NBP/2005
25.02.2005;2,9627;2,3234;0,3800;2,3850;3,9123;1,6133;2,5358;6,6951;5,6569;0,5590;2,8174;0,1311;0,5257;0,2500;0,4740;0,1033;0,4310;9,0657;1,1331;5,6207;0,5065;0,1067;1,6321;4,5159;;40;/A/NBP/2005
28.02.2005;2,9501;2,3376;0,3782;2,3942;3,9119;1,6156;2,5410;6,6950;5,6756;0,5570;2,8277;0,1317;0,5257;0,2500;0,4757;0,1032;0,4323;9,0658;1,1329;5,6201;0,5090;0,1066;1,6320;4,5301;;41;/A/NBP/2005
1.03.2005;2,9560;2,3309;0,3789;2,3958;3,9028;1,6134;2,5408;6,6783;5,6789;0,5586;2,8322;0,1315;0,5244;0,2494;0,4746;0,1031;0,4311;9,0531;1,1303;5,6079;0,5040;0,1067;1,6281;4,5101;;42;/A/NBP/2005
2.03.2005;2,9845;2,3222;0,3827;2,3980;3,9122;1,6151;2,5404;6,7139;5,6967;0,5629;2,8423;0,1319;0,5257;0,2500;0,4763;0,1033;0,4315;9,0834;1,1330;5,6198;0,5060;0,1077;1,6319;4,5292;;43;/A/NBP/2005
3.03.2005;2,9837;2,3355;0,3825;2,4047;3,9233;1,6195;2,5399;6,7226;5,6963;0,5635;2,8444;0,1324;0,5271;0,2507;0,4781;0,1036;0,4329;9,0996;1,1362;5,6341;0,5033;0,1076;1,6368;4,5631;;44;/A/NBP/2005
4.03.2005;2,9944;2,3467;0,3837;2,4058;3,9278;1,6192;2,5357;6,7395;5,7065;0,5651;2,8403;0,1325;0,5277;0,2510;0,4778;0,1037;0,4344;9,1132;1,1376;5,6397;0,4992;0,1078;1,6386;4,5565;;45;/A/NBP/2005
7.03.2005;2,9364;2,3181;0,3764;2,3836;3,8839;1,6051;2,5086;6,6602;5,6280;0,5540;2,7982;0,1314;0,5218;0,2482;0,4726;0,1034;0,4296;9,0020;1,1249;5,5759;0,4997;0,1058;1,6204;4,5087;;46;/A/NBP/2005
8.03.2005;2,9354;2,3319;0,3765;2,3889;3,8869;1,6087;2,5045;6,6797;5,6377;0,5547;2,7959;0,1316;0,5222;0,2484;0,4744;0,1035;0,4301;9,0089;1,1257;5,5818;0,5022;0,1058;1,6216;4,5006;;47;/A/NBP/2005
9.03.2005;2,9066;2,3158;0,3727;2,4074;3,8862;1,6096;2,5047;6,6693;5,5997;0,5483;2,7900;0,1325;0,5219;0,2484;0,4753;0,1035;0,4300;8,9896;1,1255;5,5824;0,5054;0,1056;1,6212;4,4918;;48;/A/NBP/2005
10.03.2005;2,9527;2,3423;0,3784;2,4569;3,9633;1,6238;2,5599;6,8098;5,6960;0,5586;2,8358;0,1345;0,5323;0,2533;0,4836;0,1052;0,4376;9,1584;1,1479;5,6944;0,5055;0,1075;1,6532;4,5703;;49;/A/NBP/2005
11.03.2005;2,9492;2,3299;0,3781;2,4465;3,9559;1,6261;2,5529;6,7942;5,6582;0,5564;2,8305;0,1341;0,5313;0,2528;0,4841;0,1052;0,4365;9,1360;1,1457;5,6834;0,5043;0,1074;1,6503;4,5435;;50;/A/NBP/2005
14.03.2005;2,9690;2,3429;0,3806;2,4563;3,9802;1,6286;2,5675;6,8259;5,6998;0,5620;2,8323;0,1346;0,5345;0,2544;0,4879;0,1057;0,4389;9,1953;1,1527;5,7199;0,5050;0,1081;1,6604;4,5657;;51;/A/NBP/2005
15.03.2005;2,9969;2,3604;0,3840;2,4801;4,0019;1,6328;2,5810;6,8626;5,7346;0,5669;2,8590;0,1350;0,5374;0,2558;0,4899;0,1060;0,4403;9,2465;1,1590;5,7494;0,4945;0,1090;1,6697;4,6007;;52;/A/NBP/2005
16.03.2005;3,0459;2,4088;0,3906;2,5286;4,0687;1,6514;2,6277;6,9747;5,8521;0,5768;2,9243;0,1359;0,5463;0,2600;0,4979;0,1057;0,4474;9,4085;1,1784;5,8467;0,4990;0,1108;1,6974;4,6731;;53;/A/NBP/2005
17.03.2005;3,0783;2,4383;0,3948;2,5523;4,1248;1,6637;2,6693;7,0709;5,9290;0,5840;2,9536;0,1374;0,5538;0,2636;0,5066;0,1067;0,4530;9,5360;1,1946;5,9269;0,5046;0,1121;1,7210;4,7434;;54;/A/NBP/2005
18.03.2005;3,0496;2,4113;0,3910;2,5270;4,0614;1,6530;2,6220;6,9580;5,8467;0,5770;2,9087;0,1364;0,5453;0,2596;0,4990;0,1061;0,4461;9,3960;1,1762;5,8332;0,5018;0,1109;1,6944;4,6690;;55;/A/NBP/2005
21.03.2005;3,0840;2,4318;0,3954;2,5435;4,0770;1,6555;2,6283;7,0003;5,8772;0,5840;2,9302;0,1364;0,5474;0,2606;0,5008;0,1057;0,4460;9,4397;1,1808;5,8557;0,5056;0,1118;1,7009;4,7061;;56;/A/NBP/2005
22.03.2005;3,1063;2,4439;0,3980;2,5683;4,0915;1,6587;2,6354;7,0060;5,9015;0,5877;2,9542;0,1365;0,5494;0,2615;0,5008;0,1053;0,4482;9,4765;1,1849;5,8773;0,5088;0,1126;1,7071;4,7281;;57;/A/NBP/2005
23.03.2005;3,1656;2,4581;0,4061;2,6070;4,1250;1,6635;2,6521;7,0688;5,9502;0,5992;2,9964;0,1371;0,5538;0,2636;0,5044;0,1053;0,4524;9,5630;1,1946;5,9254;0,5080;0,1144;1,7210;4,7771;;58;/A/NBP/2005
24.03.2005;3,1758;2,4536;0,4071;2,6104;4,1284;1,6711;2,6571;7,0589;5,9384;0,5994;2,9863;0,1371;0,5542;0,2639;0,5036;0,1056;0,4533;9,5653;1,1957;5,9312;0,5126;0,1147;1,7225;4,7973;;59;/A/NBP/2005
25.03.2005;3,1789;2,4587;0,4076;2,6181;4,1218;1,6668;2,6518;7,0476;5,9482;0,6023;2,9887;0,1369;0,5533;0,2634;0,5024;0,1055;0,4522;9,5589;1,1937;5,9226;0,5113;0,1147;1,7196;4,7977;;60;/A/NBP/2005
29.03.2005;3,2217;2,4887;0,4128;2,6577;4,1659;1,6764;2,6841;7,1279;6,0332;0,6087;3,0056;0,1379;0,5592;0,2663;0,5063;0,1064;0,4560;9,6701;1,2065;5,9859;0,5064;0,1157;1,7380;4,8490;;61;/A/NBP/2005
30.03.2005;3,1793;2,4542;0,4073;2,6289;4,1193;1,6642;2,6553;7,0421;5,9665;0,6007;2,9587;0,1367;0,5530;0,2633;0,5036;0,1058;0,4508;9,5575;1,1930;5,9181;0,5025;0,1142;1,7185;4,8059;;62;/A/NBP/2005
31.03.2005;3,1518;2,4399;0,4042;2,5980;4,0837;1,6521;2,6341;6,9789;5,9291;0,5971;2,9481;0,1366;0,5482;0,2610;0,4973;0,1058;0,4467;9,4826;1,1828;5,8670;0,5050;0,1131;1,7037;4,7602;;63;/A/NBP/2005
1.04.2005;3,1478;2,4315;0,4036;2,5973;4,0834;1,6511;2,6329;6,9885;5,9373;0,5955;2,9355;0,1359;0,5481;0,2610;0,4986;0,1055;0,4458;9,4841;1,1826;5,8648;0,5062;0,1129;1,7035;4,7588;;64;/A/NBP/2005
4.04.2005;3,1948;2,4559;0,4095;2,6214;4,1164;1,6637;2,6497;7,0432;5,9853;0,6041;2,9590;0,1373;0,5525;0,2631;0,5019;0,1057;0,4488;9,5641;1,1922;5,9114;0,5144;0,1145;1,7171;4,7984;;65;/A/NBP/2005
5.04.2005;3,2212;2,4588;0,4130;2,6355;4,1288;1,6688;2,6565;7,0620;6,0367;0,6094;2,9624;0,1375;0,5542;0,2639;0,5059;0,1060;0,4504;9,6276;1,1958;5,9309;0,5136;0,1152;1,7224;4,8213;;66;/A/NBP/2005
6.04.2005;3,1868;2,4420;0,4086;2,6169;4,1075;1,6640;2,6486;7,0190;5,9977;0,6044;2,9477;0,1371;0,5513;0,2625;0,5033;0,1057;0,4483;9,5523;1,1896;5,9012;0,5221;0,1144;1,7135;4,8103;;67;/A/NBP/2005
7.04.2005;3,1761;2,4416;0,4071;2,6029;4,1038;1,6672;2,6475;7,0289;5,9722;0,6005;2,9352;0,1370;0,5510;0,2623;0,5027;0,1055;0,4487;9,5448;1,1885;5,8941;0,5210;0,1141;1,7123;4,8019;;68;/A/NBP/2005
11.04.2005;3,1607;2,4459;0,4051;2,5801;4,0971;1,6654;2,6463;7,0204;5,9742;0,6024;2,9285;0,1370;0,5500;0,2619;0,5012;0,1057;0,4468;9,5215;1,1866;5,8862;0,5181;0,1137;1,7092;4,7975;;69;/A/NBP/2005
12.04.2005;3,1479;2,4399;0,4036;2,5537;4,0878;1,6616;2,6391;7,0099;5,9520;0,5954;2,9199;0,1367;0,5487;0,2613;0,4999;0,1057;0,4465;9,4966;1,1839;5,8729;0,5128;0,1134;1,7052;4,7568;;70;/A/NBP/2005
13.04.2005;3,1494;2,4510;0,4037;2,5519;4,0732;1,6561;2,6305;6,9866;5,9602;0,5990;2,9339;0,1363;0,5467;0,2603;0,4976;0,1054;0,4450;9,4737;1,1797;5,8519;0,5141;0,1133;1,6991;4,7401;;71;/A/NBP/2005
14.04.2005;3,1988;2,4792;0,4102;2,5805;4,1172;1,6695;2,6510;7,0669;6,0378;0,6096;2,9649;0,1373;0,5525;0,2631;0,4999;0,1060;0,4493;9,5860;1,1924;5,9142;0,5181;0,1150;1,7176;4,8110;;72;/A/NBP/2005
15.04.2005;3,2166;2,4680;0,4124;2,5856;4,1318;1,6711;2,6603;7,0926;6,0570;0,6120;2,9739;0,1376;0,5544;0,2641;0,5018;0,1058;0,4500;9,6189;1,1966;5,9361;0,5089;0,1153;1,7240;4,8457;;73;/A/NBP/2005
18.04.2005;3,2115;2,4645;0,4116;2,5818;4,1678;1,6779;2,6935;7,1477;6,0991;0,6147;2,9872;0,1383;0,5592;0,2664;0,5075;0,1061;0,4540;9,6914;1,2071;5,9878;0,5117;0,1154;1,7390;4,8677;;74;/A/NBP/2005
19.04.2005;3,2300;2,4791;0,4143;2,5883;4,1984;1,6814;2,7159;7,2094;6,1610;0,6114;3,0101;0,1386;0,5633;0,2683;0,5116;0,1056;0,4567;9,7671;1,2159;6,0318;0,5179;0,1163;1,7519;4,8974;;75;/A/NBP/2005
20.04.2005;3,2005;2,4728;0,4102;2,5809;4,1725;1,6749;2,7023;7,1686;6,1252;0,6204;2,9915;0,1378;0,5599;0,2667;0,5089;0,1053;0,4541;9,7057;1,2084;5,9945;0,5175;0,1153;1,7414;4,8599;;76;/A/NBP/2005
21.04.2005;3,1874;2,4703;0,4085;2,5732;4,1729;1,6787;2,7049;7,1705;6,0949;0,6368;2,9794;0,1381;0,5602;0,2667;0,5116;0,1055;0,4541;9,6920;1,2085;5,9951;0,5242;0,1150;1,7414;4,8527;;77;/A/NBP/2005
22.04.2005;3,2111;2,5002;0,4121;2,5952;4,1949;1,6833;2,7155;7,2084;6,1342;0,6398;3,0193;0,1386;0,5631;0,2681;0,5142;0,1059;0,4578;9,7488;1,2149;6,0267;0,5281;0,1159;1,7508;4,8781;;78;/A/NBP/2005
25.04.2005;3,2391;2,5268;0,4154;2,6141;4,2063;1,6820;2,7254;7,2304;6,1866;0,6448;3,0580;0,1386;0,5647;0,2688;0,5154;0,1059;0,4590;9,7912;1,2182;6,0431;0,5334;0,1167;1,7553;4,8878;;79;/A/NBP/2005
26.04.2005;3,2351;2,5223;0,4150;2,6087;4,2002;1,6840;2,7203;7,2249;6,1709;0,6444;3,0566;0,1387;0,5639;0,2684;0,5161;0,1059;0,4597;9,7770;1,2164;6,0352;0,5316;0,1165;1,7529;4,9114;;80;/A/NBP/2005
27.04.2005;3,2804;2,5462;0,4207;2,6287;4,2382;1,6947;2,7459;7,2746;6,2368;0,6558;3,0878;0,1400;0,5691;0,2709;0,5215;0,1067;0,4635;9,8689;1,2274;6,0889;0,5370;0,1181;1,7688;4,9488;;81;/A/NBP/2005
28.04.2005;3,2875;2,5559;0,4214;2,6265;4,2477;1,6946;2,7565;7,3035;6,2586;0,6557;3,1047;0,1401;0,5704;0,2715;0,5209;0,1072;0,4645;9,8956;1,2302;6,1008;0,5403;0,1182;1,7730;4,9713;;82;/A/NBP/2005
29.04.2005;3,2988;2,5786;0,4231;2,6415;4,2756;1,6923;2,7801;7,3527;6,3067;0,6582;3,1340;0,1403;0,5742;0,2733;0,5244;0,1083;0,4661;9,9595;1,2383;6,1435;0,5421;0,1187;1,7845;5,0146;;83;/A/NBP/2005
2.05.2005;3,3200;2,5906;0,4258;2,6350;4,2709;1,6927;2,7742;7,3453;6,3188;0,6626;3,1513;0,1401;0,5736;0,2730;0,5249;0,1085;0,4646;9,9497;1,2370;6,1355;0,5439;0,1194;1,7827;4,9996;;84;/A/NBP/2005
4.05.2005;3,2703;2,5433;0,4198;2,6177;4,2342;1,6875;2,7452;7,2846;6,2135;0,6539;3,1257;0,1398;0,5689;0,2706;0,5212;0,1079;0,4606;9,8596;1,2263;6,0841;0,5392;0,1176;1,7675;4,9745;;85;/A/NBP/2005
5.05.2005;3,2179;2,5187;0,4132;2,5848;4,1793;1,6762;2,7043;7,2038;6,1307;0,6433;3,0830;0,1392;0,5614;0,2671;0,5136;0,1076;0,4554;9,7250;1,2104;6,0026;0,5407;0,1159;1,7449;4,8954;;86;/A/NBP/2005
6.05.2005;3,2030;2,4955;0,4111;2,5710;4,1490;1,6621;2,6809;7,1627;6,0769;0,6379;3,0584;0,1386;0,5574;0,2652;0,5116;0,1070;0,4526;9,6646;1,2017;5,9599;0,5363;0,1153;1,7323;4,8607;;87;/A/NBP/2005
9.05.2005;3,2133;2,4880;0,4119;2,5906;4,1195;1,6508;2,6605;7,1081;6,0510;0,6374;3,0491;0,1380;0,5536;0,2633;0,5067;0,1066;0,4487;9,5959;1,1931;5,9158;0,5277;0,1156;1,7198;4,8249;;88;/A/NBP/2005
10.05.2005;3,2385;2,5060;0,4152;2,6151;4,1603;1,6580;2,6897;7,1859;6,0876;0,6431;3,0617;0,1386;0,5590;0,2659;0,5136;0,1071;0,4523;9,6909;1,2049;5,9770;0,5236;0,1165;1,7370;4,8921;;89;/A/NBP/2005
11.05.2005;3,2483;2,5276;0,4166;2,6144;4,1856;1,6643;2,7087;7,2259;6,1363;0,6457;3,0883;0,1391;0,5623;0,2675;0,5177;0,1074;0,4538;9,7487;1,2122;6,0125;0,5250;0,1168;1,7476;4,9124;;90;/A/NBP/2005
12.05.2005;3,2513;2,5037;0,4168;2,6040;4,1503;1,6588;2,6861;7,1767;6,0624;0,6443;3,0641;0,1386;0,5576;0,2653;0,5130;0,1068;0,4507;9,6676;1,2020;5,9605;0,5216;0,1166;1,7326;4,8668;;91;/A/NBP/2005
13.05.2005;3,2984;2,5228;0,4230;2,6356;4,1773;1,6620;2,7063;7,2259;6,1327;0,6543;3,0839;0,1392;0,5613;0,2670;0,5160;0,1074;0,4540;9,7316;1,2098;6,0006;0,5212;0,1181;1,7440;4,9153;;92;/A/NBP/2005
16.05.2005;3,3355;2,5248;0,4277;2,6322;4,2055;1,6702;2,7226;7,2835;6,1399;0,6605;3,0971;0,1396;0,5651;0,2688;0,5196;0,1077;0,4568;9,7950;1,2180;6,0402;0,5253;0,1191;1,7559;4,9708;;93;/A/NBP/2005
17.05.2005;3,3319;2,5255;0,4271;2,6259;4,2169;1,6679;2,7300;7,3071;6,1323;0,6602;3,1127;0,1398;0,5666;0,2695;0,5212;0,1080;0,4567;9,8216;1,2213;6,0583;0,5203;0,1190;1,7607;4,9787;;94;/A/NBP/2005
18.05.2005;3,3323;2,5184;0,4273;2,6380;4,2053;1,6641;2,7269;7,2901;6,1079;0,6615;3,1017;0,1389;0,5648;0,2688;0,5194;0,1077;0,4564;9,7957;1,2180;6,0408;0,5173;0,1190;1,7559;4,9652;;95;/A/NBP/2005
