KURS ŚREDNI;1 USD;1 EUR;1 AUD;1 ATS;100 BEF;1 CZK;1 DKK;1 EEK;1 FIM;1 FRF;100 GRD;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;100 LUF;1 NOK;100 PTE;1 DEM;1 CHF;1 SEK;100 HUF;1 GBP;100 ITL;1 XDR;NR TAB
14.01.2000;4,0660;4,1641;2,7053;0,3026;10,3225;0,1156;0,5593;0,2699;0,7004;0,6348;1,2553;2,5027;1,8896;5,2873;3,8492;2,8010;10,3225;0,5114;2,0770;2,1291;2,5839;0,4826;1,6336;6,6861;0,2151;5,5669;10/A/NBP/2000
17.01.2000;4,0845;4,1366;2,7147;0,3006;10,2544;0,1150;0,5558;0,2699;0,6957;0,6306;1,2496;2,4861;1,8771;5,2524;3,8819;2,8150;10,2544;0,5117;2,0633;2,1150;2,5643;0,4826;1,6230;6,6919;0,2136;5,5518;11/A/NBP/2000
18.01.2000;4,0655;4,1093;2,6950;0,2986;10,1867;0,1142;0,5520;0,2634;0,6911;0,6265;1,2425;2,4697;1,8647;5,2177;3,8634;2,8092;10,1867;0,5063;2,0497;2,1011;2,5480;0,4794;1,6119;6,6499;0,2122;5,5152;12/A/NBP/2000
19.01.2000;4,0959;4,1453;2,7223;0,3013;10,2759;0,1149;0,5568;0,2634;0,6972;0,6319;1,2535;2,4914;1,8811;5,2634;3,8636;2,8233;10,2759;0,5133;2,0677;2,1195;2,5697;0,4828;1,6257;6,7098;0,2141;5,6134;13/A/NBP/2000
20.01.2000;4,0834;4,1224;2,7079;0,2996;10,2192;0,1142;0,5537;0,2634;0,6933;0,6285;1,2465;2,4776;1,8707;5,2344;3,8663;2,8133;10,2192;0,5098;2,0562;2,1077;2,5531;0,4798;1,6164;6,7228;0,2129;5,5729;14/A/NBP/2000
21.01.2000;4,0757;4,1357;2,7069;0,3006;10,2521;0,1146;0,5555;0,2634;0,6956;0,6305;1,2489;2,4856;1,8767;5,2513;3,8824;2,8174;10,2521;0,5110;2,0629;2,1145;2,5693;0,4812;1,6211;6,7516;0,2136;5,6096;15/A/NBP/2000
24.01.2000;4,0867;4,1073;2,6856;0,2985;10,1817;0,1143;0,5516;0,2634;0,6908;0,6262;1,2393;2,4685;1,8638;5,2152;3,8911;2,8398;10,1817;0,5099;2,0487;2,1000;2,5465;0,4792;1,6104;6,7527;0,2121;5,5808;16/A/NBP/2000
25.01.2000;4,1225;4,1427;2,7052;0,3011;10,2695;0,1153;0,5565;0,2634;0,6968;0,6316;1,2489;2,4898;1,8799;5,2601;3,8915;2,8572;10,2695;0,5149;2,0664;2,1181;2,5714;0,4860;1,6237;6,8064;0,2140;5,6527;17/A/NBP/2000
26.01.2000;4,1211;4,1310;2,6976;0,3002;10,2405;0,1153;0,5550;0,2634;0,6948;0,6298;1,2459;2,4828;1,8746;5,2453;3,8997;2,8678;10,2405;0,5122;2,0605;2,1121;2,5629;0,4836;1,6190;6,7760;0,2133;5,6367;18/A/NBP/2000
27.01.2000;4,1303;4,1331;2,7022;0,3004;10,2457;0,1154;0,5553;0,2634;0,6951;0,6301;1,2464;2,4840;1,8755;5,2480;3,9084;2,8706;10,2457;0,5114;2,0616;2,1132;2,5655;0,4842;1,6191;6,7556;0,2135;5,6396;19/A/NBP/2000
28.01.2000;4,1637;4,1034;2,6956;0,2982;10,1721;0,1148;0,5513;0,2634;0,6901;0,6256;1,2370;2,4662;1,8620;5,2102;3,9725;2,8968;10,1721;0,5090;2,0468;2,0980;2,5455;0,4817;1,6071;6,7646;0,2119;5,6075;20/A/NBP/2000
31.01.2000;4,2076;4,1250;2,6735;0,2998;10,2256;0,1153;0,5543;0,2634;0,6938;0,6289;1,2431;2,4792;1,8718;5,2377;3,9395;2,9115;10,2256;0,5099;2,0575;2,1091;2,5636;0,4794;1,6154;6,8227;0,2130;5,6939;21/A/NBP/2000
1.02.2000;4,2162;4,0855;2,6828;0,2969;10,1277;0,1139;0,5489;0,2611;0,6871;0,6228;1,2308;2,4554;1,8539;5,1875;3,9248;2,9061;10,1277;0,5065;2,0378;2,0889;2,5426;0,4765;1,5991;6,7944;0,2110;5,6452;22/A/NBP/2000
2.02.2000;4,2511;4,1296;2,6838;0,3001;10,2370;0,1153;0,5548;0,2639;0,6945;0,6296;1,2435;2,4819;1,8739;5,2435;3,9180;2,9260;10,2370;0,5142;2,0598;2,1114;2,5654;0,4844;1,6166;6,8467;0,2133;5,7204;23/A/NBP/2000
3.02.2000;4,2248;4,1104;2,6757;0,2987;10,1894;0,1145;0,5522;0,2627;0,6913;0,6266;1,2371;2,4704;1,8652;5,2191;3,9057;2,9284;10,1894;0,5124;2,0503;2,1016;2,5506;0,4843;1,6084;6,7644;0,2123;5,6837;24/A/NBP/2000
4.02.2000;4,1681;4,1357;2,6596;0,3006;10,2521;0,1155;0,5556;0,2643;0,6956;0,6305;1,2436;2,4856;1,8767;5,2513;3,8809;2,8939;10,2521;0,5104;2,0629;2,1145;2,5709;0,4870;1,6184;6,6118;0,2136;5,7011;25/A/NBP/2000
7.02.2000;4,1759;4,0978;2,6663;0,2978;10,1582;0,1149;0,5505;0,2619;0,6892;0,6247;1,2317;2,4628;1,8595;5,2031;3,8502;2,9021;10,1582;0,5077;2,0440;2,0952;2,5507;0,4833;1,6034;6,6691;0,2116;5,6160;26/A/NBP/2000
8.02.2000;4,1672;4,0856;2,6489;0,2969;10,1279;0,1144;0,5489;0,2611;0,6871;0,6228;1,2278;2,4555;1,8540;5,1876;3,8142;2,8738;10,1279;0,5064;2,0379;2,0889;2,5432;0,4824;1,5984;6,6655;0,2110;5,6245;27/A/NBP/2000
9.02.2000;4,1373;4,0951;2,6250;0,2976;10,1515;0,1149;0,5502;0,2617;0,6887;0,6243;1,2306;2,4612;1,8583;5,1997;3,7991;2,8576;10,1515;0,5070;2,0426;2,0938;2,5455;0,4824;1,6018;6,6517;0,2115;5,5676;28/A/NBP/2000
10.02.2000;4,1561;4,1207;2,6315;0,2995;10,2149;0,1154;0,5536;0,2634;0,6931;0,6282;1,2379;2,4766;1,8699;5,2322;3,8243;2,8679;10,2149;0,5098;2,0554;2,1069;2,5664;0,4854;1,6113;6,7052;0,2128;5,6006;29/A/NBP/2000
11.02.2000;4,1369;4,0780;2,6047;0,2964;10,1091;0,1144;0,5478;0,2606;0,6859;0,6217;1,2249;2,4509;1,8505;5,1780;3,7782;2,8517;10,1091;0,5070;2,0341;2,0850;2,5403;0,4819;1,5943;6,6250;0,2106;5,5781;30/A/NBP/2000
14.02.2000;4,1417;4,1013;2,6125;0,2981;10,1669;0,1151;0,5508;0,2621;0,6898;0,6252;1,2316;2,4649;1,8611;5,2076;3,8230;2,8496;10,1669;0,5074;2,0457;2,0970;2,5544;0,4832;1,6026;6,5805;0,2118;5,6193;31/A/NBP/2000
15.02.2000;4,1545;4,0710;2,6079;0,2959;10,0917;0,1142;0,5468;0,2602;0,6847;0,6206;1,2215;2,4467;1,8473;5,1691;3,8034;2,8511;10,0917;0,5051;2,0306;2,0815;2,5338;0,4808;1,5911;6,5927;0,2102;5,5614;32/A/NBP/2000
16.02.2000;4,1360;4,0569;2,6133;0,2948;10,0568;0,1138;0,5449;0,2593;0,6823;0,6185;1,2176;2,4382;1,8409;5,1512;3,7952;2,8425;10,0568;0,5009;2,0236;2,0743;2,5271;0,4754;1,5854;6,6241;0,2095;5,5741;33/A/NBP/2000
17.02.2000;4,1136;4,0795;2,6058;0,2965;10,1128;0,1141;0,5479;0,2607;0,6861;0,6219;1,2244;2,4518;1,8512;5,1799;3,7421;2,8301;10,1128;0,5018;2,0348;2,0858;2,5421;0,4779;1,5935;6,6253;0,2107;5,5952;34/A/NBP/2000
18.02.2000;4,1021;4,0430;2,5922;0,2938;10,0223;0,1131;0,5429;0,2584;0,6800;0,6164;1,2131;2,4299;1,8346;5,1336;3,7010;2,8300;10,0223;0,4970;2,0166;2,0672;2,5197;0,4738;1,5790;6,5927;0,2088;5,4920;35/A/NBP/2000
21.02.2000;4,1127;4,0613;2,5842;0,2951;10,0677;0,1137;0,5453;0,2596;0,6831;0,6191;1,2168;2,4409;1,8429;5,1568;3,7019;2,8368;10,0677;0,4968;2,0258;2,0765;2,5335;0,4740;1,5824;6,5818;0,2097;5,5329;36/A/NBP/2000
22.02.2000;4,0876;4,0835;2,5948;0,2968;10,1227;0,1144;0,5483;0,2610;0,6868;0,6225;1,2233;2,4542;1,8530;5,1850;3,6740;2,8069;10,1227;0,4981;2,0368;2,0879;2,5421;0,4749;1,5888;6,5783;0,2109;5,5632;37/A/NBP/2000
23.02.2000;4,0986;4,1185;2,5470;0,2993;10,2095;0,1155;0,5530;0,2632;0,6927;0,6279;1,2336;2,4753;1,8689;5,2294;3,6997;2,7999;10,2095;0,5034;2,0543;2,1058;2,5582;0,4796;1,5972;6,5912;0,2127;5,6108;38/A/NBP/2000
24.02.2000;4,0769;4,0660;2,5233;0,2955;10,0794;0,1141;0,5460;0,2599;0,6839;0,6199;1,2177;2,4437;1,8451;5,1628;3,6647;2,7890;10,0794;0,4982;2,0281;2,0789;2,5240;0,4749;1,5836;6,5218;0,2100;5,4499;39/A/NBP/2000
25.02.2000;4,1258;4,0758;2,5179;0,2962;10,1036;0,1146;0,5473;0,2605;0,6855;0,6214;1,2201;2,4496;1,8495;5,1752;3,7142;2,8346;10,1036;0,5009;2,0330;2,0839;2,5340;0,4777;1,5879;6,5887;0,2105;5,5392;40/A/NBP/2000
28.02.2000;4,1698;4,0514;2,5588;0,2944;10,0432;0,1142;0,5441;0,2589;0,6814;0,6176;1,2132;2,4349;1,8384;5,1442;3,8176;2,8731;10,0432;0,5018;2,0208;2,0714;2,5226;0,4805;1,5786;6,6297;0,2092;5,5321;41/A/NBP/2000
29.02.2000;4,1531;4,0539;2,5527;0,2946;10,0494;0,1137;0,5443;0,2591;0,6818;0,6180;1,2139;2,4364;1,8396;5,1474;3,7755;2,8568;10,0494;0,5016;2,0221;2,0727;2,5226;0,4800;1,5789;6,6105;0,2094;5,6316;42/A/NBP/2000
1.03.2000;4,1607;4,0259;2,5283;0,2926;9,9799;0,1128;0,5406;0,2573;0,6771;0,6137;1,2063;2,4196;1,8269;5,1118;3,8101;2,8675;9,9799;0,4974;2,0081;2,0584;2,5056;0,4772;1,5687;6,5675;0,2079;5,5505;43/A/NBP/2000
2.03.2000;4,1248;4,0147;2,5261;0,2918;9,9522;0,1124;0,5390;0,2566;0,6752;0,6120;1,2031;2,4129;1,8218;5,0976;3,8599;2,8570;9,9522;0,4968;2,0025;2,0527;2,4979;0,4754;1,5652;6,5509;0,2073;5,5615;44/A/NBP/2000
3.03.2000;4,1252;3,9815;2,5053;0,2893;9,8699;0,1117;0,5345;0,2545;0,6696;0,6070;1,1930;2,3929;1,8067;5,0555;3,8352;2,8378;9,8699;0,4927;1,9860;2,0357;2,4777;0,4697;1,5519;6,5084;0,2056;5,5036;45/A/NBP/2000
6.03.2000;4,1119;3,9583;2,4795;0,2877;9,8124;0,1115;0,5315;0,2530;0,6657;0,6034;1,1863;2,3790;1,7962;5,0260;3,8357;2,8219;9,8124;0,4900;1,9744;2,0238;2,4626;0,4687;1,5427;6,4848;0,2044;5,4915;46/A/NBP/2000
7.03.2000;4,1316;3,9658;2,4959;0,2882;9,8310;0,1114;0,5325;0,2535;0,6670;0,6046;1,1890;2,3835;1,7996;5,0355;3,8434;2,8436;9,8310;0,4902;1,9781;2,0277;2,4658;0,4699;1,5455;6,4955;0,2048;5,5151;47/A/NBP/2000
8.03.2000;4,1312;3,9649;2,5059;0,2881;9,8287;0,1116;0,5324;0,2534;0,6668;0,6044;1,1882;2,3830;1,7992;5,0344;3,8610;2,8364;9,8287;0,4906;1,9777;2,0272;2,4673;0,4700;1,5449;6,5223;0,2048;5,5297;48/A/NBP/2000
9.03.2000;4,1245;3,9641;2,5276;0,2881;9,8267;0,1116;0,5322;0,2534;0,6667;0,6043;1,1881;2,3825;1,7988;5,0334;3,8706;2,8314;9,8267;0,4882;1,9773;2,0268;2,4682;0,4694;1,5440;6,5204;0,2047;5,5583;49/A/NBP/2000
10.03.2000;4,0926;3,9583;2,5196;0,2877;9,8124;0,1114;0,5314;0,2530;0,6657;0,6034;1,1863;2,3790;1,7962;5,0260;3,8499;2,8120;9,8124;0,4887;1,9744;2,0238;2,4632;0,4693;1,5400;6,4784;0,2044;5,5247;50/A/NBP/2000
13.03.2000;4,1021;3,9881;2,5402;0,2898;9,8862;0,1121;0,5353;0,2549;0,6708;0,6080;1,1951;2,3969;1,8097;5,0638;3,8863;2,8135;9,8862;0,4913;1,9893;2,0391;2,4768;0,4742;1,5484;6,4868;0,2060;5,5667;51/A/NBP/2000
14.03.2000;4,1011;3,9502;2,5325;0,2871;9,7923;0,1112;0,5302;0,2525;0,6644;0,6022;1,1843;2,3741;1,7925;5,0157;3,9144;2,8066;9,7923;0,4865;1,9704;2,0197;2,4512;0,4705;1,5327;6,4551;0,2040;5,4795;52/A/NBP/2000
15.03.2000;4,0817;3,9496;2,5032;0,2870;9,7908;0,1110;0,5303;0,2524;0,6643;0,6021;1,1842;2,3738;1,7923;5,0150;3,8599;2,7868;9,7908;0,4851;1,9701;2,0194;2,4504;0,4688;1,5339;6,4221;0,2040;5,5211;53/A/NBP/2000
16.03.2000;4,0757;3,9522;2,5027;0,2872;9,7972;0,1111;0,5308;0,2526;0,6647;0,6025;1,1848;2,3753;1,7934;5,0183;3,8683;2,7799;9,7972;0,4841;1,9713;2,0207;2,4514;0,4685;1,5381;6,3988;0,2041;5,5083;54/A/NBP/2000
17.03.2000;4,0773;3,9444;2,4878;0,2867;9,7779;0,1109;0,5298;0,2521;0,6634;0,6013;1,1826;2,3706;1,7899;5,0084;3,8473;2,7689;9,7779;0,4843;1,9675;2,0167;2,4464;0,4693;1,5347;6,4147;0,2037;5,4953;55/A/NBP/2000
20.03.2000;4,0696;3,9570;2,4719;0,2876;9,8091;0,1113;0,5314;0,2529;0,6655;0,6032;1,1852;2,3782;1,7956;5,0244;3,8088;2,7704;9,8091;0,4842;1,9737;2,0232;2,4539;0,4698;1,5395;6,3890;0,2044;5,5019;56/A/NBP/2000
21.03.2000;4,0462;3,9344;2,4657;0,2859;9,7531;0,1106;0,5283;0,2515;0,6617;0,5998;1,1786;2,3646;1,7854;4,9957;3,7924;2,7522;9,7531;0,4809;1,9625;2,0116;2,4412;0,4683;1,5305;6,3412;0,2032;5,4366;57/A/NBP/2000
22.03.2000;4,0553;3,8961;2,4611;0,2831;9,6582;0,1095;0,5232;0,2490;0,6553;0,5940;1,1669;2,3416;1,7680;4,9470;3,7946;2,7596;9,6582;0,4784;1,9434;1,9920;2,4179;0,4654;1,5154;6,3599;0,2012;5,3974;58/A/NBP/2000
23.03.2000;4,0653;3,9144;2,4531;0,2845;9,7035;0,1101;0,5256;0,2502;0,6584;0,5967;1,1715;2,3526;1,7763;4,9703;3,7850;2,7666;9,7035;0,4813;1,9525;2,0014;2,4347;0,4675;1,5228;6,4134;0,2022;5,4564;59/A/NBP/2000
24.03.2000;4,0403;3,9190;2,4515;0,2848;9,7149;0,1099;0,5262;0,2505;0,6591;0,5974;1,1723;2,3554;1,7784;4,9761;3,7783;2,7518;9,7149;0,4819;1,9548;2,0038;2,4514;0,4678;1,5223;6,4193;0,2024;5,4356;60/A/NBP/2000
27.03.2000;4,0350;3,9358;2,4397;0,2860;9,7566;0,1103;0,5285;0,2515;0,6620;0,6000;1,1776;2,3655;1,7860;4,9974;3,7683;2,7592;9,7566;0,4849;1,9632;2,0123;2,4782;0,4723;1,5301;6,4527;0,2033;5,4589;61/A/NBP/2000
28.03.2000;4,0477;3,9045;2,4824;0,2838;9,6790;0,1094;0,5243;0,2495;0,6567;0,5952;1,1682;2,3467;1,7718;4,9577;3,8026;2,7763;9,6790;0,4807;1,9476;1,9963;2,4564;0,4681;1,5175;6,4129;0,2017;5,4146;62/A/NBP/2000
29.03.2000;4,0785;3,9049;2,4961;0,2838;9,6800;0,1098;0,5244;0,2496;0,6568;0,5953;1,1677;2,3469;1,7720;4,9582;3,8538;2,8009;9,6800;0,4843;1,9478;1,9965;2,4574;0,4746;1,5150;6,4704;0,2017;5,4404;63/A/NBP/2000
30.03.2000;4,1033;3,9167;2,4994;0,2846;9,7092;0,1099;0,5260;0,2503;0,6587;0,5971;1,1711;2,3540;1,7773;4,9732;3,8943;2,8107;9,7092;0,4850;1,9536;2,0026;2,4574;0,4740;1,5158;6,5278;0,2023;5,4987;64/A/NBP/2000
31.03.2000;4,1428;3,9650;2,5265;0,2881;9,8290;0,1095;0,5325;0,2534;0,6669;0,6045;1,1845;2,3830;1,7992;5,0345;3,9417;2,8487;9,8290;0,4903;1,9777;2,0273;2,4914;0,4779;1,5346;6,6089;0,2048;5,5782;65/A/NBP/2000
3.04.2000;4,1343;3,9336;2,5077;0,2859;9,7511;0,1087;0,5283;0,2514;0,6616;0,5997;1,1750;2,3641;1,7850;4,9946;3,9377;2,8507;9,7511;0,4851;1,9621;2,0112;2,4776;0,4755;1,5203;6,5697;0,2032;5,5459;66/A/NBP/2000
4.04.2000;4,1899;4,0009;2,5403;0,2908;9,9180;0,1105;0,5372;0,2557;0,6729;0,6099;1,1952;2,4046;1,8155;5,0801;3,9836;2,8882;9,9180;0,4929;1,9956;2,0456;2,5320;0,4819;1,5428;6,6949;0,2066;5,6245;67/A/NBP/2000
5.04.2000;4,1896;4,0350;2,5333;0,2932;10,0025;0,1113;0,5418;0,2579;0,6786;0,6151;1,2051;2,4251;1,8310;5,1234;3,9777;2,8788;10,0025;0,4952;2,0126;2,0631;2,5617;0,4851;1,5599;6,6805;0,2084;5,6847;68/A/NBP/2000
6.04.2000;4,1895;4,0347;2,5290;0,2932;10,0018;0,1112;0,5417;0,2579;0,6786;0,6151;1,2048;2,4249;1,8309;5,1230;3,9999;2,8867;10,0018;0,4959;2,0125;2,0629;2,5610;0,4862;1,5567;6,6387;0,2084;5,6222;69/A/NBP/2000
7.04.2000;4,1742;4,0022;2,4966;0,2909;9,9212;0,1104;0,5373;0,2558;0,6731;0,6101;1,1952;2,4054;1,8161;5,0817;3,9795;2,8733;9,9212;0,4931;1,9963;2,0463;2,5520;0,4840;1,5476;6,6092;0,2067;5,5994;70/A/NBP/2000
10.04.2000;4,1422;3,9638;2,4772;0,2881;9,8260;0,1094;0,5321;0,2533;0,6667;0,6043;1,1841;2,3823;1,7987;5,0330;3,8998;2,8407;9,8260;0,4870;1,9771;2,0267;2,5206;0,4784;1,5320;6,5512;0,2047;5,5695;71/A/NBP/2000
11.04.2000;4,1497;3,9937;2,4715;0,2902;9,9001;0,1100;0,5362;0,2552;0,6717;0,6088;1,1928;2,4003;1,8123;5,0710;3,8590;2,8382;9,9001;0,4877;1,9920;2,0419;2,5382;0,4821;1,5462;6,5810;0,2063;5,5820;72/A/NBP/2000
12.04.2000;4,0992;3,9275;2,4390;0,2854;9,7360;0,1079;0,5273;0,2510;0,6606;0,5987;1,1728;2,3605;1,7822;4,9869;3,8853;2,7955;9,7360;0,4807;1,9590;2,0081;2,4933;0,4744;1,5213;6,4966;0,2028;5,4893;73/A/NBP/2000
13.04.2000;4,1631;3,9923;2,4953;0,2901;9,8967;0,1094;0,5359;0,2552;0,6715;0,6086;1,1918;2,3994;1,8116;5,0692;3,9364;2,8456;9,8967;0,4894;1,9914;2,0412;2,5352;0,4816;1,5459;6,6174;0,2062;5,5992;74/A/NBP/2000
14.04.2000;4,1751;3,9865;2,4914;0,2897;9,8823;0,1094;0,5351;0,2548;0,6705;0,6077;1,1900;2,3959;1,8090;5,0618;3,9427;2,8386;9,8823;0,4895;1,9885;2,0383;2,5336;0,4800;1,5460;6,6155;0,2059;5,6113;75/A/NBP/2000
17.04.2000;4,2762;4,1017;2,5562;0,2981;10,1678;0,1124;0,5506;0,2621;0,6899;0,6253;1,2235;2,4652;1,8613;5,2081;4,1312;2,8955;10,1678;0,5009;2,0459;2,0972;2,6146;0,4928;1,5858;6,7948;0,2118;5,7663;76/A/NBP/2000
18.04.2000;4,2723;4,0489;2,5320;0,2942;10,0370;0,1112;0,5435;0,2588;0,6810;0,6173;1,2077;2,4334;1,8373;5,1410;4,0968;2,8740;10,0370;0,4947;2,0196;2,0702;2,5764;0,4877;1,5659;6,7448;0,2091;5,7034;77/A/NBP/2000
19.04.2000;4,2558;4,0287;2,5234;0,2928;9,9869;0,1108;0,5407;0,2575;0,6776;0,6142;1,2008;2,4213;1,8281;5,1154;4,0686;2,8736;9,9869;0,4932;2,0095;2,0598;2,5593;0,4879;1,5586;6,7190;0,2081;5,6991;78/A/NBP/2000
20.04.2000;4,2880;4,0269;2,5517;0,2926;9,9824;0,1110;0,5402;0,2574;0,6773;0,6139;1,2005;2,4202;1,8273;5,1131;4,0957;2,9077;9,9824;0,4938;2,0086;2,0589;2,5625;0,4893;1,5597;6,7759;0,2080;5,7077;79/A/NBP/2000
21.04.2000;4,2948;4,0268;2,5473;0,2926;9,9822;0,1109;0,5402;0,2574;0,6773;0,6139;1,2003;2,4202;1,8273;5,1130;4,0607;2,9156;9,9822;0,4951;2,0086;2,0589;2,5623;0,4890;1,5607;6,7848;0,2080;5,7470;80/A/NBP/2000
25.04.2000;4,2980;4,0245;2,5554;0,2925;9,9765;0,1110;0,5400;0,2572;0,6769;0,6135;1,1990;2,4188;1,8262;5,1101;4,0812;2,9108;9,9765;0,4933;2,0074;2,0577;2,5615;0,4882;1,5596;6,7810;0,2078;5,7409;81/A/NBP/2000
26.04.2000;4,3045;3,9524;2,5338;0,2872;9,7977;0,1092;0,5302;0,2526;0,6647;0,6025;1,1772;2,3754;1,7935;5,0185;4,0631;2,9299;9,7977;0,4849;1,9714;2,0208;2,5123;0,4835;1,5312;6,7916;0,2041;5,6634;82/A/NBP/2000
27.04.2000;4,3060;3,9643;2,5337;0,2881;9,8272;0,1094;0,5317;0,2534;0,6667;0,6044;1,1797;2,3826;1,7989;5,0336;4,0506;2,9158;9,8272;0,4852;1,9774;2,0269;2,5211;0,4837;1,5352;6,7772;0,2047;5,7231;83/A/NBP/2000
28.04.2000;4,4234;4,0226;2,5983;0,2923;9,9718;0,1110;0,5396;0,2571;0,6766;0,6132;1,1972;2,4176;1,8254;5,1076;4,1573;2,9956;9,9718;0,4938;2,0065;2,0567;2,5592;0,4944;1,5572;6,9313;0,2077;5,8276;84/A/NBP/2000
2.05.2000;4,4548;4,0622;2,6088;0,2952;10,0699;0,1118;0,5449;0,2596;0,6832;0,6193;1,2081;2,4414;1,8433;5,1579;4,1032;3,0122;10,0699;0,4982;2,0262;2,0770;2,6004;0,4986;1,5731;6,9416;0,2098;5,8986;85/A/NBP/2000
4.05.2000;4,5440;4,0527;2,6777;0,2945;10,0464;0,1113;0,5438;0,2590;0,6816;0,6178;1,2058;2,4357;1,8390;5,1459;4,1534;3,0429;10,0464;0,5013;2,0215;2,0721;2,6251;0,5005;1,5688;7,0858;0,2093;5,9629;86/A/NBP/2000
5.05.2000;4,6342;4,1462;2,7489;0,3013;10,2782;0,1132;0,5564;0,2650;0,6973;0,6321;1,2324;2,4919;1,8815;5,2646;4,3046;3,0958;10,2782;0,5103;2,0681;2,1199;2,6737;0,5103;1,6048;7,1051;0,2141;6,0673;87/A/NBP/2000
8.05.2000;4,5833;4,1290;2,6896;0,3001;10,2355;0,1128;0,5540;0,2639;0,6944;0,6295;1,2278;2,4816;1,8737;5,2427;4,2139;3,0717;10,2355;0,5059;2,0595;2,1111;2,6612;0,5048;1,5982;7,0317;0,2132;6,0204;88/A/NBP/2000
9.05.2000;4,5197;4,0600;2,6306;0,2951;10,0645;0,1102;0,5447;0,2595;0,6828;0,6189;1,2077;2,4401;1,8423;5,1551;4,1393;3,0274;10,0645;0,4984;2,0251;2,0758;2,6230;0,4979;1,5712;6,9295;0,2097;5,9292;89/A/NBP/2000
10.05.2000;4,4124;4,0127;2,5776;0,2916;9,9472;0,1086;0,5384;0,2565;0,6749;0,6117;1,1933;2,4117;1,8209;5,0951;4,0327;2,9604;9,9472;0,4906;2,0015;2,0517;2,5774;0,4894;1,5532;6,7355;0,2072;5,8428;90/A/NBP/2000
11.05.2000;4,4932;4,0716;2,5957;0,2959;10,0932;0,1100;0,5462;0,2602;0,6848;0,6207;1,2106;2,4471;1,8476;5,1699;4,0910;3,0051;10,0932;0,4954;2,0309;2,0818;2,6161;0,4937;1,5754;6,7612;0,2103;5,8679;91/A/NBP/2000
