;;W a l u t a / C u r r e n c y;;;;;;;;;;;;;;;;;;;;;;;;
Nr / No.;Data / Date;1 USD;1 EUR;1 AUD;1 ATS;100 BEF;1 CZK;1 DKK;1 FIM;1 FRF;100 GRD;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;100 LUF;1 NOK;100 PTE;1 DEM;1 CHF;1 SEK;100 HUF;1 GBP;100 ITL;1 XDR
231;29.11.1999;4,2703;4,3253;2,7236;0,3143;10,7221;0,1200;0,5815;0,7275;0,6594;1,3166;2,5996;1,9627;5,4920;4,1786;2,9040;10,7221;0,5335;2,1575;2,2115;2,6985;0,5044;1,7035;6,8541;0,2234;5,8097
232;30.11.1999;4,2903;4,3306;2,7315;0,3147;10,7353;0,1201;0,5821;0,7284;0,6602;1,3173;2,6027;1,9651;5,4987;4,2106;2,9110;10,7353;0,5330;2,1601;2,2142;2,7024;0,5045;1,7046;6,8756;0,2237;5,9002
233;1.12.1999;4,2473;4,2981;2,7114;0,3124;10,6547;0,1189;0,5778;0,7229;0,6552;1,3079;2,5832;1,9504;5,4575;4,1570;2,8812;10,6547;0,5278;2,1439;2,1976;2,6851;0,5006;1,6894;6,8008;0,2220;5,8302
234;2.12.1999;4,2687;4,2994;2,7103;0,3124;10,6579;0,1192;0,5780;0,7231;0,6554;1,3086;2,5840;1,9510;5,4591;4,1570;2,8837;10,6579;0,5286;2,1445;2,1982;2,6865;0,4986;1,6930;6,8228;0,2220;5,8432
235;3.12.1999;4,2539;4,2664;2,6842;0,3101;10,5761;0,1184;0,5735;0,7176;0,6504;1,2990;2,5642;1,9360;5,4172;4,1530;2,8747;10,5761;0,5262;2,1281;2,1814;2,6685;0,4956;1,6850;6,8056;0,2203;5,8111
236;6.12.1999;4,2290;4,2405;2,6716;0,3082;10,5119;0,1174;0,5701;0,7132;0,6465;1,2912;2,5486;1,9243;5,3843;4,1367;2,8570;10,5119;0,5242;2,1152;2,1681;2,6574;0,4936;1,6742;6,7696;0,2190;5,7965
237;7.12.1999;4,1829;4,2959;2,6584;0,3122;10,6493;0,1187;0,5775;0,7225;0,6549;1,3069;2,5819;1,9494;5,4547;4,0621;2,8407;10,6493;0,5277;2,1428;2,1965;2,6855;0,4982;1,6843;6,8070;0,2219;5,7967
238;8.12.1999;4,1750;4,2769;2,6626;0,3108;10,6022;0,1184;0,5750;0,7193;0,6520;1,3020;2,5705;1,9408;5,4305;4,0607;2,8226;10,6022;0,5257;2,1333;2,1867;2,6715;0,4977;1,6772;6,7844;0,2209;5,7522
239;9.12.1999;4,1631;4,2584;2,6620;0,3095;10,5563;0,1182;0,5724;0,7162;0,6492;1,2959;2,5593;1,9324;5,4071;4,0368;2,8162;10,5563;0,5250;2,1241;2,1773;2,6637;0,4966;1,6708;6,7615;0,2199;5,7320
240;10.12.1999;4,1405;4,1984;2,6265;0,3051;10,4076;0,1168;0,5643;0,7061;0,6400;1,2764;2,5233;1,9052;5,3309;4,0455;2,8019;10,4076;0,5175;2,0942;2,1466;2,6274;0,4901;1,6507;6,7121;0,2168;5,6750
241;13.12.1999;4,1547;4,2045;2,6451;0,3056;10,4227;0,1173;0,5651;0,7071;0,6410;1,2764;2,5270;1,9079;5,3386;4,0562;2,8119;10,4227;0,5182;2,0972;2,1497;2,6253;0,4899;1,6548;6,7434;0,2171;5,7036
242;14.12.1999;4,1877;4,2197;2,6603;0,3067;10,4604;0,1176;0,5670;0,7097;0,6433;1,2776;2,5361;1,9148;5,3579;4,0597;2,8322;10,4604;0,5208;2,1048;2,1575;2,6348;0,4916;1,6620;6,7895;0,2179;5,7266
243;15.12.1999;4,2178;4,2362;2,6783;0,3079;10,5013;0,1182;0,5692;0,7125;0,6458;1,2848;2,5460;1,9223;5,3789;4,0733;2,8432;10,5013;0,5222;2,1130;2,1659;2,6474;0,4918;1,6699;6,7774;0,2188;5,7761
244;16.12.1999;4,1792;4,2458;2,6726;0,3086;10,5251;0,1187;0,5705;0,7141;0,6473;1,2857;2,5518;1,9267;5,3911;4,0550;2,8208;10,5251;0,5239;2,1178;2,1708;2,6524;0,4931;1,6676;6,7635;0,2193;5,7879
245;17.12.1999;4,1581;4,2521;2,6854;0,3090;10,5407;0,1181;0,5714;0,7152;0,6482;1,2863;2,5556;1,9295;5,3991;4,0388;2,8205;10,5407;0,5253;2,1209;2,1741;2,6525;0,4939;1,6664;6,7238;0,2196;5,7575
246;20.12.1999;4,1685;4,2033;2,6776;0,3055;10,4197;0,1167;0,5649;0,7069;0,6408;1,2721;2,5262;1,9074;5,3371;4,0506;2,8181;10,4197;0,5198;2,0966;2,1491;2,6248;0,4892;1,6547;6,7076;0,2171;5,6991
247;21.12.1999;4,1478;4,1822;2,6682;0,3039;10,3674;0,1160;0,5621;0,7034;0,6376;1,2649;2,5136;1,8978;5,3103;4,0628;2,8014;10,3674;0,5184;2,0861;2,1383;2,6135;0,4865;1,6457;6,6638;0,2160;5,6730
248;22.12.1999;4,1273;4,1609;2,6642;0,3024;10,3146;0,1150;0,5593;0,6998;0,6343;1,2601;2,5008;1,8881;5,2833;4,0576;2,7942;10,3146;0,5167;2,0754;2,1274;2,6002;0,4848;1,6360;6,6489;0,2149;5,6623
249;23.12.1999;4,1332;4,1708;2,6616;0,3031;10,3391;0,1153;0,5606;0,7015;0,6358;1,2613;2,5067;1,8926;5,2958;4,0754;2,7999;10,3391;0,5179;2,0804;2,1325;2,6033;0,4871;1,6398;6,6456;0,2154;5,6854
250;24.12.1999;4,1144;4,1730;2,6452;0,3033;10,3446;0,1154;0,5609;0,7018;0,6362;1,2614;2,5080;1,8936;5,2986;4,0048;2,7987;10,3446;0,5136;2,0815;2,1336;2,6011;0,4866;1,6380;6,6544;0,2155;5,6884
251;27.12.1999;4,1178;4,1708;2,6522;0,3031;10,3391;0,1153;0,5606;0,7015;0,6358;1,2607;2,5067;1,8926;5,2958;4,0117;2,8022;10,3391;0,5146;2,0804;2,1325;2,5988;0,4868;1,6368;6,6488;0,2154;5,6854
252;28.12.1999;4,1285;4,1783;2,6624;0,3036;10,3577;0,1156;0,5615;0,7027;0,6370;1,2646;2,5112;1,8960;5,3053;4,0403;2,8238;10,3577;0,5162;2,0841;2,1363;2,6031;0,4873;1,6373;6,6725;0,2158;5,6692
253;29.12.1999;4,1317;4,1712;2,6708;0,3031;10,3401;0,1157;0,5605;0,7015;0,6359;1,2640;2,5069;1,8928;5,2963;4,0434;2,8451;10,3401;0,5161;2,0806;2,1327;2,5990;0,4869;1,6358;6,6809;0,2154;5,6738
254;30.12.1999;4,1483;4,1689;2,7110;0,3030;10,3344;0,1153;0,5601;0,7012;0,6355;1,2627;2,5056;1,8918;5,2934;4,0637;2,8598;10,3344;0,5166;2,0794;2,1315;2,5954;0,4879;1,6374;6,7062;0,2153;5,6845
