data;1 USD;1 AUD;1 HKD;1 CAD;1 EUR;100 HUF;1 CHF;1 CYP;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;1 EEK;1 NOK;1 SKK;1 SEK;1 MTL;1 LTL;1 LVL;1 ZAR;1 RUB;100 SIT;1 XDR;;Nr tabeli;
;dolar amerykanski;dolar australijski;dolar Hongkongu;dolar kanadyjski;euro;forint wegierski;frank szwajcarski;funt cypryjski;funt szterling;hrywna ukrainska;jen japonski;korona czeska;korona dunska;korona estonska;korona norweska;korona slowacka;korona szwedzka;lira maltanska;lit litewski;lat lotewski;rand RPA;rubel rosyjski;tolar slowenski;SDR (MFW);;;
30.10.2006;3,0593;2,3494;0,3935;2,7275;3,8919;1,4861;2,4481;6,7456;5,8101;0,6076;2,6036;0,1372;0,5221;0,2487;0,4676;0,1068;0,4226;9,0646;1,1272;5,5898;0,4098;0,1144;1,6243;4,5350;;211;/A/NBP/2006
31.10.2006;3,0631;2,3520;0,3938;2,7141;3,8871;1,4835;2,4473;6,7391;5,8203;0,6074;2,6011;0,1375;0,5214;0,2484;0,4664;0,1069;0,4214;9,0535;1,1258;5,5829;0,4041;0,1144;1,6222;4,5303;;212;/A/NBP/2006
2.11.2006;3,0248;2,3390;0,3889;2,6700;3,8608;1,4881;2,4280;6,6941;5,7719;0,5989;2,5891;0,1376;0,5180;0,2468;0,4672;0,1062;0,4202;9,0016;1,1181;5,5451;0,4103;0,1132;1,6112;4,4951;;213;/A/NBP/2006
3.11.2006;3,0261;2,3436;0,3891;2,6692;3,8670;1,4838;2,4302;6,7031;5,7798;0,5993;2,5855;0,1375;0,5188;0,2471;0,4686;0,1061;0,4207;9,0056;1,1199;5,5532;0,4062;0,1133;1,6139;4,4986;;214;/A/NBP/2006
6.11.2006;3,0135;2,3177;0,3872;2,6596;3,8270;1,4729;2,3982;6,6274;5,7149;0,5961;2,5461;0,1370;0,5133;0,2446;0,4640;0,1058;0,4179;8,9270;1,1084;5,4966;0,4077;0,1125;1,5970;4,4548;;215;/A/NBP/2006
7.11.2006;3,0000;2,3187;0,3854;2,6591;3,8294;1,4716;2,3971;6,6304;5,7172;0,5948;2,5467;0,1368;0,5134;0,2447;0,4641;0,1059;0,4182;8,9201;1,1091;5,5008;0,4101;0,1123;1,5981;4,4605;;216;/A/NBP/2006
8.11.2006;2,9930;2,3067;0,3846;2,6511;3,8317;1,4681;2,4025;6,6333;5,7092;0,5945;2,5467;0,1370;0,5139;0,2449;0,4648;0,1063;0,4190;8,9255;1,1097;5,5033;0,4072;0,1122;1,5989;4,4551;;217;/A/NBP/2006
9.11.2006;3,0023;2,3008;0,3858;2,6546;3,8370;1,4698;2,4048;6,6442;5,7243;0,5966;2,5469;0,1369;0,5145;0,2452;0,4666;0,1063;0,4207;8,9378;1,1113;5,5110;0,4091;0,1125;1,6011;4,4609;;218;/A/NBP/2006
10.11.2006;2,9840;2,2927;0,3832;2,6437;3,8433;1,4703;2,4124;6,6539;5,7137;0,5924;2,5423;0,1361;0,5153;0,2456;0,4692;0,1061;0,4232;8,9514;1,1131;5,5208;0,4128;0,1121;1,6035;4,4576;;219;/A/NBP/2006
13.11.2006;2,9811;2,2800;0,3829;2,6293;3,8281;1,4679;2,4020;6,6293;5,6852;0,5928;2,5296;0,1360;0,5133;0,2447;0,4674;0,1059;0,4205;8,9171;1,1087;5,4990;0,4103;0,1119;1,5973;4,4334;;220;/A/NBP/2006
14.11.2006;2,9772;2,2772;0,3826;2,6123;3,8212;1,4761;2,3953;6,6202;5,6568;0,5905;2,5275;0,1362;0,5123;0,2442;0,4660;0,1061;0,4212;8,9010;1,1067;5,4890;0,4102;0,1118;1,5944;4,4271;;221;/A/NBP/2006
15.11.2006;2,9715;2,2717;0,3817;2,6066;3,8085;1,4805;2,3831;6,5954;5,6222;0,5887;2,5204;0,1356;0,5106;0,2434;0,4628;0,1064;0,4194;8,8714;1,1030;5,4677;0,4074;0,1115;1,5892;4,4112;;222;/A/NBP/2006
16.11.2006;2,9682;2,2728;0,3812;2,6031;3,8011;1,4769;2,3786;6,5820;5,6055;0,5885;2,5137;0,1356;0,5096;0,2429;0,4620;0,1063;0,4196;8,8532;1,1009;5,4438;0,4132;0,1113;1,5861;4,4048;;223;/A/NBP/2006
17.11.2006;2,9761;2,2783;0,3822;2,5987;3,8019;1,4765;2,3777;6,5834;5,6108;0,5920;2,5144;0,1357;0,5098;0,2430;0,4599;0,1066;0,4196;8,8550;1,1011;5,4457;0,4084;0,1115;1,5866;4,4053;;224;/A/NBP/2006
20.11.2006;2,9639;2,2806;0,3808;2,5918;3,8083;1,4741;2,3891;6,5956;5,6278;0,5907;2,5128;0,1359;0,5107;0,2434;0,4603;0,1067;0,4190;8,8720;1,1030;5,4556;0,4073;0,1113;1,5891;4,4162;;225;/A/NBP/2006
21.11.2006;2,9608;2,2774;0,3801;2,5846;3,7958;1,4806;2,3820;6,5683;5,6217;0,5891;2,5094;0,1359;0,5091;0,2426;0,4592;0,1069;0,4178;8,8418;1,0993;5,4385;0,4105;0,1111;1,5838;4,3902;;226;/A/NBP/2006
22.11.2006;2,9554;2,2825;0,3796;2,5841;3,8036;1,4780;2,3886;6,5869;5,6304;0,5874;2,5164;0,1361;0,5101;0,2431;0,4606;0,1068;0,4177;8,8590;1,1016;5,4536;0,4116;0,1110;1,5870;4,4067;;227;/A/NBP/2006
23.11.2006;2,9450;2,2824;0,3783;2,5828;3,8200;1,4782;2,4077;6,6141;5,6400;0,5857;2,5332;0,1368;0,5124;0,2441;0,4630;0,1071;0,4215;8,8992;1,1063;5,4779;0,4109;0,1110;1,5939;4,4146;;228;/A/NBP/2006
24.11.2006;2,9325;2,2807;0,3769;2,5807;3,8315;1,4736;2,4202;6,6306;5,6629;0,5821;2,5306;0,1367;0,5139;0,2449;0,4645;0,1072;0,4244;8,9292;1,1097;5,4936;0,4048;0,1109;1,5986;4,4279;;229;/A/NBP/2006
27.11.2006;2,9176;2,2738;0,3753;2,5753;3,8308;1,4789;2,4171;6,6300;5,6577;0,5794;2,5147;0,1366;0,5139;0,2448;0,4636;0,1074;0,4238;8,9244;1,1095;5,4910;0,4113;0,1107;1,5982;4,4271;;230;/A/NBP/2006
28.11.2006;2,9176;2,2744;0,3752;2,5799;3,8355;1,4835;2,4187;6,6375;5,6730;0,5779;2,5089;0,1368;0,5143;0,2451;0,4633;0,1076;0,4232;8,9343;1,1108;5,4970;0,4070;0,1107;1,6002;4,3966;;231;/A/NBP/2006
29.11.2006;2,9035;2,2733;0,3737;2,5628;3,8235;1,4869;2,4073;6,6156;5,6594;0,5758;2,4996;0,1365;0,5129;0,2444;0,4627;0,1075;0,4210;8,9074;1,1074;5,4782;0,4078;0,1103;1,5953;4,3750;;232;/A/NBP/2006
30.11.2006;2,8911;2,2756;0,3717;2,5414;3,8166;1,4907;2,3972;6,6065;5,6576;0,5721;2,4877;0,1365;0,5120;0,2439;0,4655;0,1074;0,4212;8,8893;1,1053;5,4699;0,4055;0,1099;1,5924;4,3686;;233;/A/NBP/2006
1.12.2006;2,8700;2,2615;0,3690;2,5169;3,7982;1,4869;2,3917;6,5707;5,6399;0,5663;2,4688;0,1360;0,5095;0,2428;0,4651;0,1068;0,4202;8,8474;1,1000;5,4435;0,4030;0,1092;1,5847;4,3384;;234;/A/NBP/2006
4.12.2006;2,8672;2,2562;0,3690;2,5059;3,8138;1,4910;2,3927;6,5977;5,6669;0,5664;2,4779;0,1362;0,5114;0,2437;0,4665;0,1073;0,4222;8,8848;1,1046;5,4659;0,4012;0,1094;1,5912;4,3507;;235;/A/NBP/2006
5.12.2006;2,8628;2,2546;0,3687;2,5097;3,8092;1,4919;2,3938;6,5897;5,6533;0,5677;2,4955;0,1360;0,5107;0,2435;0,4681;0,1072;0,4211;8,8730;1,1032;5,4569;0,4001;0,1093;1,5893;4,3380;;236;/A/NBP/2006
6.12.2006;2,8678;2,2524;0,3690;2,5076;3,8050;1,4908;2,3950;6,5825;5,6329;0,5683;2,4934;0,1358;0,5103;0,2432;0,4680;0,1072;0,4205;8,8622;1,1020;5,4478;0,4022;0,1092;1,5875;4,3297;;237;/A/NBP/2006
7.12.2006;2,8669;2,2669;0,3692;2,4980;3,8150;1,4902;2,4011;6,5992;5,6468;0,5685;2,4949;0,1363;0,5117;0,2438;0,4705;0,1075;0,4216;8,8866;1,1049;5,4613;0,4061;0,1094;1,5917;4,3523;;238;/A/NBP/2006
8.12.2006;2,8870;2,2745;0,3714;2,5114;3,8350;1,4931;2,4141;6,6327;5,6584;0,5737;2,4983;0,1371;0,5143;0,2451;0,4724;0,1081;0,4232;8,9331;1,1107;5,4907;0,4076;0,1100;1,6002;4,3681;;239;/A/NBP/2006
11.12.2006;2,8927;2,2639;0,3722;2,5176;3,8165;1,4895;2,4000;6,6029;5,6474;0,5739;2,4741;0,1368;0,5119;0,2439;0,4699;0,1085;0,4217;8,8901;1,1053;5,4689;0,4082;0,1100;1,5923;4,3480;;240;/A/NBP/2006
12.12.2006;2,8763;2,2634;0,3699;2,5048;3,8106;1,4971;2,3929;6,5939;5,6462;0,5723;2,4627;0,1364;0,5112;0,2435;0,4685;0,1088;0,4204;8,8773;1,1036;5,4613;0,4100;0,1096;1,5899;4,3554;;241;/A/NBP/2006
13.12.2006;2,8639;2,2588;0,3685;2,4869;3,8000;1,4993;2,3835;6,5721;5,6464;0,5687;2,4475;0,1362;0,5099;0,2429;0,4675;0,1095;0,4202;8,8516;1,1006;5,4508;0,4077;0,1092;1,5854;4,3300;;242;/A/NBP/2006
14.12.2006;2,8738;2,2590;0,3699;2,4852;3,8014;1,5022;2,3800;6,5774;5,6552;0,5741;2,4493;0,1362;0,5099;0,2430;0,4670;0,1090;0,4202;8,8549;1,1010;5,4489;0,4104;0,1094;1,5860;4,3310;;243;/A/NBP/2006
15.12.2006;2,8925;2,2555;0,3721;2,5019;3,7900;1,4998;2,3726;6,5565;5,6580;0,5730;2,4465;0,1367;0,5083;0,2422;0,4630;0,1089;0,4177;8,8294;1,0977;5,4356;0,4125;0,1093;1,5814;4,3278;;244;/A/NBP/2006
18.12.2006;2,8951;2,2662;0,3725;2,5020;3,7938;1,4986;2,3717;6,5648;5,6582;0,5743;2,4560;0,1369;0,5090;0,2425;0,4660;0,1089;0,4195;8,8403;1,0987;5,4403;0,4136;0,1097;1,5829;4,3475;;245;/A/NBP/2006
19.12.2006;2,8896;2,2617;0,3716;2,4974;3,8026;1,5000;2,3732;6,5772;5,6662;0,5744;2,4463;0,1370;0,5102;0,2430;0,4655;0,1086;0,4198;8,8577;1,1013;5,4521;0,4110;0,1097;1,5867;4,3576;;246;/A/NBP/2006
20.12.2006;2,8849;2,2647;0,3711;2,5081;3,8140;1,5085;2,3770;6,5998;5,6836;0,5762;2,4420;0,1381;0,5117;0,2438;0,4672;0,1098;0,4231;8,8863;1,1046;5,4685;0,4114;0,1098;1,5915;4,3626;;247;/A/NBP/2006
21.12.2006;2,8796;2,2633;0,3705;2,5070;3,8003;1,5047;2,3682;6,5732;5,6679;0,5752;2,4402;0,1380;0,5097;0,2429;0,4664;0,1098;0,4233;8,8544;1,1006;5,4473;0,4135;0,1095;1,5857;4,3398;;248;/A/NBP/2006
22.12.2006;2,8908;2,2745;0,3716;2,5022;3,8163;1,5114;2,3827;6,6020;5,6832;0,5782;2,4416;0,1386;0,5120;0,2439;0,4663;0,1104;0,4249;8,8896;1,1053;5,4710;0,4135;0,1099;1,5923;4,3591;;249;/A/NBP/2006
27.12.2006;2,9183;2,2923;0,3753;2,5117;3,8383;1,5154;2,3932;6,6389;5,7156;0,5787;2,4597;0,1388;0,5149;0,2453;0,4666;0,1117;0,4255;8,9408;1,1116;5,5049;0,4150;0,1108;1,6015;4,3812;;250;/A/NBP/2006
28.12.2006;2,9194;2,2996;0,3756;2,5153;3,8368;1,5170;2,3848;6,6358;5,7168;0,5798;2,4561;0,1391;0,5146;0,2452;0,4659;0,1118;0,4248;8,9363;1,1112;5,5043;0,4157;0,1107;1,6007;4,3847;;251;/A/NBP/2006
29.12.2006;2,9105;2,2970;0,3742;2,5077;3,8312;1,5186;2,3842;6,6284;5,7063;0,5760;2,4463;0,1393;0,5139;0,2449;0,4635;0,1109;0,4234;8,9253;1,1096;5,4955;0,4167;0,1105;1,5987;4,3717;;252;/A/NBP/2006
