KURS ŚREDNI;1 USD;1 EUR;1 AUD;1 ATS;100 BEF;1 CZK;1 DKK;1 EEK;1 FIM;1 FRF;100 GRD;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;100 LUF;1 NOK;100 PTE;1 DEM;1 CHF;1 SEK;100 HUF;1 GBP;100 ITL;1 XDR;NR TAB
5.12.2001;4,0334;3,5990;2,0795;0,2615;8,9217;0,1091;0,4834;0,2301;0,6053;0,5487;1,0562;2,1630;1,6332;4,5698;3,2519;2,5617;8,9217;0,4495;1,7952;1,8401;2,4422;0,3813;1,4457;5,7359;0,1859;5,1193;236/A/NBP/2001
6.12.2001;4,0792;3,6215;2,1071;0,2632;8,9775;0,1098;0,4864;0,2315;0,6091;0,5521;1,0628;2,1766;1,6434;4,5984;3,2766;2,5883;8,9775;0,4532;1,8064;1,8516;2,4580;0,3857;1,4533;5,7782;0,1870;5,1402;237/A/NBP/2001
7.12.2001;4,0482;3,6120;2,0987;0,2625;8,9539;0,1095;0,4850;0,2308;0,6075;0,5506;1,0600;2,1709;1,6391;4,5863;3,2364;2,5692;8,9539;0,4517;1,8017;1,8468;2,4457;0,3861;1,4509;5,7644;0,1865;5,1301;238/A/NBP/2001
10.12.2001;4,0847;3,6374;2,1056;0,2643;9,0169;0,1104;0,4885;0,2325;0,6118;0,5545;1,0675;2,1861;1,6506;4,6185;3,2441;2,5931;9,0169;0,4554;1,8143;1,8598;2,4606;0,3886;1,4521;5,8540;0,1879;5,1640;239/A/NBP/2001
11.12.2001;4,0717;3,6303;2,0975;0,2638;8,9993;0,1104;0,4877;0,2320;0,6106;0,5534;1,0654;2,1819;1,6474;4,6095;3,2330;2,5797;8,9993;0,4529;1,8108;1,8561;2,4538;0,3876;1,4542;5,8398;0,1875;5,1802;240/A/NBP/2001
12.12.2001;4,0523;3,6258;2,1025;0,2635;8,9881;0,1108;0,4869;0,2317;0,6098;0,5527;1,0641;2,1791;1,6453;4,6038;3,2238;2,5865;8,9881;0,4527;1,8085;1,8538;2,4579;0,3862;1,4675;5,8485;0,1873;5,1446;241/A/NBP/2001
13.12.2001;4,0312;3,6160;2,0992;0,2628;8,9638;0,1109;0,4855;0,2311;0,6082;0,5513;1,0612;2,1733;1,6409;4,5914;3,1858;2,5744;8,9638;0,4499;1,8037;1,8488;2,4519;0,3851;1,4634;5,8252;0,1868;5,1247;242/A/NBP/2001
14.12.2001;4,0227;3,6268;2,0850;0,2636;8,9906;0,1112;0,4869;0,2318;0,6100;0,5529;1,0644;2,1798;1,6458;4,6051;3,1533;2,5698;8,9906;0,4519;1,8090;1,8544;2,4594;0,3848;1,4734;5,8426;0,1873;5,1226;243/A/NBP/2001
17.12.2001;3,9893;3,6147;2,0667;0,2627;8,9606;0,1117;0,4854;0,2310;0,6079;0,5511;1,0608;2,1725;1,6403;4,5897;3,1247;2,5552;8,9606;0,4494;1,8030;1,8482;2,4516;0,3818;1,4693;5,8203;0,1867;5,0886;244/A/NBP/2001
18.12.2001;3,9557;3,5712;2,0474;0,2595;8,8528;0,1136;0,4799;0,2282;0,6006;0,5444;1,0480;2,1463;1,6205;4,5345;3,0873;2,5243;8,8528;0,4458;1,7813;1,8259;2,4214;0,3776;1,4520;5,7637;0,1844;5,0150;245/A/NBP/2001
19.12.2001;3,9887;3,5893;2,0503;0,2608;8,8976;0,1127;0,4824;0,2294;0,6037;0,5472;1,0534;2,1572;1,6288;4,5575;3,1247;2,5342;8,8976;0,4494;1,7903;1,8352;2,4328;0,3789;1,4597;5,7892;0,1854;5,0516;246/A/NBP/2001
20.12.2001;3,9720;3,5648;2,0195;0,2591;8,8369;0,1109;0,4792;0,2278;0,5996;0,5435;1,0462;2,1425;1,6176;4,5264;3,0993;2,5164;8,8369;0,4463;1,7781;1,8227;2,4302;0,3762;1,4440;5,7344;0,1841;5,0214;247/A/NBP/2001
21.12.2001;3,9692;3,5608;2,0138;0,2588;8,8270;0,1100;0,4786;0,2275;0,5989;0,5428;1,0450;2,1401;1,6158;4,5213;3,0636;2,5121;8,8270;0,4458;1,7761;1,8206;2,4312;0,3745;1,4425;5,7534;0,1839;5,0194;248/A/NBP/2001
24.12.2001;3,9888;3,5424;2,0313;0,2574;8,7814;0,1103;0,4762;0,2264;0,5958;0,5400;1,0396;2,1290;1,6075;4,4979;3,0777;2,5046;8,7814;0,4440;1,7669;1,8112;2,4128;0,3735;1,4413;5,7502;0,1829;5,0003;249/A/NBP/2001
27.12.2001;3,9920;3,5192;2,0224;0,2558;8,7239;0,1093;0,4732;0,2250;0,5919;0,5365;1,0328;2,1151;1,5969;4,4685;3,0312;2,5017;8,7239;0,4411;1,7554;1,7993;2,3750;0,3719;1,4337;5,7715;0,1818;4,9675;250/A/NBP/2001
28.12.2001;3,9601;3,4963;2,0181;0,2541;8,6671;0,1093;0,4701;0,2234;0,5880;0,5330;1,0261;2,1013;1,5866;4,4394;3,0169;2,4789;8,6671;0,4395;1,7439;1,7876;2,3589;0,3732;1,4198;5,7368;0,1806;4,9711;251/A/NBP/2001
31.12.2001;3,9863;3,5219;2,0333;0,2559;8,7306;0,1109;0,4737;0,2250;0,5923;0,5369;1,0336;2,1167;1,5982;4,4719;3,0319;2,5034;8,7306;0,4416;1,7567;1,8007;2,3760;0,3786;1,4398;5,7722;0,1819;5,0178;252/A/NBP/2001
