#Data;Otwarcie;Najwyzszy;Najnizszy;Zamkniecie;Wolumen (source: https://stooq.pl/q/d/?s=wig; 2020.04.26)
1998-01-31;14886.2;14886.2;13228.8;14601.5;76863591
1998-02-28;14978.2;17621;14978.2;17621;145807423
1998-03-31;17611.6;18582.7;16775.8;16864;118716837
1998-04-30;17038.7;17820.7;16973.4;17743.8;86541123
1998-05-31;17917.7;18035.1;15669.3;15683.3;102666967
1998-06-30;15038.4;16301.1;14551;15728.6;99656433
1998-07-31;15904.4;17774.3;15904.4;16534.3;125901177
1998-08-31;15959.6;15959.6;11635.9;11635.9;100609308
1998-09-30;10883.7;12961.9;10883.7;12238.3;128243907
1998-10-31;11413;12345.4;10473.7;12345.4;106374321
1998-11-30;12899.9;13220.2;11777.7;11777.7;125030137
1998-12-31;11532;12989.2;11532;12795.6;127382878
1999-01-31;13218.1;14709.7;12591.1;14573.5;186696926
1999-02-28;14676.2;14676.2;13235.2;13235.2;170647671
1999-03-31;13457.3;14232.1;13296.5;14131.3;243715267
1999-04-30;14220.7;15515.8;14220.7;15248;158200461
1999-05-31;15643;16017.3;14904;15623;118632032
1999-06-30;15669.1;17046.4;15591;16825.1;145791921
1999-07-31;17323.1;17645.9;16729.1;16980.4;123244880
1999-08-31;17095.5;17234.2;16375.8;17014.3;85450945
1999-09-30;17018.7;17080.6;14259.4;14259.4;101517814
1999-10-31;14382.1;15011.3;14174.5;15011.3;96042598
1999-11-30;14984.2;16055.4;14383.5;15668.9;127072690
1999-12-31;16077.4;18370;15922;18083.6;187298618
2000-01-31;18981.7;20445.7;17694.4;19398;218919386
2000-02-29;19721;22823.5;19704.2;21536.8;224899573
2000-03-31;21912.6;22868.4;21255.9;21255.9;184803593
2000-04-30;21783.8;21783.8;19003.7;19631.1;89025992
2000-05-31;19615.9;20207;18356.7;19570.5;87779815
2000-06-30;19581.3;20053.4;19355.4;19642.7;87845927
2000-07-31;19536.6;20047.7;18991;18991;100236315
2000-08-31;18961.4;19072.2;17901.4;18420.3;76866980
2000-09-30;18614.2;18782.1;16776.3;16882.6;71879229
2000-10-31;16733.3;16733.3;14929.3;15597.5;80200467
2000-11-30;15986.8;17157.2;15898.8;16292.2;128522924
2000-12-31;16365.4;18252.8;15987.3;17847.6;141482050
2001-01-31;17567.9;17959.2;16734.6;17602.9;138745082
2001-02-28;17544.9;17730.9;15173.5;15471.5;101805967
2001-03-31;15218.8;15522.2;13848.8;14698.9;121973201
2001-04-30;14616.9;15791.6;14031;15269;103935504
2001-05-31;15301.1;15763.5;14583.8;15630.3;94610449
2001-06-30;15603.2;15628;13847.3;13945.4;91977210
2001-07-31;13915.7;13955.5;12745.5;13126.7;102902248
2001-08-31;13120.5;13269.2;11893.9;12802.1;83448357
2001-09-30;12722.8;13219;11464.8;11890.6;92683003
2001-10-31;11842.1;14187.8;11523.2;13736.2;184834793
2001-11-30;13804;14725.7;13394.9;14036.1;152785948
2001-12-31;13920.5;14465.4;13335;13922.2;140871097
2002-01-31;13876;16423.3;13842.3;16062.8;195647087
2002-02-28;16127.7;16257.3;14955.3;15278.6;133758525
2002-03-31;15182.9;15635;14774.6;15026.4;114661546
2002-04-30;14997.9;15349.6;14657;15122.1;133683068
2002-05-31;15038;15845.6;14797.7;15643;127336223
2002-06-30;15588.4;15827.3;14102.9;14192.9;98861521
2002-07-31;14077.2;14272.1;12436.8;12907.6;131050289
2002-08-31;12996;13827.3;12626.9;13433.8;136007656
2002-09-30;13427.6;13465.3;12635.1;12797.3;134103366
2002-10-31;12766;14177.6;12646.8;14093.2;124659867
2002-11-30;14248.6;14931.3;13680.8;14662.9;116381051
2002-12-31;14672.6;15069.8;14034.3;14366.7;105698813
2003-01-31;14343.6;15168;13623.7;13844.8;130471620
2003-02-28;13927.8;14143.1;13572.1;13775.5;134638987
2003-03-31;13742.3;14128.5;13420.8;13759.4;140008522
2003-04-30;13803.6;14523.2;13755.4;14259.8;130625585
